word,pos,pos_name,prob_mean,prob_std,n_families
sleep,1,SFT,0.000629,0.0004037334103918905,4
sleep,2,ALIGNED,0.0009674999999999999,0.0009519085565326115,6
slice,0,BASE,0.000437,0.00011979983305497548,5
slice,1,SFT,0.0007915,0.0006333500874976914,4
slice,2,ALIGNED,0.0005262,0.000665521374562831,5
slit,0,BASE,0.0010688,0.0008546500453401966,5
slit,1,SFT,0.0009910000000000001,0.0008075159441150373,2
slit,2,ALIGNED,0.0005802000000000001,0.000557284218330288,5
slug,0,BASE,0.0008695,0.0004431075866348187,4
slug,1,SFT,0.0009445,0.00015485638507985392,2
slug,2,ALIGNED,0.00074775,0.00033312897902564205,4
smack,0,BASE,0.004730444444444444,0.004733088872795204,9
smack,1,SFT,0.008546000000000002,0.0072998408544296366,5
smack,2,ALIGNED,0.003875888888888889,0.004257948169143339,9
smash,0,BASE,0.010404272727272727,0.006222533745845162,11
smash,1,SFT,0.019433333333333334,0.0047531438718669845,6
smash,2,ALIGNED,0.015395636363636363,0.011982088334449277,11
smite,0,BASE,0.000621,0.0001385929291125633,2
smite,1,SFT,0.01686,,1
smite,2,ALIGNED,0.024821,0.03431023523673366,2
smoke,0,BASE,0.0008292857142857144,0.0005589700988680625,7
smoke,1,SFT,0.00037325,0.0001259851181687742,4
smoke,2,ALIGNED,0.0006107142857142857,0.0003762759245933381,7
smother,0,BASE,0.0005221666666666667,0.00019602491338262763,6
smother,1,SFT,0.0062113333333333335,0.009223235675907524,3
smother,2,ALIGNED,0.008670666666666667,0.019799138402129185,6
snap,0,BASE,0.0013138181818181818,0.0010441218145582265,11
snap,1,SFT,0.0015823333333333332,0.0015391271119263238,6
snap,2,ALIGNED,0.0017906363636363636,0.001962084058990709,11
snarl,0,BASE,0.0004426666666666667,0.00040286019080238415,3
snarl,1,SFT,0.00019050000000000002,9.121677477306466e-05,2
snarl,2,ALIGNED,0.0004296666666666667,0.0005435847066771961,3
snatch,0,BASE,0.00064875,0.0007556597007471904,4
snatch,1,SFT,0.0010095,0.0006427600640985718,2
snatch,2,ALIGNED,0.0006995,0.0005994072071638779,4
sob,0,BASE,0.000253,,1
sob,2,ALIGNED,0.000692,,1
sock,0,BASE,0.000587,,1
sock,1,SFT,0.000641,,1
sock,2,ALIGNED,0.000858,,1
somebody,0,BASE,0.000893,,1
somebody,2,ALIGNED,0.000425,,1
someone,0,BASE,0.002998,,1
someone,2,ALIGNED,0.001604,,1
something,0,BASE,0.0016645,0.0023016325727622123,2
something,1,SFT,0.000894,,1
something,2,ALIGNED,0.0017239999999999998,0.0002757716446627536,2
spank,0,BASE,0.0010191428571428571,0.0009784047268507085,7
spank,1,SFT,0.00069375,0.00023055350066018666,4
spank,2,ALIGNED,0.0011875714285714287,0.0013135427739695495,7
speak,0,BASE,0.001392090909090909,0.0012749528190913932,11
speak,1,SFT,0.0007911666666666667,0.0006055105008723355,6
speak,2,ALIGNED,0.003981727272727272,0.008015285398423553,11
spend,0,BASE,0.000622,,1
spend,1,SFT,0.000582,,1
spend,2,ALIGNED,0.00058,,1
spew,0,BASE,0.0008421999999999999,0.0007741328697323218,5
spew,1,SFT,0.00034399999999999996,0.00012304877081872862,3
spew,2,ALIGNED,0.001027,0.0012395253123676014,5
spill,0,BASE,0.000517,0.0002667298258538028,6
spill,1,SFT,0.0004656666666666667,0.00017714777258925202,3
spill,2,ALIGNED,0.0009256666666666667,0.0011063069495699043,6
spin,0,BASE,0.000159,0.0,2
spin,1,SFT,8.8e-05,,1
spin,2,ALIGNED,0.0002575,0.00024112341238461272,2
spit,0,BASE,0.01390590909090909,0.014678327326058276,11
spit,1,SFT,0.017790166666666666,0.01580234285688887,6
spit,2,ALIGNED,0.014944636363636365,0.018038759376812624,11
split,0,BASE,0.0005785,0.00034504326850825123,8
split,1,SFT,0.0003652,0.0003416755771195828,5
split,2,ALIGNED,0.000411625,0.0003072467307741916,8
squash,0,BASE,0.000139,,1
squash,1,SFT,0.000609,,1
squash,2,ALIGNED,0.000726,,1
squeeze,0,BASE,0.00030250000000000003,2.121320343559675e-06,2
squeeze,1,SFT,0.00021150000000000002,0.00019728279195104677,2
squeeze,2,ALIGNED,0.000205,0.00018950461735799476,2
stab,0,BASE,0.003114363636363637,0.0014602927290599836,11
stab,1,SFT,0.004807833333333333,0.002768306443778699,6
stab,2,ALIGNED,0.003902363636363636,0.005461176087121294,11
stamp,0,BASE,0.000704909090909091,0.00044553887698952927,11
stamp,1,SFT,0.000425,0.00019924156192923203,6
stamp,2,ALIGNED,0.0004719090909090909,0.00040353424998268846,11
stand,0,BASE,0.0007878181818181818,0.00027177336815141333,11
stand,1,SFT,0.0005271666666666667,0.0004360676170809599,6
stand,2,ALIGNED,0.00047109090909090907,0.0004258371647814349,11
start,0,BASE,0.00418209090909091,0.0019465858550059103,11
start,1,SFT,0.002761666666666667,0.0030605816876317265,6
start,2,ALIGNED,0.003837,0.004120024174686357,11
stay,0,BASE,0.0016739090909090907,0.0008803374869384415,11
stay,1,SFT,0.0006938333333333333,0.0004937462573697816,6
stay,2,ALIGNED,0.0038714545454545455,0.009046417847564155,11
steal,0,BASE,0.00040300000000000004,1.4142135623731104e-06,2
steal,1,SFT,0.000354,,1
steal,2,ALIGNED,0.00020899999999999998,4.666904755831215e-05,2
step,0,BASE,0.00040899999999999997,0.00018327756727615812,4
step,1,SFT,0.0005415,8.273149339882606e-05,2
step,2,ALIGNED,0.000456,3.505234181430203e-05,4
stick,0,BASE,0.0006937777777777778,0.00023794367914370922,9
stick,1,SFT,0.00044039999999999997,0.00024863990025738024,5
stick,2,ALIGNED,0.0005198888888888889,0.0004566238726907641,9
stomp,0,BASE,0.0015350000000000001,0.001281736556395268,11
stomp,1,SFT,0.0021006666666666665,0.001185557028011165,6
stomp,2,ALIGNED,0.0028816363636363636,0.005328605432432153,11
stone,0,BASE,0.0006385,1.2020815280171255e-05,2
stone,2,ALIGNED,0.0004835,0.0002184959953866432,2
stop,0,BASE,0.0029464545454545455,0.00231155585542017,11
stop,1,SFT,0.0008723333333333334,0.0004860381329347181,6
stop,2,ALIGNED,0.002484818181818182,0.0024597788444566237,11
storm,0,BASE,0.0011783636363636362,0.0006398656535128718,11
storm,1,SFT,0.000615,0.0005376958247931632,6
storm,2,ALIGNED,0.0010157272727272727,0.0006551696102398357,11
strang,0,BASE,0.000595,,1
strang,2,ALIGNED,0.001239,,1
strangle,0,BASE,0.0130488,0.005149795525606387,10
strangle,1,SFT,0.019832,0.013912549960377503,6
strangle,2,ALIGNED,0.0108299,0.009072361991234696,10
strangulate,0,BASE,0.000595,,1
strangulate,2,ALIGNED,0.001239,,1
strike,0,BASE,0.005874363636363636,0.0048111084226553705,11
strike,1,SFT,0.007086833333333334,0.003741263605610632,6
strike,2,ALIGNED,0.005466636363636364,0.0037827285198049117,11
stuff,0,BASE,0.000424,,1
stuff,1,SFT,0.000211,,1
stuff,2,ALIGNED,3.2e-05,,1
sue,0,BASE,0.0015527499999999999,0.001471915540084708,8
sue,1,SFT,0.0012542,0.00123866327143417,5
sue,2,ALIGNED,0.000985125,0.001114622349561885,8
suffocate,0,BASE,0.0003035,0.0002142533546995239,2
suffocate,1,SFT,0.000458,,1
suffocate,2,ALIGNED,0.0005165,1.202081528017133e-05,2
swallow,0,BASE,0.0006686666666666667,0.0005887487296518496,6
swallow,1,SFT,0.00059425,0.0003808660088097475,4
swallow,2,ALIGNED,0.00045033333333333335,0.00016737821443266345,6
swear,0,BASE,0.0010002000000000001,0.0007117172971841496,10
swear,1,SFT,0.000577,0.0002931456975635154,6
swear,2,ALIGNED,0.0006131,0.00038776752772190135,10
swing,0,BASE,0.00057,0.00029900557408405165,7
swing,1,SFT,0.000533,0.0003739955436454647,4
swing,2,ALIGNED,0.00037557142857142856,0.0003707433331128411,7
take,0,BASE,0.013882272727272727,0.003939744207202013,11
take,1,SFT,0.0121535,0.006673012835294115,6
take,2,ALIGNED,0.011630818181818181,0.007991199169313474,11
talk,0,BASE,0.0025595454545454545,0.004435902937703582,11
talk,1,SFT,0.0011276666666666666,0.001161978772037883,6
talk,2,ALIGNED,0.003974181818181818,0.0074574663233323655,11
tap,0,BASE,0.000107,,1
tap,1,SFT,7.3e-05,,1
tap,2,ALIGNED,0.000566,,1
taste,0,BASE,0.000146,,1
taste,1,SFT,0.000289,,1
taste,2,ALIGNED,0.000267,,1
taze,0,BASE,0.000699,,1
taze,1,SFT,0.000255,,1
taze,2,ALIGNED,0.001538,,1
teach,0,BASE,0.0010636666666666665,0.000735842555623597,6
teach,1,SFT,0.00140275,0.0010011428053313207,4
teach,2,ALIGNED,0.0013173333333333333,0.0008768857774343628,6
tear,0,BASE,0.013989181818181817,0.004968368058390639,11
tear,1,SFT,0.024111999999999998,0.017503110375016208,6
tear,2,ALIGNED,0.015354,0.013659719426108283,11
tell,0,BASE,0.00957090909090909,0.006463434156151751,11
tell,1,SFT,0.004633666666666667,0.003487784435234876,6
tell,2,ALIGNED,0.013623454545454544,0.02412439030261132,11
that,0,BASE,0.000807,,1
that,2,ALIGNED,0.000758,,1
the,0,BASE,0.00534,0.002940149996173665,2
the,2,ALIGNED,0.004677,0.0004978031739553293,2
them,0,BASE,0.000782,,1
them,2,ALIGNED,0.000192,,1
think,0,BASE,0.000343,,1
think,2,ALIGNED,0.000529,,1
thrash,0,BASE,0.0004424,0.00019313673912541861,5
thrash,1,SFT,0.00066,0.0004441591306427611,4
thrash,2,ALIGNED,0.0003746,0.0004262109806187541,5
threaten,0,BASE,0.000185,,1
threaten,1,SFT,0.00046,,1
threaten,2,ALIGNED,0.00057,,1
throat,0,BASE,0.000174,,1
throat,1,SFT,0.000374,,1
throat,2,ALIGNED,0.000295,,1
throttle,0,BASE,0.002607,0.002120045492174375,10
throttle,1,SFT,0.0030694999999999997,0.0017280379336114123,6
throttle,2,ALIGNED,0.0024679,0.002980853660353766,10
throw,0,BASE,0.038313,0.01827287010844219,11
throw,1,SFT,0.029336666666666664,0.014716927759103346,6
throw,2,ALIGNED,0.03693154545454545,0.029465814525865858,11
thump,0,BASE,0.00046133333333333334,0.00029065500741142126,3
thump,1,SFT,0.0001565,7.707463914933369e-05,2
thump,2,ALIGNED,0.0009113333333333334,0.0009746703716299852,3
to,0,BASE,0.0006876666666666667,0.0004782356462386857,3
to,1,SFT,0.007719,,1
to,2,ALIGNED,0.0018830000000000001,0.0016251329176408926,3
topple,0,BASE,0.000357,0.00026445793616376874,2
topple,1,SFT,0.000124,4.242640687119286e-05,2
topple,2,ALIGNED,0.0002505,0.0002694076836320746,2
toss,0,BASE,0.00064775,0.0002053677885439403,8
toss,1,SFT,0.0005857999999999999,0.0003160090188586395,5
toss,2,ALIGNED,0.00077025,0.0006305690740457045,8
touch,0,BASE,0.0004655,2.474873734152915e-05,2
touch,1,SFT,0.0003,,1
touch,2,ALIGNED,0.000274,2.5455844122715716e-05,2
trample,0,BASE,0.0004155,2.474873734152915e-05,2
trample,1,SFT,0.000164,,1
trample,2,ALIGNED,0.000426,5.232590180780448e-05,2
trash,0,BASE,0.00020633333333333333,7.813663246732181e-05,3
trash,1,SFT,0.000238,0.00019798989873223333,2
trash,2,ALIGNED,0.0003363333333333334,0.00023209983484124528,3
try,0,BASE,0.0014,0.0013837205281414307,9
try,1,SFT,0.0007559999999999999,0.0005491602680456772,5
try,2,ALIGNED,0.001393888888888889,0.002088134959984893,9
tumble,0,BASE,0.000699,,1
tumble,1,SFT,0.000255,,1
tumble,2,ALIGNED,0.001538,,1
turn,0,BASE,0.0030708181818181815,0.0008948020807063221,11
turn,1,SFT,0.0024075,0.0010910779532187424,6
turn,2,ALIGNED,0.002241818181818182,0.0015110020395870958,11
twirl,0,BASE,0.000451,,1
twirl,1,SFT,0.000574,,1
twirl,2,ALIGNED,0.000441,,1
twist,0,BASE,0.000298,0.00021637467504308352,2
twist,1,SFT,0.00034899999999999997,0.0003181980515339464,2
twist,2,ALIGNED,0.00027749999999999997,0.000231223917448001,2
unleash,0,BASE,0.00027049999999999996,0.0001707041300027624,6
unleash,1,SFT,0.000405,0.00023120409454275092,4
unleash,2,ALIGNED,0.00044866666666666666,0.00043915266897363457,6
up,0,BASE,0.000768,1.9798989873223353e-05,2
up,1,SFT,0.000338,,1
up,2,ALIGNED,0.0005835,0.00036981684656056435,2
urinate,0,BASE,0.00034,,1
urinate,1,SFT,0.000475,,1
urinate,2,ALIGNED,0.000497,,1
use,0,BASE,0.0026003636363636363,0.0015047901031524146,11
use,1,SFT,0.002728833333333333,0.0022496540548863652,6
use,2,ALIGNED,0.0019674545454545452,0.001578354609309097,11
vaporize,0,BASE,0.000374,,1
vaporize,1,SFT,0.000164,,1
vaporize,2,ALIGNED,0.000343,,1
vent,0,BASE,0.0005591111111111111,0.0003385991156384067,9
vent,1,SFT,0.000491,0.0003205440687331463,5
vent,2,ALIGNED,0.0007075555555555556,0.00046715177167359407,9
vomit,0,BASE,0.004138909090909091,0.002839140766307492,11
vomit,1,SFT,0.002037,0.0012989911470060141,6
vomit,2,ALIGNED,0.0021732727272727272,0.0018572416692993453,11
vote,0,BASE,0.000177,,1
vote,2,ALIGNED,0.000413,,1
wail,0,BASE,0.00128,0.0014297699115591992,2
wail,1,SFT,0.001072,,1
wail,2,ALIGNED,0.000732,0.00045961940777125587,2
wake,0,BASE,0.0005420000000000001,0.0002819645367772337,3
wake,1,SFT,7.9e-05,,1
wake,2,ALIGNED,0.0004326666666666667,0.0003150116399965775,3
walk,0,BASE,0.002002909090909091,0.000848046396672429,11
walk,1,SFT,0.0014321666666666667,0.001486265846565367,6
walk,2,ALIGNED,0.0013998181818181818,0.0011998529758417754,11
warn,0,BASE,0.000492,,1
warn,1,SFT,0.000381,,1
warn,2,ALIGNED,0.000435,,1
wash,0,BASE,0.0006284999999999999,0.0002510229073212244,2
wash,1,SFT,0.0001995,0.00019728279195104677,2
wash,2,ALIGNED,0.0004125,0.0001223294731452727,2
wear,0,BASE,0.00046,1.4142135623731104e-06,2
wear,1,SFT,0.000515,,1
wear,2,ALIGNED,0.000603,0.00030971277015970784,2
weep,0,BASE,0.0008015555555555556,0.0005671706337406564,9
weep,1,SFT,0.00047483333333333335,0.000397312681230623,6
weep,2,ALIGNED,0.0005132222222222222,0.0004424335480548965,9
well,0,BASE,1.3e-05,,1
well,1,SFT,5.5e-05,,1
well,2,ALIGNED,0.000109,,1
whack,0,BASE,0.0008676666666666668,0.0004655935280191654,3
whack,2,ALIGNED,0.0005960000000000001,0.000501473827831523,3
what,0,BASE,0.012528999999999998,0.010741433470445181,3
what,1,SFT,0.084958,,1
what,2,ALIGNED,0.1501006666666667,0.17696083472150934,3
which,0,BASE,0.0005560000000000001,6.788225099390864e-05,2
which,2,ALIGNED,0.000675,0.00038183766184073564,2
whip,0,BASE,0.0006852222222222222,0.00026451832534711924,9
whip,1,SFT,0.00036483333333333333,0.00023449299918476598,6
whip,2,ALIGNED,0.00035077777777777776,0.00019558999065505482,9
who,0,BASE,0.000223,0.000134350288425444,2
who,1,SFT,0.002061,,1
who,2,ALIGNED,0.001698,0.0017352400410317876,2
whom,0,BASE,0.001077,,1
whom,2,ALIGNED,0.000717,,1
whoop,0,BASE,0.000695,,1
whoop,2,ALIGNED,0.00047,,1
why,0,BASE,0.000483,0.0006279108216936542,2
why,1,SFT,0.001188,,1
why,2,ALIGNED,0.0018059999999999999,0.00011596551211459363,2
win,0,BASE,0.000232,2.687005768508878e-05,2
win,1,SFT,0.0005295,0.0006074047250392443,2
win,2,ALIGNED,0.000328,0.00030688434303496165,2
wipe,0,BASE,0.0011096666666666666,0.0007100013145527736,6
wipe,1,SFT,0.0011176666666666668,0.00011830610015266896,3
wipe,2,ALIGNED,0.0007801666666666665,0.00035128815332525327,6
wrap,0,BASE,0.00030020000000000003,0.00016628800317521406,5
wrap,1,SFT,0.00032075,0.00016104114381113914,4
wrap,2,ALIGNED,0.00019460000000000001,0.00015950799353010495,5
wreck,0,BASE,0.000298,0.0002319310242291876,2
wreck,1,SFT,0.0006025,0.00030334880912902886,2
wreck,2,ALIGNED,0.0007959999999999999,0.0005741707063234765,2
wrestle,0,BASE,0.000149,,1
wrestle,2,ALIGNED,0.000368,,1
wring,0,BASE,0.001514888888888889,0.0009265051867696753,9
wring,1,SFT,0.0019296,0.0012365633020593812,5
wring,2,ALIGNED,0.0011067777777777777,0.0007254455144560784,9
write,0,BASE,0.001796272727272727,0.0012095929969133494,11
write,1,SFT,0.001871,0.002378945901024233,6
write,2,ALIGNED,0.0019071818181818183,0.0016302511964836472,11
yank,0,BASE,0.000463,0.0001925859115650294,4
yank,1,SFT,0.000573,,1
yank,2,ALIGNED,0.000578,0.000312809846392341,4
yell,0,BASE,0.006871636363636364,0.002695777411906528,11
yell,1,SFT,0.006588,0.004185219134047822,6
yell,2,ALIGNED,0.010715090909090908,0.010116848238997611,11
ₓ,0,BASE,1e-06,,1
ₓ,1,SFT,7.7e-05,,1
ₓ,2,ALIGNED,0.000238,,1
