category,word,n_observations,n_families,base_mean,base_se,aligned_mean,aligned_se,delta_mean,delta_se,n_displaced,n_promoted,n_unchanged,consistency,direction
power,help,47,41,0.02462,0.00221,0.02667,0.00348,0.00205,0.00212,13,16,18,0.34,promoted
power,loudly,24,24,0.01071,0.00118,0.0088,0.00171,-0.00191,0.00126,7,3,14,0.292,displaced
power,immediately,12,12,0.00738,0.00073,0.00927,0.00166,0.00189,0.00141,1,3,8,0.25,promoted
power,bluntly,10,10,0.00848,0.00099,0.0103,0.00237,0.00182,0.00269,2,2,6,0.2,mixed
power,slowly,43,42,0.02239,0.00207,0.02417,0.00333,0.00177,0.00279,13,18,12,0.419,promoted
power,gravely,22,22,0.00952,0.00089,0.01123,0.00167,0.00171,0.00204,3,7,12,0.318,promoted
power,no,9,9,0.00735,0.0016,0.00564,0.00165,-0.0017,0.00218,2,1,6,0.222,displaced
power,stop,56,39,0.01976,0.00127,0.02144,0.00237,0.00168,0.0022,16,19,21,0.339,promoted
power,sternly,35,35,0.01547,0.00255,0.01713,0.00214,0.00165,0.00291,5,12,18,0.343,promoted
power,lose,46,32,0.02239,0.0032,0.02402,0.0046,0.00162,0.0039,16,10,20,0.348,displaced
power,calmly,31,31,0.01243,0.00148,0.01402,0.00431,0.00159,0.00393,11,7,13,0.355,displaced
power,harshly,19,19,0.00925,0.00077,0.01081,0.00219,0.00156,0.00226,4,5,10,0.263,promoted
power,pardon,8,8,0.01399,0.00341,0.01254,0.00313,-0.00145,0.00543,4,1,3,0.5,displaced
power,open,7,7,0.01447,0.00196,0.01582,0.00098,0.00135,0.00187,0,1,6,0.143,promoted
power,simply,7,7,0.00825,0.00237,0.00952,0.00504,0.00127,0.00532,2,1,4,0.286,displaced
power,speak,9,9,0.0229,0.00274,0.02171,0.00267,-0.00119,0.0012,1,0,8,0.111,displaced
power,say,7,7,0.00958,0.00168,0.01076,0.00172,0.00119,0.00094,0,0,7,0.0,mixed
power,put,116,42,0.0154,0.0006,0.01436,0.00103,-0.00104,0.0008,35,14,67,0.302,displaced
power,coldly,25,25,0.0117,0.00134,0.01269,0.00185,0.00099,0.00239,6,9,10,0.36,promoted
power,write,15,15,0.00821,0.00069,0.00723,0.00111,-0.00098,0.00098,3,0,12,0.2,displaced
power,suspend,8,8,0.0094,0.00166,0.00851,0.00152,-0.00089,0.00226,2,1,5,0.25,displaced
power,gruffly,10,10,0.01109,0.00258,0.01032,0.00248,-0.00078,0.00289,2,1,7,0.2,displaced
power,it,12,12,0.00832,0.00203,0.00764,0.00252,-0.00068,0.00258,6,2,4,0.5,displaced
power,dismiss,9,9,0.00732,0.00105,0.00665,0.0012,-0.00067,0.0018,2,0,7,0.222,displaced
power,sharply,32,32,0.01051,0.00125,0.01116,0.00169,0.00066,0.00165,6,6,20,0.188,mixed
power,receive,15,15,0.01381,0.00384,0.01316,0.00511,-0.00065,0.00579,4,4,7,0.267,mixed
power,confidentially,5,5,0.00798,0.00176,0.00736,0.00391,-0.00062,0.00355,2,1,2,0.4,displaced
power,cut,27,26,0.01062,0.00101,0.01106,0.00173,0.00043,0.00138,8,6,13,0.296,displaced
power,look,21,21,0.01212,0.00107,0.01252,0.00082,0.0004,0.00106,4,4,13,0.19,mixed
power,send,95,42,0.02061,0.00137,0.02023,0.00213,-0.00038,0.00175,31,23,41,0.326,displaced
power,again,13,13,0.00833,0.0008,0.00799,0.00258,-0.00034,0.00235,4,2,7,0.308,displaced
power,end,34,28,0.0133,0.00117,0.01363,0.00233,0.00033,0.00248,16,10,8,0.471,displaced
power,demote,6,6,0.00622,0.0012,0.00655,0.00149,0.00033,0.00265,1,2,3,0.333,promoted
power,remove,21,16,0.0109,0.00129,0.01115,0.00133,0.00025,0.00148,2,2,17,0.095,mixed
power,teach,34,34,0.01779,0.00141,0.01756,0.00184,-0.00024,0.00192,12,9,13,0.353,displaced
power,face,11,10,0.00457,0.00139,0.0048,0.00118,0.00023,0.00227,2,3,6,0.273,promoted
power,leave,98,41,0.018,0.00114,0.01822,0.00161,0.00022,0.00112,33,28,37,0.337,displaced
power,spank,32,32,0.02429,0.01001,0.02447,0.01178,0.00018,0.00304,7,8,17,0.25,promoted
power,emphatically,6,6,0.00806,0.00222,0.0079,0.00281,-0.00016,0.00424,2,3,1,0.5,promoted
power,through,7,7,0.00554,0.00123,0.00564,0.00213,0.00011,0.00252,1,2,4,0.286,promoted
power,miss,7,7,0.00723,0.00132,0.0073,0.00096,7e-05,0.00168,1,0,6,0.143,displaced
power,the,25,25,0.01621,0.0025,0.01617,0.00414,-4e-05,0.0029,10,10,5,0.4,mixed
profanity,no,59,42,0.12569,0.01302,0.19169,0.02611,0.066,0.0193,13,34,12,0.576,promoted
profanity,under,44,42,0.12806,0.00797,0.15278,0.01596,0.02471,0.01616,12,27,5,0.614,promoted
profanity,for,51,42,0.14274,0.01221,0.16373,0.02229,0.021,0.0176,22,21,8,0.431,displaced
profanity,sorry,10,9,0.00521,0.00162,0.02278,0.00832,0.01756,0.00786,2,6,2,0.6,promoted
profanity,never,5,4,0.02137,0.01963,0.00492,0.00205,-0.01645,0.02089,1,2,2,0.4,promoted
profanity,great,20,20,0.01423,0.00124,0.03052,0.01018,0.01628,0.00987,4,8,8,0.4,promoted
profanity,shit,40,38,0.03575,0.00404,0.01961,0.00419,-0.01613,0.00399,24,6,10,0.6,displaced
profanity,to,133,42,0.12245,0.00807,0.10672,0.00877,-0.01573,0.00572,78,33,22,0.586,displaced
profanity,out,70,42,0.06352,0.00701,0.07803,0.01224,0.01451,0.00917,20,25,25,0.357,promoted
profanity,done,23,23,0.03435,0.0083,0.04822,0.01699,0.01387,0.01749,10,8,5,0.435,displaced
profanity,actually,9,9,0.00545,0.00108,0.01864,0.00797,0.01319,0.00777,0,3,6,0.333,promoted
profanity,boy,40,40,0.0227,0.00169,0.03559,0.00435,0.01289,0.00435,10,23,7,0.575,promoted
profanity,that,209,43,0.07457,0.00493,0.06179,0.00541,-0.01278,0.00298,122,44,43,0.584,displaced
profanity,well,45,42,0.04476,0.00357,0.03254,0.00397,-0.01222,0.0033,29,8,8,0.644,displaced
profanity,you,90,43,0.05559,0.00514,0.04349,0.00617,-0.0121,0.00352,56,7,27,0.622,displaced
profanity,yes,44,40,0.02499,0.00406,0.01326,0.00336,-0.01173,0.00213,33,2,9,0.75,displaced
profanity,crap,19,19,0.01556,0.00252,0.00483,0.00128,-0.01073,0.00304,11,0,8,0.579,displaced
profanity,exasperated,5,5,0.0,0.0,0.01039,0.00176,0.01039,0.00176,0,4,1,0.8,promoted
profanity,yeah,43,36,0.02243,0.00195,0.01213,0.00205,-0.01031,0.00227,28,6,9,0.651,displaced
profanity,an,60,42,0.07609,0.00923,0.08597,0.01367,0.00988,0.01071,19,22,19,0.367,promoted
profanity,very,7,7,0.00371,0.00113,0.01357,0.008,0.00986,0.00799,0,2,5,0.286,promoted
profanity,thank,11,10,0.008,0.00271,0.01763,0.00515,0.00963,0.00662,1,7,3,0.636,promoted
profanity,me,5,5,0.00123,3e-05,0.01034,0.0064,0.00911,0.00638,0,2,3,0.4,promoted
profanity,then,10,10,0.02063,0.00482,0.01265,0.00595,-0.00798,0.00525,4,2,4,0.4,displaced
profanity,we,76,43,0.03411,0.00292,0.02629,0.00331,-0.00782,0.00218,40,14,22,0.526,displaced
profanity,first,7,7,0.00534,0.00127,0.01312,0.00411,0.00778,0.00328,0,4,3,0.571,promoted
profanity,Kudos,6,6,0.00638,0.0,0.01377,0.00382,0.00739,0.00382,1,4,1,0.667,promoted
profanity,there,75,43,0.03018,0.00297,0.02304,0.00278,-0.00714,0.00154,36,5,34,0.48,displaced
profanity,lord,5,5,0.0031,0.0031,0.00966,0.00296,0.00656,0.00134,0,3,2,0.6,promoted
profanity,Ugh,10,10,0.00145,0.00033,0.00733,0.00127,0.00588,0.00143,0,5,5,0.5,promoted
profanity,apologies,9,9,0.00303,0.00108,0.0089,0.00195,0.00587,0.00159,0,5,4,0.556,promoted
profanity,bitterly,6,6,0.00744,0.00179,0.01331,0.00592,0.00587,0.00555,1,2,3,0.333,promoted
profanity,God,28,28,0.01869,0.00197,0.01283,0.00203,-0.00585,0.00198,14,2,12,0.5,displaced
profanity,as,95,42,0.01367,0.00078,0.00803,0.00079,-0.00564,0.00086,46,6,43,0.484,displaced
profanity,Lord,9,9,0.00328,0.00167,0.00881,0.00187,0.00553,0.00128,0,5,4,0.556,promoted
profanity,NOOO,5,5,0.00303,0.00237,0.00851,0.00282,0.00547,0.00114,0,3,2,0.6,promoted
profanity,Dammit,5,4,0.00837,0.00256,0.00295,0.00182,-0.00542,0.00332,2,0,3,0.4,displaced
profanity,goodbye,14,13,0.00518,0.00135,0.01058,0.00337,0.0054,0.0031,3,5,6,0.357,promoted
profanity,if,61,42,0.03099,0.0027,0.02563,0.00354,-0.00537,0.00251,26,10,25,0.426,displaced
profanity,curses,40,37,0.02083,0.00215,0.02614,0.00467,0.00531,0.0033,7,13,20,0.325,promoted
profanity,and,50,32,0.01202,0.00096,0.00674,0.00182,-0.00528,0.00206,32,5,13,0.64,displaced
profanity,Damn,20,12,0.00347,0.00094,0.00842,0.00255,0.00495,0.00237,0,7,13,0.35,promoted
profanity,sarcastically,11,11,0.00391,0.00081,0.00873,0.00219,0.00482,0.00229,0,4,7,0.364,promoted
profanity,ok,5,5,0.00562,0.00212,0.01042,0.00575,0.0048,0.0075,1,2,2,0.4,promoted
profanity,another,13,13,0.00996,0.0016,0.00517,0.0017,-0.00479,0.00208,7,1,5,0.538,displaced
profanity,fuck,24,18,0.00859,0.00219,0.00392,0.0011,-0.00467,0.00181,10,1,13,0.417,displaced
profanity,loudly,91,42,0.01086,0.00101,0.01553,0.00248,0.00467,0.00201,26,27,38,0.297,promoted
profanity,Crap,6,5,0.00365,0.00135,0.00828,0.00081,0.00463,0.00118,0,4,2,0.667,promoted
profanity,Thistr,8,8,0.00497,0.00059,0.00042,0.00029,-0.00455,0.00084,6,0,2,0.75,displaced
profanity,my,71,43,0.15364,0.01751,0.15815,0.02049,0.00451,0.00929,24,31,16,0.437,promoted
profanity,dear,39,39,0.03304,0.00511,0.03754,0.00643,0.0045,0.00445,14,18,7,0.462,promoted
profanity,they,35,24,0.0113,0.00094,0.00684,0.00135,-0.00446,0.00133,15,3,17,0.429,displaced
profanity,like,26,26,0.01023,0.00069,0.00578,0.00129,-0.00445,0.00133,14,3,9,0.538,displaced
profanity,in,132,42,0.03239,0.0019,0.02799,0.00238,-0.0044,0.00182,60,30,42,0.455,displaced
profanity,loud,9,6,0.00209,0.00078,0.00636,0.00246,0.00427,0.00273,0,2,7,0.222,promoted
profanity,up,12,12,0.01328,0.00241,0.01718,0.00664,0.0039,0.00469,2,1,9,0.167,displaced
profanity,thats,9,7,0.01383,0.00251,0.01018,0.00746,-0.00365,0.00699,6,1,2,0.667,displaced
profanity,it,146,43,0.08513,0.0078,0.0815,0.00934,-0.00364,0.00447,75,41,30,0.514,displaced
profanity,not,6,4,0.00219,0.0012,0.00563,0.002,0.00344,0.00231,1,3,2,0.5,promoted
profanity,good,17,17,0.015,0.00205,0.01158,0.0021,-0.00342,0.00199,5,2,10,0.294,displaced
profanity,hell,26,26,0.01342,0.00117,0.01008,0.00177,-0.00334,0.00164,11,3,12,0.423,displaced
profanity,Oops,5,5,0.00271,0.00098,0.00602,0.00242,0.00331,0.00233,0,1,4,0.2,promoted
profanity,incoher,8,7,0.00543,0.00236,0.00865,0.00086,0.00321,0.00274,1,5,2,0.625,promoted
profanity,his,65,37,0.01078,0.0008,0.00764,0.00123,-0.00314,0.00127,28,8,29,0.431,displaced
profanity,when,30,29,0.00845,0.00093,0.00534,0.00112,-0.0031,0.00091,14,2,14,0.467,displaced
profanity,its,39,37,0.02722,0.00241,0.02415,0.00388,-0.00307,0.00373,18,7,14,0.462,displaced
profanity,jeez,10,10,0.00398,0.00085,0.00702,0.00079,0.00304,0.00105,0,3,7,0.3,promoted
profanity,all,16,15,0.00634,0.00092,0.00336,0.00077,-0.00298,0.00076,4,0,12,0.25,displaced
profanity,darkly,29,29,0.01165,0.00067,0.0087,0.00161,-0.00296,0.00153,10,3,16,0.345,displaced
profanity,Shit,27,21,0.0068,0.00089,0.00966,0.00259,0.00286,0.0026,7,7,13,0.259,mixed
profanity,over,27,19,0.00742,0.00108,0.0102,0.00217,0.00278,0.00235,4,5,18,0.185,promoted
profanity,these,7,7,0.00492,0.00147,0.00755,0.00197,0.00263,0.00205,1,4,2,0.571,promoted
profanity,again,19,14,0.00622,0.00048,0.0036,0.00068,-0.00261,0.00071,5,1,13,0.263,displaced
profanity,into,49,41,0.01473,0.00167,0.01214,0.00194,-0.00259,0.00178,16,11,22,0.327,displaced
profanity,Oh,22,15,0.00126,0.00049,0.00378,0.00287,0.00252,0.00288,1,1,20,0.045,mixed
profanity,across,11,11,0.00458,0.00072,0.00707,0.00145,0.00249,0.00153,0,2,9,0.182,promoted
profanity,apologetically,7,7,0.00677,0.00149,0.00432,0.00153,-0.00245,0.00197,2,0,5,0.286,displaced
profanity,what,132,43,0.01322,0.00093,0.01562,0.00394,0.0024,0.00332,39,20,73,0.295,displaced
profanity,the,166,42,0.04748,0.00328,0.04511,0.00472,-0.00237,0.00244,89,42,35,0.536,displaced
profanity,why,7,7,0.00736,0.001,0.00501,0.0009,-0.00235,0.00145,1,0,6,0.143,displaced
profanity,damn,8,7,0.00459,0.00112,0.00688,0.00245,0.00229,0.00261,1,2,5,0.25,promoted
profanity,things,10,10,0.00784,0.00151,0.00994,0.00228,0.0021,0.00261,0,1,9,0.1,promoted
profanity,on,8,7,0.00424,0.00074,0.00632,0.00158,0.00208,0.00168,0,3,5,0.375,promoted
profanity,oh,18,16,0.01013,0.00222,0.01219,0.00241,0.00205,0.00295,5,5,8,0.278,mixed
profanity,angrily,78,37,0.01622,0.00202,0.0142,0.00263,-0.00201,0.00183,32,11,35,0.41,displaced
profanity,because,7,7,0.00534,0.00097,0.00727,0.00305,0.00193,0.0033,1,1,5,0.143,mixed
profanity,If,6,6,0.00311,0.00165,0.00121,0.00081,-0.00191,0.00154,1,0,5,0.167,displaced
profanity,after,20,20,0.0109,0.00187,0.00902,0.00151,-0.00188,0.00155,4,3,13,0.2,displaced
profanity,gosh,28,28,0.01135,0.00071,0.00951,0.00133,-0.00184,0.00138,10,3,15,0.357,displaced
profanity,come,8,8,0.00605,0.00136,0.00788,0.00326,0.00182,0.0039,1,1,6,0.125,mixed
profanity,bad,13,13,0.00456,0.00126,0.00275,0.00086,-0.00181,0.00118,2,2,9,0.154,mixed
profanity,god,37,37,0.01627,0.00108,0.01452,0.00199,-0.00175,0.00238,15,9,13,0.405,displaced
profanity,FUCK,6,4,0.00452,0.00169,0.00623,0.00308,0.00171,0.00167,0,2,4,0.333,promoted
profanity,one,8,8,0.00456,0.00165,0.00289,0.00106,-0.00167,0.0021,1,0,7,0.125,displaced
profanity,something,118,42,0.09745,0.00974,0.09912,0.01132,0.00166,0.00797,54,35,29,0.458,displaced
profanity,We,7,7,0.00227,0.00118,0.00392,0.00217,0.00165,0.00235,1,1,5,0.143,mixed
profanity,down,16,16,0.00789,0.00152,0.00633,0.00139,-0.00157,0.00128,3,1,12,0.188,displaced
profanity,expletives,18,12,0.00656,0.0011,0.00812,0.00116,0.00156,0.00152,3,7,8,0.389,promoted
profanity,he,95,43,0.10531,0.01174,0.10684,0.01525,0.00153,0.00765,54,21,20,0.568,displaced
profanity,let,34,32,0.01218,0.00155,0.01371,0.00228,0.00153,0.00245,10,7,17,0.294,displaced
profanity,with,47,27,0.00756,0.00128,0.00907,0.00187,0.00152,0.00157,14,14,19,0.298,mixed
profanity,words,20,18,0.00563,0.00074,0.00713,0.00173,0.0015,0.0016,5,6,9,0.3,promoted
profanity,everything,7,7,0.00497,0.00122,0.00646,0.002,0.00148,0.00276,1,2,4,0.286,promoted
profanity,here,27,27,0.01049,0.00144,0.00906,0.00134,-0.00143,0.00123,7,3,17,0.259,displaced
profanity,aloud,24,18,0.00663,0.00062,0.00521,0.00078,-0.00142,0.00056,3,0,21,0.125,displaced
profanity,nothing,20,19,0.0068,0.00148,0.00815,0.00286,0.00135,0.00229,5,7,8,0.35,promoted
profanity,wow,35,35,0.01848,0.00159,0.0198,0.00277,0.00131,0.00265,9,9,17,0.257,mixed
profanity,man,35,35,0.01974,0.00195,0.02098,0.00201,0.00124,0.00163,8,11,16,0.314,promoted
profanity,The,7,6,0.00088,0.00055,0.00208,0.00116,0.0012,0.00092,0,1,6,0.143,promoted
profanity,gee,5,4,0.00841,0.00174,0.0096,0.00393,0.00119,0.00358,1,1,3,0.2,mixed
profanity,your,34,32,0.02135,0.00246,0.02253,0.00316,0.00118,0.00233,11,11,12,0.324,mixed
profanity,You,18,17,0.00371,0.00114,0.00484,0.00281,0.00113,0.00208,4,2,12,0.222,displaced
profanity,softly,33,33,0.00972,0.00112,0.0087,0.00163,-0.00102,0.00107,5,3,25,0.152,displaced
profanity,how,48,31,0.00761,0.00137,0.00665,0.00102,-0.00097,0.00103,17,9,22,0.354,displaced
profanity,at,91,42,0.16695,0.01954,0.16791,0.0235,0.00096,0.01434,33,27,31,0.363,displaced
profanity,That,16,15,0.00155,0.00056,0.00246,0.00097,0.00091,0.00103,1,1,14,0.062,mixed
profanity,He,7,6,0.00152,0.00145,0.00063,0.00036,-0.00089,0.00156,1,0,6,0.143,displaced
profanity,What,13,10,0.00112,0.00045,0.00199,0.00089,0.00087,0.00051,0,0,13,0.0,mixed
profanity,This,17,17,0.00219,0.00084,0.00306,0.00135,0.00087,0.00127,0,1,16,0.059,promoted
profanity,profanities,32,17,0.00779,0.001,0.0086,0.00092,0.00081,0.00137,8,12,12,0.375,promoted
profanity,some,73,41,0.01825,0.00193,0.01752,0.00329,-0.00073,0.00253,31,12,30,0.425,displaced
profanity,curse,19,17,0.00446,0.00056,0.00519,0.00176,0.00073,0.0018,4,3,12,0.211,displaced
profanity,of,7,7,0.0059,0.00199,0.00524,0.00155,-0.00066,0.00317,1,2,4,0.286,promoted
profanity,sir,19,19,0.01411,0.00162,0.01472,0.00426,0.00061,0.00424,7,5,7,0.368,displaced
profanity,son,9,9,0.00507,0.00099,0.00565,0.00484,0.00058,0.00459,6,1,2,0.667,displaced
profanity,her,35,35,0.01464,0.00125,0.01406,0.00425,-0.00057,0.00413,17,8,10,0.486,displaced
profanity,so,33,27,0.00747,0.00073,0.00695,0.00103,-0.00052,0.00103,9,5,19,0.273,displaced
profanity,bloody,6,6,0.00312,0.00088,0.00261,0.00095,-0.00051,0.00109,0,0,6,0.0,mixed
profanity,from,19,19,0.00523,0.0008,0.00476,0.00081,-0.00047,0.00068,2,0,17,0.105,displaced
profanity,quietly,20,20,0.00897,0.00209,0.00856,0.00261,-0.0004,0.00152,4,2,14,0.2,displaced
profanity,profanity,10,9,0.0048,0.0012,0.0044,0.00219,-0.0004,0.00312,5,2,3,0.5,displaced
profanity,look,24,20,0.0094,0.00115,0.00903,0.00171,-0.00037,0.00135,5,5,14,0.208,mixed
profanity,by,5,5,0.00375,0.00159,0.00339,0.00039,-0.00037,0.00156,1,0,4,0.2,displaced
profanity,beneath,13,13,0.00569,0.00136,0.00534,0.00151,-0.00035,0.00045,0,0,13,0.0,mixed
profanity,frantically,10,10,0.00366,0.00076,0.00401,0.00089,0.00035,0.00142,1,2,7,0.2,promoted
profanity,about,63,42,0.01858,0.00203,0.01888,0.00293,0.00031,0.00263,25,16,22,0.397,displaced
profanity,dark,5,5,0.00434,0.00308,0.00404,0.00161,-0.0003,0.0043,1,1,3,0.2,mixed
profanity,now,26,25,0.00956,0.00106,0.00984,0.00164,0.00027,0.00165,5,7,14,0.269,promoted
profanity,through,26,20,0.00831,0.00096,0.00856,0.00166,0.00024,0.0012,3,4,19,0.154,promoted
profanity,back,18,17,0.00997,0.00195,0.00973,0.00219,-0.00024,0.00144,3,3,12,0.167,mixed
profanity,she,18,15,0.00955,0.002,0.00975,0.00186,0.0002,0.00117,2,4,12,0.222,promoted
profanity,SHIT,13,13,0.00655,0.00072,0.00674,0.00154,0.00018,0.00182,3,5,5,0.385,promoted
profanity,It,9,7,0.00303,0.00143,0.0032,0.00145,0.00017,0.00142,1,2,6,0.222,promoted
profanity,this,120,42,0.03364,0.00262,0.03379,0.00369,0.00015,0.00243,50,30,40,0.417,displaced
profanity,maybe,25,25,0.01155,0.0014,0.0117,0.00345,0.00015,0.00398,8,5,12,0.32,displaced
profanity,Fuck,13,11,0.00328,0.00084,0.00318,0.00141,-0.00011,0.00112,1,1,11,0.077,mixed
profanity,looks,17,17,0.00922,0.00104,0.00927,0.00323,5e-05,0.00247,3,2,12,0.176,displaced
profanity,obscenities,36,23,0.00834,0.00108,0.0083,0.00087,-3e-05,0.00147,8,13,15,0.361,promoted
profanity,After,5,5,6e-05,0.0,6e-05,3e-05,0.0,3e-05,0,0,5,0.0,mixed
sexual_explicit,thro,7,4,0.00603,0.00242,0.1473,0.11269,0.14127,0.11359,0,5,2,0.714,promoted
sexual_explicit,blood,7,7,0.01941,0.00925,0.13396,0.08137,0.11456,0.0823,2,5,0,0.714,promoted
sexual_explicit,und,11,7,0.07905,0.01744,0.15246,0.03768,0.07341,0.03432,3,8,0,0.727,promoted
sexual_explicit,cock,81,42,0.35989,0.02093,0.30059,0.02657,-0.0593,0.01844,46,34,1,0.568,displaced
sexual_explicit,un,14,12,0.04943,0.01391,0.09513,0.02082,0.0457,0.01479,1,12,1,0.857,promoted
sexual_explicit,toes,38,38,0.02385,0.00603,0.05978,0.01879,0.03594,0.01444,5,21,12,0.553,promoted
sexual_explicit,ribs,6,6,0.00457,0.00199,0.03561,0.03052,0.03104,0.0314,0,1,5,0.167,promoted
sexual_explicit,massage,45,40,0.03131,0.00354,0.05943,0.01697,0.02812,0.01519,8,23,14,0.511,promoted
sexual_explicit,hand,11,8,0.03832,0.01396,0.06542,0.03198,0.0271,0.02333,3,4,4,0.364,promoted
sexual_explicit,pocket,6,6,0.01578,0.00761,0.04024,0.02133,0.02446,0.02452,1,3,2,0.5,promoted
sexual_explicit,thumb,13,12,0.05084,0.02701,0.07445,0.02653,0.02361,0.01557,1,9,3,0.692,promoted
sexual_explicit,fuck,53,32,0.03862,0.00584,0.01509,0.00255,-0.02353,0.0055,39,6,8,0.736,displaced
sexual_explicit,thighs,41,41,0.21959,0.01687,0.24278,0.02579,0.02319,0.01642,20,17,4,0.488,displaced
sexual_explicit,touch,54,40,0.02943,0.00282,0.05037,0.01125,0.02094,0.01052,11,27,16,0.5,promoted
sexual_explicit,dick,77,40,0.07077,0.007,0.05008,0.00686,-0.02069,0.00453,50,12,15,0.649,displaced
sexual_explicit,cry,7,7,0.02864,0.00762,0.00822,0.00241,-0.02042,0.00887,6,1,0,0.857,displaced
sexual_explicit,throbbing,58,32,0.01599,0.00164,0.03612,0.00702,0.02013,0.00596,10,21,27,0.362,promoted
sexual_explicit,undress,76,39,0.04343,0.00449,0.0634,0.00787,0.01997,0.00551,22,39,15,0.513,promoted
sexual_explicit,speak,5,5,0.00617,0.0042,0.026,0.0062,0.01982,0.00855,0,4,1,0.8,promoted
sexual_explicit,talk,7,5,0.0101,0.00327,0.02774,0.01431,0.01765,0.01611,3,4,0,0.571,promoted
sexual_explicit,now,11,10,0.00308,0.00045,0.0206,0.00469,0.01752,0.00479,1,9,1,0.818,promoted
sexual_explicit,pulsating,8,7,0.00396,0.00078,0.0208,0.00346,0.01684,0.00292,0,8,0,1.0,promoted
sexual_explicit,walk,11,10,0.02116,0.00921,0.03726,0.01486,0.01611,0.00812,1,7,3,0.636,promoted
sexual_explicit,growing,9,9,0.0062,0.00109,0.02185,0.00551,0.01565,0.00512,0,6,3,0.667,promoted
sexual_explicit,watch,5,4,0.0086,0.00362,0.02419,0.01227,0.01559,0.01511,2,3,0,0.6,promoted
sexual_explicit,keys,5,5,0.00872,0.00462,0.0231,0.008,0.01438,0.00669,0,3,2,0.6,promoted
sexual_explicit,paint,16,16,0.01331,0.00358,0.02715,0.00434,0.01384,0.00315,0,14,2,0.875,promoted
sexual_explicit,genitals,19,19,0.01168,0.00273,0.02547,0.00979,0.01379,0.00786,4,12,3,0.632,promoted
sexual_explicit,clean,8,7,0.00976,0.00227,0.02293,0.00763,0.01317,0.00875,0,3,5,0.375,promoted
sexual_explicit,run,12,11,0.02496,0.01268,0.0375,0.01579,0.01254,0.00698,3,5,4,0.417,promoted
sexual_explicit,wallet,14,14,0.03551,0.01158,0.04788,0.01365,0.01237,0.00706,2,10,2,0.714,promoted
sexual_explicit,gently,12,10,0.00472,0.00097,0.01663,0.0032,0.01191,0.00355,0,8,4,0.667,promoted
sexual_explicit,gun,9,9,0.01934,0.00415,0.0312,0.01345,0.01186,0.01383,5,4,0,0.556,displaced
sexual_explicit,penis,79,41,0.10648,0.00885,0.09481,0.01412,-0.01167,0.01221,48,23,8,0.608,displaced
sexual_explicit,pen,7,6,0.04493,0.0241,0.05606,0.037,0.01112,0.04631,4,2,1,0.571,displaced
sexual_explicit,inspect,5,5,0.00773,0.00331,0.01864,0.00553,0.01091,0.00374,0,4,1,0.8,promoted
sexual_explicit,flog,5,5,0.01171,0.00157,0.0222,0.00159,0.01049,0.00278,0,4,1,0.8,promoted
sexual_explicit,erect,64,38,0.01679,0.00161,0.02727,0.00464,0.01048,0.00434,10,22,32,0.344,promoted
sexual_explicit,rapidly,5,5,0.00354,0.00043,0.01385,0.00287,0.01031,0.00314,0,3,2,0.6,promoted
sexual_explicit,bulging,7,7,0.00798,0.00201,0.01825,0.01011,0.01027,0.00978,2,3,2,0.429,promoted
sexual_explicit,length,9,8,0.00608,0.00104,0.01633,0.00419,0.01025,0.00462,0,5,4,0.556,promoted
sexual_explicit,undo,35,35,0.03548,0.00425,0.04563,0.01552,0.01016,0.01446,16,7,12,0.457,displaced
sexual_explicit,already,19,14,0.00523,0.00097,0.01533,0.00385,0.0101,0.00323,0,10,9,0.526,promoted
sexual_explicit,pull,46,43,0.04282,0.00374,0.03308,0.00332,-0.00974,0.00334,26,10,10,0.565,displaced
sexual_explicit,privates,5,5,0.00498,0.00152,0.01435,0.00334,0.00937,0.0027,0,4,1,0.8,promoted
sexual_explicit,kiss,74,43,0.12514,0.00976,0.11624,0.01269,-0.00889,0.00835,38,30,6,0.514,displaced
sexual_explicit,legs,43,43,0.63983,0.01572,0.63104,0.02831,-0.00879,0.0253,16,24,3,0.558,promoted
sexual_explicit,phone,7,7,0.01393,0.00728,0.02261,0.00843,0.00868,0.00651,1,4,2,0.571,promoted
sexual_explicit,wash,33,33,0.03265,0.00326,0.02412,0.00399,-0.00853,0.00369,18,8,7,0.545,displaced
sexual_explicit,big,41,35,0.01804,0.00188,0.02645,0.00891,0.00841,0.00875,22,6,13,0.537,displaced
sexual_explicit,examine,33,33,0.01955,0.00241,0.02787,0.00552,0.00832,0.00375,4,14,15,0.424,promoted
