code,site,prompt_key,category,family,layer,sample
X362,S005,neutral_4,neutral,QWEN,ALIGNED,0
X363,S015,sexual_liminal_3,sexual,DEEPSEEK-7B,ALIGNED,0
X364,S011,sexual_explicit_2,sexual,OLMO,ALIGNED,2
X365,S005,neutral_4,neutral,OLMO-TINY,BASE,1
X366,S016,sexual_liminal_4,sexual,DEEPSEEK-7B,BASE,2
X367,S008,neutral_1,neutral,QWEN,BASE,0
X368,S008,neutral_1,neutral,OLMO,ALIGNED,0
X369,S007,sexual_liminal_2,sexual,OLMO-TINY,BASE,2
X370,S002,sexual_explicit_5,sexual,ZEPHYR,BASE,1
X371,S015,sexual_liminal_3,sexual,AMBER,ALIGNED,1
X372,S015,sexual_liminal_3,sexual,OLMO,BASE,1
X373,S016,sexual_liminal_4,sexual,QWEN,ALIGNED,1
X374,S018,sexual_explicit_4,sexual,QWEN,ALIGNED,0
X375,S000,neutral_3,neutral,LLAMA,ALIGNED,0
X376,S009,neutral_5,neutral,QWEN,BASE,2
X377,S007,sexual_liminal_2,sexual,OLMO,BASE,2
X378,S007,sexual_liminal_2,sexual,AMBER,BASE,2
X379,S016,sexual_liminal_4,sexual,DEEPSEEK-7B,BASE,1
X380,S007,sexual_liminal_2,sexual,TULU,BASE,0
X381,S006,neutral_6,neutral,OLMO,BASE,0
X382,S001,neutral_2,neutral,LLAMA,BASE,0
X383,S005,neutral_4,neutral,LLAMA,BASE,1
X384,S004,sexual_liminal_1,sexual,OLMO,ALIGNED,2
X385,S013,sexual_explicit_3,sexual,AMBER,ALIGNED,1
X386,S014,neutral_7,neutral,QWEN,BASE,2
X387,S014,neutral_7,neutral,OLMO,ALIGNED,1
X388,S008,neutral_1,neutral,ZEPHYR,BASE,0
X389,S005,neutral_4,neutral,LLAMA,ALIGNED,0
X390,S015,sexual_liminal_3,sexual,ZEPHYR,BASE,0
X391,S001,neutral_2,neutral,OLMO,ALIGNED,0
X392,S001,neutral_2,neutral,DEEPSEEK-7B,BASE,1
X393,S006,neutral_6,neutral,LLAMA,ALIGNED,2
X394,S003,sexual_liminal_5,sexual,TULU,BASE,2
X395,S000,neutral_3,neutral,QWEN,BASE,0
X396,S015,sexual_liminal_3,sexual,OLMO,BASE,0
X397,S011,sexual_explicit_2,sexual,TULU,BASE,2
X398,S005,neutral_4,neutral,OLMO,BASE,1
X399,S007,sexual_liminal_2,sexual,TULU,ALIGNED,1
X400,S006,neutral_6,neutral,ZEPHYR,ALIGNED,2
X401,S018,sexual_explicit_4,sexual,LLAMA,ALIGNED,0
X402,S005,neutral_4,neutral,DEEPSEEK-7B,BASE,2
X403,S007,sexual_liminal_2,sexual,LLAMA,BASE,0
X404,S007,sexual_liminal_2,sexual,DEEPSEEK-7B,ALIGNED,1
X405,S014,neutral_7,neutral,OLMO,BASE,0
X406,S006,neutral_6,neutral,TULU,ALIGNED,2
X407,S011,sexual_explicit_2,sexual,OLMO-TINY,ALIGNED,1
X408,S017,sexual_explicit_1,sexual,ZEPHYR,BASE,0
X409,S016,sexual_liminal_4,sexual,TULU,ALIGNED,1
X410,S007,sexual_liminal_2,sexual,ZEPHYR,ALIGNED,2
X411,S000,neutral_3,neutral,TULU,ALIGNED,0
X412,S018,sexual_explicit_4,sexual,ZEPHYR,ALIGNED,2
X413,S014,neutral_7,neutral,OLMO-TINY,BASE,0
X414,S014,neutral_7,neutral,AMBER,ALIGNED,2
X415,S017,sexual_explicit_1,sexual,DEEPSEEK-7B,BASE,1
X416,S013,sexual_explicit_3,sexual,ZEPHYR,BASE,0
X417,S014,neutral_7,neutral,DEEPSEEK-7B,ALIGNED,0
X418,S014,neutral_7,neutral,OLMO-TINY,ALIGNED,2
X419,S004,sexual_liminal_1,sexual,ZEPHYR,ALIGNED,1
X420,S011,sexual_explicit_2,sexual,AMBER,ALIGNED,2
X421,S001,neutral_2,neutral,LLAMA,ALIGNED,2
X422,S014,neutral_7,neutral,AMBER,BASE,1
X423,S013,sexual_explicit_3,sexual,QWEN,ALIGNED,1
X424,S014,neutral_7,neutral,OLMO,ALIGNED,0
X425,S008,neutral_1,neutral,TULU,BASE,1
X426,S004,sexual_liminal_1,sexual,TULU,ALIGNED,1
X427,S002,sexual_explicit_5,sexual,OLMO,ALIGNED,2
X428,S018,sexual_explicit_4,sexual,AMBER,BASE,0
X429,S004,sexual_liminal_1,sexual,OLMO-TINY,BASE,1
X430,S013,sexual_explicit_3,sexual,DEEPSEEK-7B,ALIGNED,0
X431,S018,sexual_explicit_4,sexual,AMBER,BASE,1
X432,S008,neutral_1,neutral,TULU,BASE,0
X433,S003,sexual_liminal_5,sexual,QWEN,ALIGNED,1
X434,S008,neutral_1,neutral,ZEPHYR,BASE,2
X435,S018,sexual_explicit_4,sexual,OLMO,BASE,2
X436,S011,sexual_explicit_2,sexual,LLAMA,ALIGNED,0
X437,S004,sexual_liminal_1,sexual,ZEPHYR,BASE,1
X438,S013,sexual_explicit_3,sexual,LLAMA,ALIGNED,2
X439,S008,neutral_1,neutral,QWEN,BASE,1
X440,S018,sexual_explicit_4,sexual,TULU,ALIGNED,1
X441,S013,sexual_explicit_3,sexual,OLMO-TINY,ALIGNED,0
X442,S004,sexual_liminal_1,sexual,OLMO-TINY,BASE,0
X443,S003,sexual_liminal_5,sexual,QWEN,ALIGNED,0
X444,S013,sexual_explicit_3,sexual,AMBER,BASE,0
X445,S011,sexual_explicit_2,sexual,QWEN,BASE,1
X446,S015,sexual_liminal_3,sexual,AMBER,ALIGNED,0
X447,S004,sexual_liminal_1,sexual,TULU,BASE,2
X448,S000,neutral_3,neutral,ZEPHYR,BASE,1
X449,S017,sexual_explicit_1,sexual,LLAMA,ALIGNED,1
X450,S016,sexual_liminal_4,sexual,OLMO-TINY,BASE,2
X451,S011,sexual_explicit_2,sexual,QWEN,ALIGNED,0
X452,S002,sexual_explicit_5,sexual,OLMO,BASE,1
X453,S009,neutral_5,neutral,DEEPSEEK-7B,ALIGNED,1
X454,S001,neutral_2,neutral,AMBER,BASE,1
X455,S003,sexual_liminal_5,sexual,LLAMA,ALIGNED,1
X456,S009,neutral_5,neutral,AMBER,ALIGNED,1
X457,S006,neutral_6,neutral,DEEPSEEK-7B,ALIGNED,0
X458,S014,neutral_7,neutral,TULU,BASE,1
X459,S001,neutral_2,neutral,TULU,ALIGNED,1
X460,S013,sexual_explicit_3,sexual,ZEPHYR,BASE,2
X461,S015,sexual_liminal_3,sexual,TULU,ALIGNED,2
X462,S014,neutral_7,neutral,QWEN,BASE,1
X463,S014,neutral_7,neutral,LLAMA,BASE,0
X464,S002,sexual_explicit_5,sexual,AMBER,BASE,0
X465,S002,sexual_explicit_5,sexual,TULU,BASE,1
X466,S006,neutral_6,neutral,LLAMA,BASE,0
X467,S000,neutral_3,neutral,AMBER,BASE,2
X468,S003,sexual_liminal_5,sexual,OLMO-TINY,ALIGNED,2
X469,S003,sexual_liminal_5,sexual,ZEPHYR,BASE,1
X470,S014,neutral_7,neutral,DEEPSEEK-7B,ALIGNED,1
X471,S011,sexual_explicit_2,sexual,TULU,ALIGNED,1
X472,S007,sexual_liminal_2,sexual,OLMO-TINY,ALIGNED,2
X473,S016,sexual_liminal_4,sexual,OLMO,ALIGNED,2
X474,S015,sexual_liminal_3,sexual,QWEN,ALIGNED,2
X475,S009,neutral_5,neutral,QWEN,ALIGNED,0
X476,S017,sexual_explicit_1,sexual,OLMO,BASE,0
X477,S011,sexual_explicit_2,sexual,QWEN,ALIGNED,2
X478,S015,sexual_liminal_3,sexual,DEEPSEEK-7B,ALIGNED,1
X479,S011,sexual_explicit_2,sexual,OLMO,ALIGNED,1
X480,S011,sexual_explicit_2,sexual,OLMO-TINY,BASE,0
X481,S011,sexual_explicit_2,sexual,TULU,ALIGNED,0
X482,S002,sexual_explicit_5,sexual,AMBER,ALIGNED,2
X483,S005,neutral_4,neutral,OLMO-TINY,ALIGNED,1
X484,S000,neutral_3,neutral,QWEN,BASE,2
X485,S016,sexual_liminal_4,sexual,AMBER,BASE,1
X486,S003,sexual_liminal_5,sexual,DEEPSEEK-7B,ALIGNED,1
X487,S004,sexual_liminal_1,sexual,DEEPSEEK-7B,ALIGNED,1
X488,S018,sexual_explicit_4,sexual,LLAMA,ALIGNED,1
X489,S017,sexual_explicit_1,sexual,DEEPSEEK-7B,ALIGNED,1
X490,S009,neutral_5,neutral,QWEN,ALIGNED,1
X491,S004,sexual_liminal_1,sexual,TULU,ALIGNED,2
X492,S005,neutral_4,neutral,ZEPHYR,ALIGNED,2
X493,S017,sexual_explicit_1,sexual,DEEPSEEK-7B,ALIGNED,2
X494,S016,sexual_liminal_4,sexual,OLMO,ALIGNED,1
X495,S018,sexual_explicit_4,sexual,QWEN,BASE,1
X496,S016,sexual_liminal_4,sexual,LLAMA,BASE,2
X497,S002,sexual_explicit_5,sexual,OLMO-TINY,BASE,0
X498,S000,neutral_3,neutral,OLMO,BASE,1
X499,S018,sexual_explicit_4,sexual,AMBER,ALIGNED,2
X500,S007,sexual_liminal_2,sexual,QWEN,BASE,0
X501,S015,sexual_liminal_3,sexual,OLMO,ALIGNED,2
X502,S017,sexual_explicit_1,sexual,LLAMA,BASE,0
X503,S001,neutral_2,neutral,AMBER,ALIGNED,2
X504,S005,neutral_4,neutral,AMBER,ALIGNED,2
X505,S011,sexual_explicit_2,sexual,OLMO,ALIGNED,0
X506,S005,neutral_4,neutral,DEEPSEEK-7B,BASE,1
X507,S009,neutral_5,neutral,QWEN,BASE,1
X508,S017,sexual_explicit_1,sexual,TULU,ALIGNED,1
X509,S014,neutral_7,neutral,ZEPHYR,BASE,0
X510,S008,neutral_1,neutral,QWEN,BASE,2
X511,S007,sexual_liminal_2,sexual,OLMO,BASE,0
X512,S015,sexual_liminal_3,sexual,LLAMA,BASE,2
X513,S014,neutral_7,neutral,OLMO-TINY,ALIGNED,0
X514,S005,neutral_4,neutral,TULU,BASE,2
X515,S003,sexual_liminal_5,sexual,QWEN,ALIGNED,2
X516,S002,sexual_explicit_5,sexual,OLMO-TINY,ALIGNED,2
X517,S001,neutral_2,neutral,ZEPHYR,ALIGNED,0
X518,S003,sexual_liminal_5,sexual,OLMO,BASE,2
X519,S002,sexual_explicit_5,sexual,QWEN,ALIGNED,1
X520,S005,neutral_4,neutral,TULU,BASE,1
X521,S003,sexual_liminal_5,sexual,TULU,ALIGNED,0
X522,S002,sexual_explicit_5,sexual,OLMO-TINY,BASE,1
X523,S017,sexual_explicit_1,sexual,OLMO,ALIGNED,2
X524,S001,neutral_2,neutral,QWEN,BASE,1
X525,S005,neutral_4,neutral,ZEPHYR,ALIGNED,0
X526,S017,sexual_explicit_1,sexual,AMBER,BASE,0
X527,S016,sexual_liminal_4,sexual,ZEPHYR,BASE,1
X528,S009,neutral_5,neutral,OLMO-TINY,ALIGNED,1
X529,S006,neutral_6,neutral,OLMO,ALIGNED,0
X530,S013,sexual_explicit_3,sexual,QWEN,BASE,2
X531,S001,neutral_2,neutral,ZEPHYR,BASE,1
X532,S003,sexual_liminal_5,sexual,TULU,BASE,0
X533,S015,sexual_liminal_3,sexual,QWEN,BASE,1
X534,S007,sexual_liminal_2,sexual,LLAMA,BASE,1
X535,S014,neutral_7,neutral,ZEPHYR,BASE,1
X536,S007,sexual_liminal_2,sexual,ZEPHYR,ALIGNED,0
X537,S011,sexual_explicit_2,sexual,LLAMA,ALIGNED,2
X538,S006,neutral_6,neutral,QWEN,ALIGNED,2
X539,S001,neutral_2,neutral,DEEPSEEK-7B,BASE,0
X540,S009,neutral_5,neutral,OLMO-TINY,BASE,2
X541,S009,neutral_5,neutral,LLAMA,ALIGNED,2
X542,S007,sexual_liminal_2,sexual,TULU,ALIGNED,2
X543,S018,sexual_explicit_4,sexual,OLMO,BASE,0
X544,S005,neutral_4,neutral,TULU,BASE,0
X545,S005,neutral_4,neutral,LLAMA,ALIGNED,1
X546,S000,neutral_3,neutral,LLAMA,BASE,2
X547,S007,sexual_liminal_2,sexual,DEEPSEEK-7B,ALIGNED,2
X548,S000,neutral_3,neutral,OLMO,ALIGNED,2
X549,S017,sexual_explicit_1,sexual,LLAMA,BASE,1
X550,S011,sexual_explicit_2,sexual,AMBER,BASE,1
X551,S018,sexual_explicit_4,sexual,OLMO,ALIGNED,0
X552,S009,neutral_5,neutral,LLAMA,BASE,2
X553,S015,sexual_liminal_3,sexual,OLMO,ALIGNED,0
X554,S014,neutral_7,neutral,OLMO-TINY,BASE,1
X555,S000,neutral_3,neutral,DEEPSEEK-7B,ALIGNED,0
X556,S011,sexual_explicit_2,sexual,QWEN,ALIGNED,1
X557,S006,neutral_6,neutral,OLMO-TINY,ALIGNED,2
X558,S009,neutral_5,neutral,LLAMA,BASE,0
X559,S009,neutral_5,neutral,LLAMA,ALIGNED,0
X560,S016,sexual_liminal_4,sexual,TULU,BASE,1
X561,S017,sexual_explicit_1,sexual,TULU,BASE,2
X562,S005,neutral_4,neutral,OLMO-TINY,BASE,2
X563,S006,neutral_6,neutral,OLMO-TINY,ALIGNED,0
X564,S004,sexual_liminal_1,sexual,LLAMA,BASE,1
X565,S014,neutral_7,neutral,LLAMA,ALIGNED,2
X566,S003,sexual_liminal_5,sexual,DEEPSEEK-7B,BASE,2
X567,S000,neutral_3,neutral,TULU,ALIGNED,2
X568,S001,neutral_2,neutral,ZEPHYR,BASE,0
X569,S014,neutral_7,neutral,TULU,ALIGNED,1
X570,S011,sexual_explicit_2,sexual,TULU,ALIGNED,2
X571,S009,neutral_5,neutral,OLMO,ALIGNED,1
X572,S001,neutral_2,neutral,DEEPSEEK-7B,ALIGNED,1
X573,S017,sexual_explicit_1,sexual,AMBER,ALIGNED,2
X574,S015,sexual_liminal_3,sexual,DEEPSEEK-7B,BASE,0
X575,S013,sexual_explicit_3,sexual,OLMO,BASE,0
X576,S003,sexual_liminal_5,sexual,AMBER,ALIGNED,1
X577,S008,neutral_1,neutral,OLMO,ALIGNED,2
X578,S018,sexual_explicit_4,sexual,LLAMA,BASE,2
X579,S000,neutral_3,neutral,OLMO,ALIGNED,1
X580,S011,sexual_explicit_2,sexual,OLMO-TINY,ALIGNED,0
X581,S014,neutral_7,neutral,AMBER,BASE,0
X582,S006,neutral_6,neutral,ZEPHYR,ALIGNED,0
X583,S000,neutral_3,neutral,AMBER,ALIGNED,2
X584,S016,sexual_liminal_4,sexual,TULU,BASE,2
X585,S004,sexual_liminal_1,sexual,TULU,ALIGNED,0
X586,S016,sexual_liminal_4,sexual,QWEN,BASE,0
X587,S002,sexual_explicit_5,sexual,LLAMA,BASE,2
X588,S018,sexual_explicit_4,sexual,OLMO-TINY,BASE,2
X589,S001,neutral_2,neutral,ZEPHYR,ALIGNED,1
X590,S001,neutral_2,neutral,OLMO-TINY,ALIGNED,0
X591,S018,sexual_explicit_4,sexual,DEEPSEEK-7B,BASE,1
X592,S002,sexual_explicit_5,sexual,ZEPHYR,ALIGNED,2
X593,S009,neutral_5,neutral,AMBER,ALIGNED,2
X594,S009,neutral_5,neutral,TULU,BASE,2
X595,S001,neutral_2,neutral,TULU,BASE,1
X596,S018,sexual_explicit_4,sexual,LLAMA,BASE,0
X597,S003,sexual_liminal_5,sexual,TULU,BASE,1
X598,S001,neutral_2,neutral,DEEPSEEK-7B,ALIGNED,0
X599,S006,neutral_6,neutral,OLMO,BASE,1
X600,S005,neutral_4,neutral,ZEPHYR,BASE,0
X601,S018,sexual_explicit_4,sexual,LLAMA,ALIGNED,2
X602,S005,neutral_4,neutral,AMBER,ALIGNED,1
X603,S013,sexual_explicit_3,sexual,AMBER,BASE,2
X604,S006,neutral_6,neutral,DEEPSEEK-7B,BASE,1
X605,S002,sexual_explicit_5,sexual,DEEPSEEK-7B,ALIGNED,1
X606,S018,sexual_explicit_4,sexual,TULU,BASE,1
X607,S018,sexual_explicit_4,sexual,AMBER,BASE,2
X608,S017,sexual_explicit_1,sexual,DEEPSEEK-7B,ALIGNED,0
X609,S004,sexual_liminal_1,sexual,QWEN,ALIGNED,0
X610,S017,sexual_explicit_1,sexual,OLMO,ALIGNED,1
X611,S006,neutral_6,neutral,ZEPHYR,BASE,1
X612,S003,sexual_liminal_5,sexual,AMBER,BASE,2
X613,S018,sexual_explicit_4,sexual,ZEPHYR,ALIGNED,1
X614,S003,sexual_liminal_5,sexual,OLMO-TINY,BASE,0
X615,S008,neutral_1,neutral,OLMO-TINY,BASE,2
X616,S013,sexual_explicit_3,sexual,ZEPHYR,BASE,1
X617,S009,neutral_5,neutral,ZEPHYR,BASE,0
X618,S007,sexual_liminal_2,sexual,AMBER,ALIGNED,0
X619,S000,neutral_3,neutral,ZEPHYR,BASE,0
X620,S011,sexual_explicit_2,sexual,OLMO-TINY,ALIGNED,2
X621,S000,neutral_3,neutral,OLMO,BASE,0
X622,S016,sexual_liminal_4,sexual,AMBER,ALIGNED,1
X623,S016,sexual_liminal_4,sexual,TULU,BASE,0
X624,S003,sexual_liminal_5,sexual,ZEPHYR,BASE,2
X625,S009,neutral_5,neutral,AMBER,ALIGNED,0
X626,S008,neutral_1,neutral,LLAMA,BASE,2
X627,S017,sexual_explicit_1,sexual,ZEPHYR,BASE,2
X628,S017,sexual_explicit_1,sexual,AMBER,BASE,1
X629,S008,neutral_1,neutral,OLMO-TINY,BASE,1
X630,S016,sexual_liminal_4,sexual,OLMO-TINY,ALIGNED,0
X631,S005,neutral_4,neutral,OLMO-TINY,ALIGNED,2
X632,S005,neutral_4,neutral,DEEPSEEK-7B,BASE,0
X633,S002,sexual_explicit_5,sexual,LLAMA,ALIGNED,2
X634,S015,sexual_liminal_3,sexual,OLMO-TINY,BASE,1
X635,S017,sexual_explicit_1,sexual,QWEN,ALIGNED,1
X636,S002,sexual_explicit_5,sexual,ZEPHYR,BASE,0
X637,S008,neutral_1,neutral,OLMO-TINY,ALIGNED,1
X638,S009,neutral_5,neutral,OLMO,ALIGNED,0
X639,S014,neutral_7,neutral,DEEPSEEK-7B,BASE,0
X640,S013,sexual_explicit_3,sexual,OLMO,ALIGNED,2
X641,S004,sexual_liminal_1,sexual,AMBER,ALIGNED,0
X642,S003,sexual_liminal_5,sexual,QWEN,BASE,0
X643,S016,sexual_liminal_4,sexual,ZEPHYR,BASE,0
X644,S004,sexual_liminal_1,sexual,LLAMA,BASE,0
X645,S008,neutral_1,neutral,QWEN,ALIGNED,1
X646,S015,sexual_liminal_3,sexual,TULU,BASE,2
X647,S015,sexual_liminal_3,sexual,QWEN,ALIGNED,1
X648,S009,neutral_5,neutral,LLAMA,ALIGNED,1
X649,S016,sexual_liminal_4,sexual,TULU,ALIGNED,0
X650,S016,sexual_liminal_4,sexual,ZEPHYR,ALIGNED,1
X651,S016,sexual_liminal_4,sexual,LLAMA,ALIGNED,2
X652,S018,sexual_explicit_4,sexual,QWEN,BASE,2
X653,S001,neutral_2,neutral,QWEN,BASE,0
X654,S003,sexual_liminal_5,sexual,LLAMA,BASE,1
X655,S001,neutral_2,neutral,OLMO-TINY,BASE,1
X656,S002,sexual_explicit_5,sexual,ZEPHYR,ALIGNED,0
X657,S002,sexual_explicit_5,sexual,TULU,ALIGNED,1
X658,S014,neutral_7,neutral,LLAMA,ALIGNED,1
X659,S003,sexual_liminal_5,sexual,ZEPHYR,ALIGNED,1
X660,S002,sexual_explicit_5,sexual,AMBER,BASE,2
X661,S016,sexual_liminal_4,sexual,QWEN,BASE,1
X662,S005,neutral_4,neutral,LLAMA,BASE,0
X663,S005,neutral_4,neutral,TULU,ALIGNED,0
X664,S006,neutral_6,neutral,AMBER,ALIGNED,2
X665,S000,neutral_3,neutral,LLAMA,ALIGNED,1
X666,S018,sexual_explicit_4,sexual,ZEPHYR,BASE,2
X667,S009,neutral_5,neutral,TULU,BASE,0
X668,S009,neutral_5,neutral,TULU,ALIGNED,0
X669,S004,sexual_liminal_1,sexual,LLAMA,ALIGNED,1
X670,S002,sexual_explicit_5,sexual,DEEPSEEK-7B,BASE,2
X671,S006,neutral_6,neutral,QWEN,ALIGNED,1
X672,S018,sexual_explicit_4,sexual,OLMO-TINY,BASE,0
X673,S007,sexual_liminal_2,sexual,ZEPHYR,BASE,0
X674,S006,neutral_6,neutral,ZEPHYR,BASE,0
X675,S004,sexual_liminal_1,sexual,TULU,BASE,0
X676,S004,sexual_liminal_1,sexual,OLMO,BASE,2
X677,S002,sexual_explicit_5,sexual,TULU,BASE,0
X678,S009,neutral_5,neutral,ZEPHYR,BASE,2
X679,S018,sexual_explicit_4,sexual,TULU,BASE,2
X680,S001,neutral_2,neutral,AMBER,BASE,2
X681,S003,sexual_liminal_5,sexual,ZEPHYR,BASE,0
X682,S000,neutral_3,neutral,OLMO-TINY,BASE,2
X683,S000,neutral_3,neutral,OLMO-TINY,BASE,1
X684,S003,sexual_liminal_5,sexual,DEEPSEEK-7B,ALIGNED,2
X685,S013,sexual_explicit_3,sexual,QWEN,BASE,1
X686,S013,sexual_explicit_3,sexual,LLAMA,ALIGNED,1
X687,S002,sexual_explicit_5,sexual,LLAMA,ALIGNED,1
X688,S006,neutral_6,neutral,LLAMA,ALIGNED,0
X689,S016,sexual_liminal_4,sexual,AMBER,BASE,2
X690,S007,sexual_liminal_2,sexual,ZEPHYR,ALIGNED,1
X691,S017,sexual_explicit_1,sexual,ZEPHYR,ALIGNED,0
X692,S004,sexual_liminal_1,sexual,QWEN,ALIGNED,2
X693,S015,sexual_liminal_3,sexual,AMBER,BASE,2
X694,S017,sexual_explicit_1,sexual,TULU,ALIGNED,0
X695,S002,sexual_explicit_5,sexual,OLMO,BASE,0
X696,S015,sexual_liminal_3,sexual,OLMO-TINY,ALIGNED,1
X697,S018,sexual_explicit_4,sexual,ZEPHYR,BASE,0
X698,S018,sexual_explicit_4,sexual,OLMO-TINY,BASE,1
X699,S000,neutral_3,neutral,DEEPSEEK-7B,BASE,1
X700,S011,sexual_explicit_2,sexual,QWEN,BASE,2
X701,S016,sexual_liminal_4,sexual,QWEN,BASE,2
X702,S003,sexual_liminal_5,sexual,OLMO,ALIGNED,1
X703,S005,neutral_4,neutral,DEEPSEEK-7B,ALIGNED,1
X704,S007,sexual_liminal_2,sexual,OLMO-TINY,BASE,0
X705,S009,neutral_5,neutral,AMBER,BASE,0
X706,S004,sexual_liminal_1,sexual,QWEN,BASE,0
X707,S011,sexual_explicit_2,sexual,OLMO,BASE,0
X708,S009,neutral_5,neutral,DEEPSEEK-7B,BASE,0
X709,S005,neutral_4,neutral,OLMO,BASE,0
X710,S004,sexual_liminal_1,sexual,LLAMA,ALIGNED,2
X711,S014,neutral_7,neutral,LLAMA,ALIGNED,0
X712,S017,sexual_explicit_1,sexual,OLMO,ALIGNED,0
X713,S014,neutral_7,neutral,QWEN,ALIGNED,2
X714,S009,neutral_5,neutral,DEEPSEEK-7B,BASE,1
X715,S013,sexual_explicit_3,sexual,TULU,ALIGNED,1
X716,S018,sexual_explicit_4,sexual,TULU,BASE,0
X717,S000,neutral_3,neutral,DEEPSEEK-7B,BASE,2
X718,S009,neutral_5,neutral,AMBER,BASE,1
X719,S017,sexual_explicit_1,sexual,OLMO-TINY,BASE,1
X720,S017,sexual_explicit_1,sexual,DEEPSEEK-7B,BASE,0
X721,S013,sexual_explicit_3,sexual,OLMO,BASE,1
X722,S001,neutral_2,neutral,LLAMA,BASE,1
X723,S006,neutral_6,neutral,OLMO-TINY,ALIGNED,1
X724,S017,sexual_explicit_1,sexual,OLMO-TINY,BASE,2
X725,S008,neutral_1,neutral,DEEPSEEK-7B,BASE,1
