family,role,category,pos,n,resistance,median
map-neo,superego,power,5,499,3.2905558703848503,1.8556826022578354
map-neo,superego,power,6,498,2.8601287480870945,1.3116395861669081
map-neo,superego,power,7,497,3.182534903428098,0.9246721083160137
map-neo,superego,power,8,473,2.01503026236889,0.48643526740236387
map-neo,superego,power,9,413,1.6694388844178507,0.29668487212294287
minicpm,superego,power,0,500,-0.02532202270744764,-0.04009233713462508
minicpm,superego,power,1,500,-0.025188684385647364,-0.01817121103227237
minicpm,superego,power,2,500,-0.1147685474420157,-0.06495144344306342
minicpm,superego,power,3,500,-0.0661136666985878,-0.07444114290205266
minicpm,superego,power,4,500,0.00162165993669251,-0.0043752963876208285
minicpm,superego,power,5,500,0.021276970981990273,-0.0299669853847614
minicpm,superego,power,6,500,0.00489690876715004,-0.003171301155036997
minicpm,superego,power,7,500,-0.0008934040210290403,-0.0018381054896271357
minicpm,superego,power,8,500,-0.005935496552240715,-0.0029990088681569474
minicpm,superego,power,9,500,0.0025518753464541795,-0.005912601983922863
olmo,superego,power,0,1000,0.5836769830181037,0.033449715686900396
olmo,superego,power,1,1000,0.33052194062794416,0.06440296674243147
olmo,superego,power,2,1000,-0.006521871931987647,0.002294570397274989
olmo,superego,power,3,1000,-0.06084987396891449,-0.02990674035684786
olmo,superego,power,4,1000,0.0359929129397607,-0.0064368989116738605
olmo,superego,power,5,1000,0.33083419488041704,-0.006922023852710425
olmo,superego,power,6,1000,0.1535663934986961,-0.0021637512719446493
olmo,superego,power,7,1000,0.19467618570197487,-2.641703280140367e-05
olmo,superego,power,8,1000,0.23255603471562428,0.003770091088778983
olmo,superego,power,9,992,0.30055845160667444,4.2995692956038784e-07
olmo-hybrid,superego,power,0,500,-0.09821218389447298,-0.023154817132176833
olmo-hybrid,superego,power,1,500,-0.06577197823839133,-0.05570841653833454
olmo-hybrid,superego,power,2,500,-0.06623445599833547,-0.03901173802983749
olmo-hybrid,superego,power,3,500,-0.08502097607893125,-0.07553829453393009
olmo-hybrid,superego,power,4,500,-0.1110698185985855,-0.07832942747647054
olmo-hybrid,superego,power,5,500,-0.10027247057614402,-0.03416154935821446
olmo-hybrid,superego,power,6,500,-0.05882443386593868,-0.02448623436785521
olmo-hybrid,superego,power,7,500,-0.03796320783277163,-0.021300811334614846
olmo-hybrid,superego,power,8,500,-0.04343447696834384,-0.013454422946257798
olmo-hybrid,superego,power,9,500,-0.027824479805848196,-0.028378278077760236
olmo-tiny,superego,power,0,1000,0.6607866201801014,0.3012281069953682
olmo-tiny,superego,power,1,1000,0.3103705816658045,-0.04349810988145966
olmo-tiny,superego,power,2,1000,0.009897322314250891,-0.019161474543409284
olmo-tiny,superego,power,3,1000,0.06322957406557558,-0.009549550538046318
olmo-tiny,superego,power,4,1000,0.08497058945836117,-0.0026971237492098388
olmo-tiny,superego,power,5,1000,0.043343791321990476,-0.035705253645686164
olmo-tiny,superego,power,6,1000,0.1257148075688356,-0.0002706093907426032
olmo-tiny,superego,power,7,1000,0.053534977643872994,-0.00263543468395797
olmo-tiny,superego,power,8,1000,0.1319014667700062,6.032257128137565e-05
olmo-tiny,superego,power,9,1000,0.22018299285295675,0.06967358140551212
pythia,superego,power,0,1000,-0.36750013860931263,-0.23535368254161484
pythia,superego,power,1,1000,-0.11635902235914182,-0.05436306706287253
pythia,superego,power,2,1000,-0.059656421161246406,-0.07210148423971136
pythia,superego,power,3,1000,-0.0859111188850625,-0.07069435378775192
pythia,superego,power,4,1000,-0.06672759565774021,-0.0315068424944271
pythia,superego,power,5,1000,-0.04420693810997077,-0.025870611484846533
pythia,superego,power,6,1000,-0.1133490681630164,-0.02076331967709718
pythia,superego,power,7,1000,-0.03171511628693658,-0.01121578755895706
pythia,superego,power,8,1000,0.117380277170443,-0.0236393624791609
pythia,superego,power,9,969,-0.03003069846875974,-0.030109158585962397
qwen,superego,power,0,500,0.09388849534863343,0.05403805412411097
qwen,superego,power,1,500,0.8482576466867495,-0.03514597391526882
qwen,superego,power,2,500,0.11274746988773286,-0.13335095601923885
qwen,superego,power,3,500,0.0432786190753401,-0.0541214071043935
qwen,superego,power,4,500,-0.27114555811256114,-0.022526668569021625
qwen,superego,power,5,500,-0.2809425463150544,-0.04030050962440317
qwen,superego,power,6,500,-0.06134225050102888,-0.012990234587538809
qwen,superego,power,7,500,0.008974967540929706,0.0
qwen,superego,power,8,500,0.11767337984566344,-0.003318816375767728
qwen,superego,power,9,500,0.18091313558556552,-0.001916959058784808
qwen-tiny,superego,power,0,500,0.77604369232973,1.143396236946018
qwen-tiny,superego,power,1,500,0.499048662374045,0.4542537246549221
qwen-tiny,superego,power,2,500,-0.16827807590118546,-0.07504237380139528
qwen-tiny,superego,power,3,500,-0.09457227989276325,-0.07325602189833326
qwen-tiny,superego,power,4,500,0.19559450290616145,-1.0319068533248316e-05
qwen-tiny,superego,power,5,500,0.13384973729322763,-0.043379616682126046
qwen-tiny,superego,power,6,500,-0.1745279657764269,-0.23699060301390976
qwen-tiny,superego,power,7,500,0.011234626987293736,-0.018866710663905023
qwen-tiny,superego,power,8,500,0.16592943099734886,0.001838807118107258
qwen-tiny,superego,power,9,500,0.11764990233507434,0.0106401786154319
qwen3,superego,power,0,500,0.7969964355212112,-0.18418329718001195
qwen3,superego,power,1,500,0.10357063437591678,-0.18436803368603702
qwen3,superego,power,2,500,0.19322498440405012,-0.14633713524726916
qwen3,superego,power,3,500,0.27345938393636804,-0.4846661179114721
qwen3,superego,power,4,500,0.34976091069630805,-0.09697508418345661
qwen3,superego,power,5,500,1.223965195873214,0.12861306464893765
qwen3,superego,power,6,500,1.7216026479058326,-0.01663813650266061
qwen3,superego,power,7,500,0.8620705024790709,-0.027145579947400255
qwen3,superego,power,8,500,1.1956439734388253,-0.005853956859591135
qwen3,superego,power,9,500,1.0625009439641717,-0.0009010634736583014
redpajama,superego,power,0,500,4.936335377430882,4.721645702772564
redpajama,superego,power,1,500,2.8318716301572335,-0.09441147096541987
redpajama,superego,power,2,500,1.8255338050050471,-0.05770068234659126
redpajama,superego,power,3,500,1.7689115682133003,0.3795058009594576
redpajama,superego,power,4,500,0.6595587261671909,0.006371860366047413
redpajama,superego,power,5,500,5.130361519900399,0.524439437602647
redpajama,superego,power,6,500,3.6563603676540124,1.202803653845462
redpajama,superego,power,7,500,5.092782850104532,1.177588955556019
redpajama,superego,power,8,500,8.022029062855498,3.3996018051485217
redpajama,superego,power,9,453,6.303210518873645,3.129966151635171
smol,superego,power,0,500,0.8924687700866695,0.7698413963262495
smol,superego,power,1,500,-4.036136601898163,-5.014405188374831
smol,superego,power,2,500,0.08996629113660688,0.0055102745194620766
smol,superego,power,3,500,0.14681040355741104,0.11111474746382863
smol,superego,power,4,500,0.07942097714149783,0.002298168841085023
smol,superego,power,5,500,0.056295385670937954,-0.03716598909861339
smol,superego,power,6,500,0.2928269939827209,0.0060609923172398415
smol,superego,power,7,500,0.1318204479888527,0.0569682610292257
smol,superego,power,8,500,0.14698532994405605,-0.00039548135337775787
smol,superego,power,9,499,0.24424885128534418,0.10505814827202813
smol3,superego,power,0,500,-0.512198923040897,-0.501327595798705
smol3,superego,power,1,500,-2.996957358622653,-3.623014101339477
smol3,superego,power,2,500,-0.07105931426394108,-0.07600963575617986
smol3,superego,power,3,500,0.19240004773829508,0.12725636643156635
smol3,superego,power,4,500,0.08477259954184088,0.11882238816022538
smol3,superego,power,5,500,0.0876105366724691,-0.025737731680897137
smol3,superego,power,6,500,0.053962572961014206,-0.05024485999287412
smol3,superego,power,7,500,0.06434088417439222,-0.03731269762496029
smol3,superego,power,8,500,0.22403243584262614,-0.045612874324667894
smol3,superego,power,9,500,0.4185181894974197,0.12576293057524046
stablelm,superego,power,0,500,0.28457006165544646,-0.021641416647046618
stablelm,superego,power,1,500,0.19794298275226932,0.013587112342330641
stablelm,superego,power,2,500,0.2083109963345892,0.13732873395852543
stablelm,superego,power,3,500,0.3127842438920948,0.16850040989530674
stablelm,superego,power,4,500,0.3083732676357401,0.19196789502204992
stablelm,superego,power,5,500,0.2793519847930559,0.14891481530932307
stablelm,superego,power,6,500,0.3358350863211227,0.1631540523418185
stablelm,superego,power,7,500,0.22335028916395924,0.10661609826669992
stablelm,superego,power,8,500,0.2635133971744497,0.13775363192752713
stablelm,superego,power,9,500,0.21471012102502016,0.15289009638752704
zephyr,superego,power,0,1000,7.788006348875592,1.793206613615314
zephyr,superego,power,1,1000,3.5771000285462726,0.2379999056622022
zephyr,superego,power,2,1000,3.4242704144449565,0.061227724806118836
zephyr,superego,power,3,1000,3.5283300170119682,0.5158218277238088
zephyr,superego,power,4,1000,2.222969831235305,0.013075551495205336
zephyr,superego,power,5,1000,2.330303634144413,0.10907813432596698
zephyr,superego,power,6,1000,1.8746044730693812,-0.0001449944852364382
zephyr,superego,power,7,1000,2.3077836527780433,0.006076503430542648
zephyr,superego,power,8,996,0.9738692219910885,-0.02250487040786035
zephyr,superego,power,9,986,1.4345138601837746,0.08148153157692546
amber,ego,profanity,0,1000,6.535950765018869,3.312986404540451
amber,ego,profanity,1,1000,3.6310521826733124,0.5953129498027655
amber,ego,profanity,2,1000,3.0067139952993247,0.08341469965164675
amber,ego,profanity,3,1000,2.3701922291895117,0.07886899429667796
amber,ego,profanity,4,1000,2.29226103867242,0.13508053086230384
amber,ego,profanity,5,1000,1.441890304856566,0.0020509871245947323
amber,ego,profanity,6,1000,1.9614861381533741,0.23366211751501462
amber,ego,profanity,7,1000,1.3541890492658009,0.024910378933754015
amber,ego,profanity,8,999,1.038481367816896,0.02047322747461415
amber,ego,profanity,9,969,1.2770657228936793,0.2654257223898522
archangel-dpo,ego,profanity,0,2000,-0.02514056995577403,-0.012127737430536262
archangel-dpo,ego,profanity,1,2000,-0.016618381751272882,0.006354033183706179
archangel-dpo,ego,profanity,2,2000,-0.041105667083736884,-0.009297370430736886
archangel-dpo,ego,profanity,3,2000,-0.011517651611021655,-2.5980484438090874e-05
archangel-dpo,ego,profanity,4,2000,-0.0057144707807171196,-0.0023205119250248544
archangel-dpo,ego,profanity,5,2000,-0.01627634725895774,1.8231877985058936e-05
archangel-dpo,ego,profanity,6,2000,-0.009949221106540992,-0.005614081981906429
archangel-dpo,ego,profanity,7,2000,0.011631785433117705,0.0014736131507559914
archangel-dpo,ego,profanity,8,2000,0.17794822588236872,0.0004746486242124205
archangel-dpo,ego,profanity,9,1960,0.002268342868494388,0.0016929883216128567
ct-llm,ego,profanity,0,500,0.06621382438953577,0.06488678765480842
ct-llm,ego,profanity,1,500,0.025580580001408375,-0.00285033731908531
ct-llm,ego,profanity,2,500,-0.004787396965187971,-0.0006582296194681624
ct-llm,ego,profanity,3,500,0.0257519506640601,0.003932160508529042
ct-llm,ego,profanity,4,500,0.008651752499516689,-0.001977798799371588
ct-llm,ego,profanity,5,500,0.025791403091892096,0.01308373152912786
ct-llm,ego,profanity,6,500,0.025594289476149782,0.0002837926396902565
ct-llm,ego,profanity,7,500,0.017540164970246193,0.0020308497062107296
ct-llm,ego,profanity,8,500,0.015980723417763167,0.005284133934477427
ct-llm,ego,profanity,9,500,0.017063582894841802,0.0056362454850776575
map-neo,ego,profanity,0,500,6.181360566510507,0.6116320377281075
map-neo,ego,profanity,1,500,4.038716737247776,1.1268172222223707
map-neo,ego,profanity,2,499,3.9787164501275396,3.327703649162114
map-neo,ego,profanity,3,499,3.9126160049921404,0.8101727136411895
map-neo,ego,profanity,4,499,4.318086782111083,1.0738295843563317
map-neo,ego,profanity,5,499,5.504741946805384,3.991489242225365
map-neo,ego,profanity,6,499,2.855982825683094,1.3217934331683752
map-neo,ego,profanity,7,495,2.5213916584900007,0.8800958242694525
map-neo,ego,profanity,8,472,2.4698680855283532,0.8695140459618999
map-neo,ego,profanity,9,366,1.6802911766893143,0.5780319249758132
minicpm,ego,profanity,0,500,0.07135668030396823,0.06999364215021178
minicpm,ego,profanity,1,500,0.07578204526431083,0.12496501568582666
minicpm,ego,profanity,2,500,0.21863773840603182,0.13218916403803369
minicpm,ego,profanity,3,500,0.07524859946876884,0.02378791810598937
minicpm,ego,profanity,4,500,0.10616725368800095,0.03351934784663163
minicpm,ego,profanity,5,500,0.08037253563218294,0.05466778426080263
minicpm,ego,profanity,6,500,0.06806498948500152,0.025514535862106467
minicpm,ego,profanity,7,500,0.06188962941326248,0.019437162284990823
minicpm,ego,profanity,8,500,0.05203041259313129,0.022063074543757395
minicpm,ego,profanity,9,500,0.05634560267609504,0.023529896432299725
olmo,ego,profanity,0,1000,-0.3178320756407233,-0.26864794535270237
olmo,ego,profanity,1,1000,-0.18016725897370328,-0.07807575234257538
olmo,ego,profanity,2,1000,0.09853722588559215,0.10060800103839315
olmo,ego,profanity,3,1000,0.1686846947993231,0.09039942537439917
olmo,ego,profanity,4,1000,0.1093111278140412,0.007944060199592248
olmo,ego,profanity,5,1000,0.24977308767090217,0.12219700828747075
olmo,ego,profanity,6,1000,0.4428776433308919,0.06983821086576
olmo,ego,profanity,7,1000,0.014735418498228141,0.024728428711339817
olmo,ego,profanity,8,1000,0.24624915067598085,0.024532540247558843
olmo,ego,profanity,9,1000,0.25069060801084664,0.06128617296246288
olmo-hybrid,ego,profanity,0,500,0.07694374714440047,0.1310807119045918
olmo-hybrid,ego,profanity,1,500,0.023312640451078337,0.022244514175557104
olmo-hybrid,ego,profanity,2,500,0.221188905480012,0.20065625169279086
olmo-hybrid,ego,profanity,3,500,0.06404491285090967,0.02662163228525615
olmo-hybrid,ego,profanity,4,500,0.06347277308819685,0.03216692886756992
olmo-hybrid,ego,profanity,5,500,0.12616902832366048,0.13545192352276922
olmo-hybrid,ego,profanity,6,500,0.08328327207377907,0.07003707151578074
olmo-hybrid,ego,profanity,7,500,0.10435933051384108,0.08426833868947985
olmo-hybrid,ego,profanity,8,500,0.0814227616609982,0.052607286789204545
olmo-hybrid,ego,profanity,9,500,0.0984450905766771,0.09417067257302629
olmo-tiny,ego,profanity,0,1000,0.7797289593569334,0.23431942980651208
olmo-tiny,ego,profanity,1,1000,-0.025560312777040378,0.021980090850311464
olmo-tiny,ego,profanity,2,1000,-0.08014407031331337,0.042358881447180634
olmo-tiny,ego,profanity,3,1000,0.07269279614699004,0.034456843707715346
olmo-tiny,ego,profanity,4,1000,0.17876084767134356,0.014194495760168804
olmo-tiny,ego,profanity,5,1000,0.12473184521829715,0.11576193705706611
olmo-tiny,ego,profanity,6,1000,0.13901072815135787,0.02787649820275746
olmo-tiny,ego,profanity,7,1000,0.2167318268546308,0.06428439564914258
olmo-tiny,ego,profanity,8,1000,0.19355691794367402,0.06743478832955446
olmo-tiny,ego,profanity,9,1000,0.12211030884857657,0.039599758568112625
pythia,ego,profanity,0,1000,-0.19861925540838957,-0.010798793492359337
pythia,ego,profanity,1,1000,-0.06042056574327074,0.01808545572748908
pythia,ego,profanity,2,1000,-0.0680199978979337,0.0020477464293316427
pythia,ego,profanity,3,1000,-0.06721824210350923,0.0005763842932769667
pythia,ego,profanity,4,1000,-0.012890720168444888,0.0006782700856668109
pythia,ego,profanity,5,1000,-0.04303545503544545,-0.007549860413020036
pythia,ego,profanity,6,1000,-0.04511659290193101,0.005098338300692916
pythia,ego,profanity,7,1000,-0.018187174478644992,0.0020455993620702865
pythia,ego,profanity,8,1000,0.031138622149991253,0.004386306474571363
pythia,ego,profanity,9,983,-0.0031315564799766667,0.013372685207878179
redpajama,ego,profanity,0,500,1.6543891961996722,1.8104709374048917
redpajama,ego,profanity,1,500,2.1877452628690146,2.0185281449300008
redpajama,ego,profanity,2,500,2.9532638854637794,2.6626917729203154
redpajama,ego,profanity,3,500,2.7582123344416116,3.2589426744754517
redpajama,ego,profanity,4,500,1.78668917538488,1.1912109995974833
redpajama,ego,profanity,5,500,1.6924948932709176,1.4492940977888744
redpajama,ego,profanity,6,500,1.7989598799687656,1.1759589468378788
redpajama,ego,profanity,7,500,2.067455353556688,1.0792722079596226
redpajama,ego,profanity,8,500,2.5642871354295105,1.5925486928649493
