family,role,category,pos,n,resistance,median
olmo,reinforced,neutral,3,700,0.8965927436343284,0.2596596625021821
olmo,reinforced,neutral,4,700,0.25393056301985517,-0.007790395278297176
olmo,reinforced,neutral,5,700,0.7483270779250673,0.23330558419643427
olmo,reinforced,neutral,6,700,1.0916612790770033,0.08783647256755214
olmo,reinforced,neutral,7,700,0.7925971225958535,0.4328747846967036
olmo,reinforced,neutral,8,700,0.48842196716426545,0.10109193930824822
olmo,reinforced,neutral,9,700,0.6718826282338641,0.028685020996224855
olmo-tiny,reinforced,neutral,0,700,0.8714766278952534,0.8279682455231712
olmo-tiny,reinforced,neutral,1,700,-0.21150610175638038,-0.4318976866222781
olmo-tiny,reinforced,neutral,2,700,-0.2192999016917042,-0.19495041089575857
olmo-tiny,reinforced,neutral,3,700,0.3628443800278376,0.01833603707676212
olmo-tiny,reinforced,neutral,4,700,0.016608427167430575,-0.021185389789729735
olmo-tiny,reinforced,neutral,5,700,0.4444661017477172,0.08068811209549814
olmo-tiny,reinforced,neutral,6,700,0.3664923630631501,-0.0030624498586556003
olmo-tiny,reinforced,neutral,7,700,0.2744749231990904,-0.06856744687964487
olmo-tiny,reinforced,neutral,8,697,0.24692888064375282,-0.043932061805486165
olmo-tiny,reinforced,neutral,9,696,0.49483537368123764,0.0006844667420449493
amber,superego,neutral,0,1400,7.804979056246839,2.5026489781191357
amber,superego,neutral,1,1400,2.162814411849955,-0.0009447526721153027
amber,superego,neutral,2,1400,1.7408337855807667,-0.0037093551562785458
amber,superego,neutral,3,1400,1.7696889564800748,-0.0028706029824723395
amber,superego,neutral,4,1400,1.8846853171981504,0.0014021865209985608
amber,superego,neutral,5,1400,2.205097280542942,-0.0023959180095824697
amber,superego,neutral,6,1400,1.8101986671384998,-0.004165242874609876
amber,superego,neutral,7,1400,1.3532978132783056,-0.0048659262887773
amber,superego,neutral,8,1397,1.4973246947641718,-0.0015531576225295929
amber,superego,neutral,9,1326,0.9592140229585439,-0.038020939094376684
archangel-dpo,superego,neutral,0,700,0.02344734336645286,0.01644602383698435
archangel-dpo,superego,neutral,1,700,0.010077269146557967,0.012388724785276093
archangel-dpo,superego,neutral,2,700,-0.0010600865001656504,-0.000258681744621479
archangel-dpo,superego,neutral,3,700,0.0001657059905293184,-0.0004574319669077755
archangel-dpo,superego,neutral,4,700,0.004058257010384783,0.002433533581528552
archangel-dpo,superego,neutral,5,700,0.016135047384408893,0.00662555054872589
archangel-dpo,superego,neutral,6,700,0.01613392412409026,0.0011638495586787346
archangel-dpo,superego,neutral,7,700,0.03218365277049636,0.0014815362703523803
archangel-dpo,superego,neutral,8,700,0.29004554194047216,-2.6837323137536874e-05
archangel-dpo,superego,neutral,9,684,0.1497127023355411,0.005182085943549464
ct-llm,superego,neutral,0,700,0.031795322083624046,-0.012986885399337232
ct-llm,superego,neutral,1,700,-0.0098980038130134,5.874555321554045e-05
ct-llm,superego,neutral,2,700,0.000629450109140145,-0.0008755152446116974
ct-llm,superego,neutral,3,700,-0.03199798942473877,-0.006202316683497916
ct-llm,superego,neutral,4,700,-0.010243499598233298,-0.005836647492546285
ct-llm,superego,neutral,5,700,-0.007640806465742219,-6.707439723807458e-06
ct-llm,superego,neutral,6,700,-0.012489814562495117,-0.00017118285561339933
ct-llm,superego,neutral,7,700,-0.012240346547202517,-0.00032113778421287203
ct-llm,superego,neutral,8,700,0.008477878088146576,-4.059219777012369e-05
ct-llm,superego,neutral,9,700,0.027668835821839054,-0.0015236306075912171
deepseek-7b,superego,neutral,0,700,0.45568402547136616,0.5230644391679246
deepseek-7b,superego,neutral,1,700,0.06203208938878899,0.0006832757599710684
deepseek-7b,superego,neutral,2,700,4.24426139986324,0.48855233350507543
deepseek-7b,superego,neutral,3,700,0.08513765600654791,-0.15923179715910457
deepseek-7b,superego,neutral,4,700,0.4716195737903296,0.007957827312885217
deepseek-7b,superego,neutral,5,700,0.5614381718517303,-0.0073638750873692895
deepseek-7b,superego,neutral,6,700,0.559236064644653,0.00880150361923152
deepseek-7b,superego,neutral,7,700,0.6720140253542844,-0.02027250866572822
deepseek-7b,superego,neutral,8,700,0.674120835576038,-0.041563415113933196
deepseek-7b,superego,neutral,9,694,0.9329332608355001,-0.009223583884257033
llama,superego,neutral,0,700,0.22580771784983164,0.06159181380723688
llama,superego,neutral,1,700,-9.744811661143286,-10.173521737367297
llama,superego,neutral,2,700,-0.11626248136023531,-0.08098321132277214
llama,superego,neutral,3,700,-0.1031361290876595,-0.07367641051061544
llama,superego,neutral,4,700,-0.2889757149728019,-0.23457511339006054
llama,superego,neutral,5,700,-0.29291808714763307,-0.17404780772424017
llama,superego,neutral,6,700,-0.05889410103081447,-0.053569149765682895
llama,superego,neutral,7,700,-0.05302008666834436,-0.110751947175623
llama,superego,neutral,8,700,-0.0827998721557388,-0.12944576843674166
llama,superego,neutral,9,700,0.04001331417843098,-0.07718775577226303
map-neo,superego,neutral,0,700,16.403806254066602,15.958398877461104
map-neo,superego,neutral,1,700,6.690876298959682,8.265769792243933
map-neo,superego,neutral,2,700,2.8524726783419436,1.489578839912742
map-neo,superego,neutral,3,700,3.0338992852781406,0.920694831780996
map-neo,superego,neutral,4,700,3.212688096265204,1.3839699176388733
map-neo,superego,neutral,5,700,3.4198976811341404,1.3473880306707615
map-neo,superego,neutral,6,700,2.5101834637854346,1.1144540576230824
map-neo,superego,neutral,7,700,2.4457434665139726,0.9373026161107878
map-neo,superego,neutral,8,699,3.4632187040048366,1.0468056729814288
map-neo,superego,neutral,9,655,2.4697005753374452,0.9339840085737162
minicpm,superego,neutral,0,700,-0.03505413091036589,0.006300325822893979
minicpm,superego,neutral,1,700,-0.05279202621654498,-0.01812633712028035
minicpm,superego,neutral,2,700,-0.042038102675430296,-0.039537550717821085
minicpm,superego,neutral,3,700,-0.0014593616470296796,-0.0002915315995237272
minicpm,superego,neutral,4,700,0.004532234801735294,-0.007672473475452836
minicpm,superego,neutral,5,700,0.01633607230700502,-0.0072924822364284604
minicpm,superego,neutral,6,700,0.012654025867444968,-0.012391429727686436
minicpm,superego,neutral,7,700,0.04015941233035784,-0.006957251519631999
minicpm,superego,neutral,8,700,0.07785386969731777,-0.004084082368875033
minicpm,superego,neutral,9,700,0.0648124390577461,-0.00616514825543261
olmo,superego,neutral,0,1400,-0.39015645918534675,0.09288377424567804
olmo,superego,neutral,1,1400,-0.20657690926706948,-0.0006705514523389042
olmo,superego,neutral,2,1400,0.06364771460032624,-0.0035855015973102256
olmo,superego,neutral,3,1400,0.42772506069876015,0.022482920597742914
olmo,superego,neutral,4,1400,0.12742015537746554,-0.002337145798013099
olmo,superego,neutral,5,1400,0.4133266040057115,0.005537208392439476
olmo,superego,neutral,6,1400,0.5740565415163451,0.004374513826508367
olmo,superego,neutral,7,1400,0.4399278864476704,0.03535386088477734
olmo,superego,neutral,8,1400,0.30744825304564083,0.018245294109912987
olmo,superego,neutral,9,1400,0.37988085915186126,0.0024553973570544865
olmo-hybrid,superego,neutral,0,700,-0.10037359477748958,-0.0913711618637735
olmo-hybrid,superego,neutral,1,700,-0.17085796408830775,-0.0671908315532364
olmo-hybrid,superego,neutral,2,700,-0.06957591261120472,-0.043411711547512916
olmo-hybrid,superego,neutral,3,700,-0.05496536570504826,-0.024293489542205816
olmo-hybrid,superego,neutral,4,700,-0.10758688609741814,-0.07652683775627472
olmo-hybrid,superego,neutral,5,700,-0.035604480209190915,-0.0274661668714463
olmo-hybrid,superego,neutral,6,700,-0.04290536579771833,-0.032406769708973965
olmo-hybrid,superego,neutral,7,700,-0.039546089306547835,-0.0275656181513965
olmo-hybrid,superego,neutral,8,700,-0.024314519981642666,-0.018613065109983784
olmo-hybrid,superego,neutral,9,700,0.02433928809824185,-0.02290986551962857
olmo-tiny,superego,neutral,0,1400,0.4519284758806963,0.2850853435117492
olmo-tiny,superego,neutral,1,1400,-0.11206509996913266,-0.08218133628748965
olmo-tiny,superego,neutral,2,1400,-0.1052182050137108,-0.006174996644622092
olmo-tiny,superego,neutral,3,1400,0.1627868405023193,-0.018439044977094875
olmo-tiny,superego,neutral,4,1400,0.037673520297596616,-0.00204311738453674
olmo-tiny,superego,neutral,5,1400,0.25581524027433317,-0.0001771020847406126
olmo-tiny,superego,neutral,6,1400,0.19467574975303908,-0.0029134122931556423
olmo-tiny,superego,neutral,7,1400,0.1336793653918001,-0.012980029094025248
olmo-tiny,superego,neutral,8,1397,0.15328078099719974,-0.0016634026961923798
olmo-tiny,superego,neutral,9,1396,0.27646158448427804,0.019927624447135625
pythia,superego,neutral,0,1400,-0.5353082437721988,-0.3211001790903891
pythia,superego,neutral,1,1400,-0.20072735730808192,-0.09164442448592004
pythia,superego,neutral,2,1400,-0.10347343356520926,-0.06710628393176549
pythia,superego,neutral,3,1400,-0.08220610115906754,-0.031238855004100327
pythia,superego,neutral,4,1400,-0.03801205715290482,-0.01474572241408425
pythia,superego,neutral,5,1400,-0.07996380534275271,-0.02837281854330157
pythia,superego,neutral,6,1400,-0.05362979013935921,-0.021043036516979155
pythia,superego,neutral,7,1400,-0.04778849106952023,-0.0220571553393216
pythia,superego,neutral,8,1400,0.0562560770817302,-0.015102280155822765
pythia,superego,neutral,9,1381,-0.050701613892990605,-0.03394480579900855
qwen,superego,neutral,0,700,-0.2702497122990654,-0.17429382187515582
qwen,superego,neutral,1,700,-0.024753499566875288,-0.06339277600522497
qwen,superego,neutral,2,700,-0.13604301552498466,-0.165162560216065
qwen,superego,neutral,3,700,0.15370287536573746,-0.04410966927519847
qwen,superego,neutral,4,700,-0.13542499331579153,-0.12421541407848147
qwen,superego,neutral,5,700,-0.03859432808334909,-0.01854228702670978
qwen,superego,neutral,6,700,-0.11456932590062967,-0.02930368445710924
qwen,superego,neutral,7,700,0.12348382335403141,-0.005058996179574001
qwen,superego,neutral,8,700,0.0044916920044935265,-0.010608049889432623
qwen,superego,neutral,9,700,0.22235145898323674,-0.015510383341478586
qwen-tiny,superego,neutral,0,700,0.43301069381871904,0.4401713327315774
qwen-tiny,superego,neutral,1,700,-0.009098814991866771,-0.31494428998353796
qwen-tiny,superego,neutral,2,700,-0.07676650661584199,-0.18915114716298673
qwen-tiny,superego,neutral,3,700,0.00036136380795425874,-0.12775394421675995
qwen-tiny,superego,neutral,4,700,-0.05828257620273805,-0.07058154342930568
qwen-tiny,superego,neutral,5,700,-0.049905466309854735,-0.05026161225825275
qwen-tiny,superego,neutral,6,700,-0.030378909132724976,-0.0018145576600923832
qwen-tiny,superego,neutral,7,700,0.07996623975687761,-0.0004964716828482821
qwen-tiny,superego,neutral,8,699,0.04745720297785836,-5.159483523761855e-07
qwen-tiny,superego,neutral,9,697,0.002609272856767489,-0.007831416025040266
qwen3,superego,neutral,0,700,-0.10185737936306684,-0.7389356733987099
qwen3,superego,neutral,1,700,1.226187706344219,1.417120107379181
qwen3,superego,neutral,2,700,-0.22483406723561436,-0.2659479200773464
qwen3,superego,neutral,3,700,-0.10703104775721857,-0.07674590443286149
qwen3,superego,neutral,4,700,0.07009888876991878,-0.057352024787306125
qwen3,superego,neutral,5,700,0.5504179534704727,-0.020086182647295947
qwen3,superego,neutral,6,700,1.427407053236456,-0.033006969016060296
qwen3,superego,neutral,7,700,1.2553746477918903,-0.006834957918177369
qwen3,superego,neutral,8,693,0.5557360024193043,-0.01093268924675842
qwen3,superego,neutral,9,689,1.3160111579415585,-0.001561418201440771
redpajama,superego,neutral,0,700,2.949231388759939,2.0376552591028174
redpajama,superego,neutral,1,700,2.0498632389153384,0.7936540051381402
redpajama,superego,neutral,2,700,1.7316565769037986,0.026754322219322627
redpajama,superego,neutral,3,700,2.015246111278641,0.816483359454369
redpajama,superego,neutral,4,700,7.626618284784304,1.3063481730264284
redpajama,superego,neutral,5,700,5.51649208134178,1.7137513568298033
redpajama,superego,neutral,6,700,6.881648630827128,3.0385299452482983
redpajama,superego,neutral,7,700,8.175845217448718,5.281209322716293
redpajama,superego,neutral,8,700,7.902527764060583,5.989325683944971
redpajama,superego,neutral,9,673,6.66962548978005,4.165755426534959
smol,superego,neutral,0,700,0.8865561281848693,0.6279766762242645
smol,superego,neutral,1,700,-4.505821809292967,-4.634731578560289
smol,superego,neutral,2,700,-0.13566734482437998,-0.1310942984114611
smol,superego,neutral,3,700,-0.117494874551067,-0.04415718423816427
smol,superego,neutral,4,700,-0.1563566305237724,-0.135184144304316
smol,superego,neutral,5,700,0.052440430854820475,-0.062201046220887186
smol,superego,neutral,6,700,0.05702363594889921,-0.042438020035307354
smol,superego,neutral,7,700,0.0852802299623703,-0.06953081583050423
smol,superego,neutral,8,700,0.24499234043762955,-0.012848871491876872
smol,superego,neutral,9,698,0.3191853219608887,-0.0016243080256379471
smol3,superego,neutral,0,700,0.5306654084982182,0.8342842828089525
smol3,superego,neutral,1,700,-6.466418118695133,-6.365160782226468
smol3,superego,neutral,2,700,-0.46566491961378553,-0.21165185218946347
smol3,superego,neutral,3,700,-0.1423822642503776,-0.07994546253131565
smol3,superego,neutral,4,700,0.07320668655596878,-0.0912919301775059
smol3,superego,neutral,5,700,0.10072265889444883,-0.002996353205451586
smol3,superego,neutral,6,700,-0.043943865614744206,-0.024157562247368994
smol3,superego,neutral,7,700,0.3060789887976712,-0.0446018458577729
smol3,superego,neutral,8,700,0.10457302817765257,-0.027155673570843503
smol3,superego,neutral,9,700,0.10757232795704523,-0.056784745076165585
stablelm,superego,neutral,0,700,0.49282545344134066,0.3258284658485269
stablelm,superego,neutral,1,700,0.41692349658220623,0.20531104687855725
stablelm,superego,neutral,2,700,0.32587415548595394,0.169018845845402
stablelm,superego,neutral,3,700,0.21301091243964004,0.07258086907758626
stablelm,superego,neutral,4,700,0.3958990569762191,0.24712680075857477
stablelm,superego,neutral,5,700,0.37370086204067743,0.210466784795127
stablelm,superego,neutral,6,700,0.2751260558426919,0.10006424234180364
stablelm,superego,neutral,7,700,0.301445116405351,0.1472857560912779
stablelm,superego,neutral,8,700,0.2786370074405035,0.14221874305599036
stablelm,superego,neutral,9,700,0.2310649803730253,0.07515110014127176
zephyr,superego,neutral,0,1400,7.28009664592473,1.5351235203594733
zephyr,superego,neutral,1,1400,3.8825213391751667,0.09199390018412339
zephyr,superego,neutral,2,1400,2.8211081161311613,-0.022993388061729212
zephyr,superego,neutral,3,1400,2.206946017274207,-0.002022033538509811
zephyr,superego,neutral,4,1400,1.6376992702820383,-0.00032397183572435283
zephyr,superego,neutral,5,1400,1.3079160040255255,0.0006480323148727407
zephyr,superego,neutral,6,1400,2.0650379797373994,-9.11547495245992e-05
zephyr,superego,neutral,7,1400,1.4624237133189866,-0.000879101959265621
zephyr,superego,neutral,8,1394,1.6740885961478347,-0.0024427787174249637
zephyr,superego,neutral,9,1353,1.318334358727961,-0.00525032773036277
amber,ego,power,0,1000,8.810452253331528,3.594979811574665
amber,ego,power,1,1000,3.0281236911224685,0.3199709089994579
amber,ego,power,2,1000,2.1695026912244106,0.02605808002642567
amber,ego,power,3,1000,2.055306228717328,0.13696837085062902
amber,ego,power,4,1000,1.7177949389712555,0.04595875813902644
amber,ego,power,5,1000,1.9057406453587102,0.3950167557816724
amber,ego,power,6,1000,2.0975602299572462,0.19639884813760033
amber,ego,power,7,999,1.8082137170260073,-0.0011331915325166755
amber,ego,power,8,973,1.5525682695746101,0.018284963147785646
amber,ego,power,9,900,1.6058436468710742,0.32351665786028516
archangel-dpo,ego,power,0,2000,-0.015255058522377598,-0.02256054949897456
archangel-dpo,ego,power,1,2000,0.008621481572977686,-0.0007896798892306197
archangel-dpo,ego,power,2,2000,0.00154371878599148,-0.0006038220446740982
archangel-dpo,ego,power,3,2000,0.044369545641485,0.004211372090922534
archangel-dpo,ego,power,4,2000,0.016148059181739224,0.0008145771415918408
archangel-dpo,ego,power,5,2000,-0.011583227748767482,0.00015717834451217476
archangel-dpo,ego,power,6,2000,-0.00020694239802270675,0.000462565527588874
archangel-dpo,ego,power,7,2000,0.02630833261670806,0.0020372391857285802
archangel-dpo,ego,power,8,2000,0.4261180670109629,0.010214373516493657
archangel-dpo,ego,power,9,1878,0.01926574620267188,0.0024056977215845435
ct-llm,ego,power,0,500,0.03819214765886395,0.003931682563927356
ct-llm,ego,power,1,500,0.03944142039448356,0.012637609670234454
ct-llm,ego,power,2,500,0.025706932792653563,-1.9371642612959903e-05
ct-llm,ego,power,3,500,0.005410267081292289,-0.0003918168658551878
ct-llm,ego,power,4,500,0.04543848371878792,0.03731263311720882
ct-llm,ego,power,5,500,0.012213988543128067,0.005033723948862834
ct-llm,ego,power,6,500,0.009319449826772349,3.242525025222686e-05
ct-llm,ego,power,7,500,0.024753000429282107,0.0014646343129091845
ct-llm,ego,power,8,500,0.029880559256266672,0.0052153092835369305
ct-llm,ego,power,9,500,0.02350700233856592,0.006463524385107929
map-neo,ego,power,0,500,13.25579518351898,15.548981738398359
map-neo,ego,power,1,500,6.232082647178279,4.920353343283617
map-neo,ego,power,2,500,4.4811671718345885,3.689090047728089
map-neo,ego,power,3,500,5.044220484472692,4.987721739327841
map-neo,ego,power,4,500,3.49979185494812,1.336098831534373
map-neo,ego,power,5,500,3.2008341292246705,1.5082160306145802
map-neo,ego,power,6,500,2.7083033949620217,1.3684124100456305
map-neo,ego,power,7,499,2.615369380471018,1.2454631977089814
map-neo,ego,power,8,466,1.785692750754149,0.378094885502104
map-neo,ego,power,9,414,1.5447632140897312,0.2551536253632384
minicpm,ego,power,0,500,0.033166671570199945,0.0400923371346251
minicpm,ego,power,1,500,0.032387921715013014,0.01817121103227249
minicpm,ego,power,2,500,0.17900134477748955,0.08516699043254423
minicpm,ego,power,3,500,0.08930966358769396,0.0744411429020526
minicpm,ego,power,4,500,0.05196365461168031,0.04055258051136219
minicpm,ego,power,5,500,0.031163634829415206,0.035800804011704684
minicpm,ego,power,6,500,0.045652293708988476,0.0069857489335797005
minicpm,ego,power,7,500,0.04540508973566299,0.010602315450336427
minicpm,ego,power,8,500,0.03707692884278952,0.006468398729505146
minicpm,ego,power,9,500,0.03626532599002733,0.015994955941683462
olmo,ego,power,0,1000,0.5106071123100803,0.06332068601188863
olmo,ego,power,1,1000,0.2552025945477965,0.25267812476535895
olmo,ego,power,2,1000,0.13708071320326948,0.025430475693825616
olmo,ego,power,3,1000,-0.003996753395500207,0.03935861953559041
olmo,ego,power,4,1000,0.0750529921735641,0.015163973365346629
olmo,ego,power,5,1000,0.2949369719182731,0.05668571064465449
olmo,ego,power,6,1000,0.33571644756038727,0.04174274907691529
olmo,ego,power,7,1000,0.2890615742954503,0.015443410216861098
olmo,ego,power,8,1000,0.26729073203574427,0.017828768905941036
olmo,ego,power,9,975,0.19238843803910155,0.00039906740069968954
olmo-hybrid,ego,power,0,500,0.11561174725838023,0.07077152852842301
olmo-hybrid,ego,power,1,500,0.08172119876629831,0.058564988520768683
olmo-hybrid,ego,power,2,500,0.09420358919144933,0.04389600632659779
olmo-hybrid,ego,power,3,500,0.11072173845542278,0.09644564805714771
olmo-hybrid,ego,power,4,500,0.1294169818269566,0.0812711905858407
olmo-hybrid,ego,power,5,500,0.1337657724397866,0.0528054885937667
olmo-hybrid,ego,power,6,500,0.08290970003459973,0.029955370664264618
olmo-hybrid,ego,power,7,500,0.07731799184738561,0.039414367738539464
olmo-hybrid,ego,power,8,500,0.09842574665459772,0.036830447295104436
olmo-hybrid,ego,power,9,499,0.1047687547936683,0.04769205564393711
olmo-tiny,ego,power,0,1000,0.3512808386837889,0.139534441643946
olmo-tiny,ego,power,1,1000,0.47175944152944016,0.2250188732716049
olmo-tiny,ego,power,2,1000,0.07583017071387649,0.05189073752946561
olmo-tiny,ego,power,3,1000,0.13750981004384588,0.05471281543928127
olmo-tiny,ego,power,4,1000,0.11488040062439792,0.03376864185601061
olmo-tiny,ego,power,5,1000,0.0382604714732685,2.8215585141669476e-05
olmo-tiny,ego,power,6,1000,0.16197219046377834,0.00964601943589647
olmo-tiny,ego,power,7,1000,0.08743398528138098,0.0009144047340889206
olmo-tiny,ego,power,8,1000,0.10383685700081233,0.024166184972919003
olmo-tiny,ego,power,9,1000,0.12039942297876458,0.006184999470735607
pythia,ego,power,0,1000,-0.23185675938545222,-0.003860499139441911
pythia,ego,power,1,1000,0.026025513687791563,0.05436306706287271
pythia,ego,power,2,1000,-0.010762282824641886,-0.002449592660415392
pythia,ego,power,3,1000,-0.010043312989722086,-0.0017347836738707762
pythia,ego,power,4,1000,-0.0037936395709921894,0.006939018790141931
pythia,ego,power,5,1000,0.0006003369772038716,0.00534994629325341
pythia,ego,power,6,1000,-0.07183015790209396,0.0014728243618289984
pythia,ego,power,7,1000,0.007282680152058108,0.004011374572397945
pythia,ego,power,8,1000,0.17111653889393794,0.00962014143957958
pythia,ego,power,9,968,-0.0018873915159944162,0.0039102841978230895
redpajama,ego,power,0,500,3.618485715375029,3.5932656638887472
redpajama,ego,power,1,500,1.3554711359956597,1.2826373786224416
redpajama,ego,power,2,500,1.2757563194032868,1.1294324608447626
redpajama,ego,power,3,500,1.3992267495245194,1.1783406481469934
redpajama,ego,power,4,500,1.942813452588537,2.0005646566692694
redpajama,ego,power,5,500,2.3560945498326626,1.6439360337719402
redpajama,ego,power,6,500,1.993069239352533,1.7424028169087415
redpajama,ego,power,7,500,2.1952184047418517,1.659576480267031
redpajama,ego,power,8,500,1.9905150202282886,1.3620737588798508
redpajama,ego,power,9,498,1.9399694622735622,1.4624130994888058
stablelm,ego,power,0,500,0.2077271003656343,0.07959404645532102
stablelm,ego,power,1,500,0.09411925045720015,0.02159681307286591
stablelm,ego,power,2,500,0.1358371250571011,-0.01606384671242158
stablelm,ego,power,3,500,0.09125374329502366,-0.024914263603779754
stablelm,ego,power,4,500,-0.012813839116170046,-0.06474547886442147
stablelm,ego,power,5,500,0.03771888555948088,-0.017382150532428094
stablelm,ego,power,6,500,0.10099815181096952,0.004204153481816635
stablelm,ego,power,7,500,0.09883638226573399,-0.007090968426287713
stablelm,ego,power,8,500,0.08750128448594054,-0.01376353891835568
stablelm,ego,power,9,500,0.07821728232590501,-0.031054887879534275
zephyr,ego,power,0,1000,8.616091434451178,1.4882011451687485
zephyr,ego,power,1,1000,3.325620214288991,0.08038944143261668
zephyr,ego,power,2,1000,3.721642382430238,0.11720391940600484
zephyr,ego,power,3,1000,3.679214466942846,0.4242235328754322
zephyr,ego,power,4,1000,2.5096050896288116,0.09895506842722127
zephyr,ego,power,5,1000,2.5752857344992774,0.3271087492517668
zephyr,ego,power,6,1000,2.1421426463827538,0.08309998263612733
zephyr,ego,power,7,1000,2.600047110634475,0.023131497477597844
zephyr,ego,power,8,997,1.3106781101270581,0.025783064726383784
zephyr,ego,power,9,981,1.9318078524304965,0.17629720799019016
olmo,reinforced,power,0,500,0.7959078753909736,1.6477060253747466
olmo,reinforced,power,1,500,0.7239270796966294,0.8331113690457573
olmo,reinforced,power,2,500,0.008707980160291345,0.0015593724455196202
olmo,reinforced,power,3,500,-0.08875260238318422,-0.08649408434942425
olmo,reinforced,power,4,500,0.036205837044444994,-0.004294279300916296
olmo,reinforced,power,5,500,0.6150661059218737,-0.012804191761187746
olmo,reinforced,power,6,500,0.052001878477639374,0.10015855472922931
olmo,reinforced,power,7,500,0.2282830130166965,-8.083217834574862e-06
olmo,reinforced,power,8,500,0.3666515732938927,2.149802730634202e-06
olmo,reinforced,power,9,500,0.4910214914786023,1.126495745435527e-05
olmo-tiny,reinforced,power,0,500,1.2673549846375638,1.515586257493623
olmo-tiny,reinforced,power,1,500,0.6668948971113223,0.23303152234053995
olmo-tiny,reinforced,power,2,500,-0.04157810265267885,-0.021603277407164764
olmo-tiny,reinforced,power,3,500,0.18706663701596243,0.005892855952712954
olmo-tiny,reinforced,power,4,500,0.18479077234831046,0.03712788815404755
olmo-tiny,reinforced,power,5,500,0.16291480784805196,-0.03513839579025724
olmo-tiny,reinforced,power,6,500,0.2514836434524235,0.00016432965768822474
olmo-tiny,reinforced,power,7,500,0.11379263561906539,-0.025465246411514705
olmo-tiny,reinforced,power,8,500,0.18797099189994754,-0.005289009070615996
olmo-tiny,reinforced,power,9,500,0.2998782473459624,0.08845314811101286
amber,superego,power,0,1000,9.097179725740446,4.605507344903359
amber,superego,power,1,1000,3.9862580123778963,0.005246772537452595
amber,superego,power,2,1000,2.2457586764607727,0.012929167736936482
amber,superego,power,3,1000,2.6363974316348284,0.1123995156267189
amber,superego,power,4,1000,1.725778295566735,-0.03646255561424505
amber,superego,power,5,1000,2.426186155888116,0.3302089099051236
amber,superego,power,6,1000,2.4298285974163956,0.02165254190984066
amber,superego,power,7,999,2.3898382625617134,-0.00894074219035344
amber,superego,power,8,966,1.9644373170197138,-0.005429323321646942
amber,superego,power,9,926,3.1428349417724637,0.2045857259710095
archangel-dpo,superego,power,0,500,0.02633879562218327,0.025181693579764425
archangel-dpo,superego,power,1,500,0.0048870251235226935,0.0007896798892304823
archangel-dpo,superego,power,2,500,0.008213615498132898,0.006153354180175099
archangel-dpo,superego,power,3,500,-0.014427622228720766,-0.0016285630794107171
archangel-dpo,superego,power,4,500,0.006947824323015091,0.0001509961227882987
archangel-dpo,superego,power,5,500,0.03093282593511981,0.002165387253231023
archangel-dpo,superego,power,6,500,0.021704358714402638,-3.5782345318138454e-05
archangel-dpo,superego,power,7,500,0.02661835556757363,-0.0017259878739812324
archangel-dpo,superego,power,8,500,0.5782248677965142,0.001554557686141067
archangel-dpo,superego,power,9,466,0.2952578559717082,0.01496153810665473
ct-llm,superego,power,0,500,-0.025388228135597574,-0.0039316825639274695
ct-llm,superego,power,1,500,-0.02502037815762823,-0.007654755097672449
ct-llm,superego,power,2,500,-0.01528865965872946,0.011357752532495905
ct-llm,superego,power,3,500,0.0033726839105626466,0.0003918168658553172
ct-llm,superego,power,4,500,-0.033396967968149054,-0.02907296351369683
ct-llm,superego,power,5,500,0.004066332822674236,-0.0006224506519992627
ct-llm,superego,power,6,500,-0.0020474344340126642,0.0012579152975875408
ct-llm,superego,power,7,500,-0.012179773294955518,-2.9066915939909628e-05
ct-llm,superego,power,8,500,-0.009624215195345254,-0.0012872562594858734
ct-llm,superego,power,9,500,-0.0070753820839742935,-0.0006846297308209195
deepseek-7b,superego,power,0,500,0.20336555844027968,0.0003034083331277831
deepseek-7b,superego,power,1,500,0.06019018652716888,-0.11613004696737868
deepseek-7b,superego,power,2,500,0.42642750028013726,-0.003375721625053284
deepseek-7b,superego,power,3,500,0.8112121995745267,-0.03579539159710014
deepseek-7b,superego,power,4,500,2.4107361490379873,0.20005783121721085
deepseek-7b,superego,power,5,500,1.1056292303888207,0.05286059701242714
deepseek-7b,superego,power,6,500,0.35805491566300285,-0.007516328822449003
deepseek-7b,superego,power,7,500,0.9285289730446487,-0.011568733647582184
deepseek-7b,superego,power,8,500,0.4188430760259374,-0.03202894135242946
deepseek-7b,superego,power,9,455,1.4595492757987345,0.0017272783967468923
llama,superego,power,0,500,-0.9637458206575508,-1.080949263534446
llama,superego,power,1,500,-2.091479874872958,-2.1944751432153957
llama,superego,power,2,500,0.3336248654322652,-0.07361112366927267
llama,superego,power,3,500,0.3168552944090404,0.07226777466716418
llama,superego,power,4,500,0.13825383484670073,0.08318640521461297
llama,superego,power,5,500,0.10490553578955789,0.022764211732857056
llama,superego,power,6,500,0.004955034023840874,-0.023188773218164274
llama,superego,power,7,500,0.07346318945713276,-0.03680273828746978
llama,superego,power,8,500,0.06438526016997936,-0.050026105862975394
llama,superego,power,9,500,0.19319857416300307,-0.0031066199671168013
map-neo,superego,power,0,500,13.296738355349667,15.743800573779266
map-neo,superego,power,1,500,6.5861034875688516,5.3560917932086145
map-neo,superego,power,2,499,4.914528673355966,4.763266407415636
map-neo,superego,power,3,499,4.805580710034546,2.387338993969793
map-neo,superego,power,4,499,3.9731194958428357,2.522979771572491
