f1,f2,js_base,js_aligned
llama,qwen,0.6551971435546875,0.6189824342727661
llama,qwen-tiny,0.6766206622123718,0.6668561697006226
llama,smol,0.6776952743530273,0.6698522567749023
llama,tulu,0.0,0.09182558953762054
llama,zephyr,0.6773022413253784,0.6615830063819885
olmo,olmo-tiny,0.07615306973457336,0.2369525134563446
olmo,pythia,0.671169102191925,0.6877648830413818
olmo,qwen,0.6194958686828613,0.6394848823547363
olmo,qwen-tiny,0.6645598411560059,0.6737881302833557
olmo,smol,0.6700856685638428,0.6858524084091187
olmo,tulu,0.11493608355522156,0.14722147583961487
olmo,zephyr,0.6615386605262756,0.6864072680473328
olmo-tiny,pythia,0.6681371927261353,0.6615117788314819
olmo-tiny,qwen,0.6465378403663635,0.6377224326133728
olmo-tiny,qwen-tiny,0.6709172129631042,0.6685522794723511
olmo-tiny,smol,0.6675294041633606,0.6603635549545288
olmo-tiny,tulu,0.07857886701822281,0.1311589777469635
olmo-tiny,zephyr,0.663134753704071,0.6528744697570801
pythia,qwen,0.6667950749397278,0.6759384870529175
pythia,qwen-tiny,0.6736692190170288,0.6634167432785034
pythia,smol,0.6846539378166199,0.6850495338439941
pythia,tulu,0.6789541840553284,0.6850106716156006
pythia,zephyr,0.6798338890075684,0.6822822093963623
qwen,qwen-tiny,0.16300296783447266,0.18712124228477478
qwen,smol,0.6674357652664185,0.6744018793106079
qwen,tulu,0.6551971435546875,0.6523742079734802
qwen,zephyr,0.6317254304885864,0.6348592042922974
qwen-tiny,smol,0.6732020974159241,0.6613720059394836
qwen-tiny,tulu,0.6766206622123718,0.6797662377357483
qwen-tiny,zephyr,0.6589781641960144,0.6325558423995972
smol,tulu,0.6776952743530273,0.6840566396713257
smol,zephyr,0.6746046543121338,0.6591600775718689
tulu,zephyr,0.6773022413253784,0.6839414834976196
amber,deepseek-7b,0.620836615562439,0.6451572179794312
amber,llama,0.6499168872833252,0.6260762810707092
amber,olmo,0.6386061310768127,0.6009153127670288
amber,olmo-tiny,0.6448217630386353,0.5941467881202698
amber,pythia,0.6779575347900391,0.6855805516242981
amber,qwen,0.6298736333847046,0.6521427631378174
amber,qwen-tiny,0.6327451467514038,0.6547728776931763
amber,smol,0.6606841087341309,0.66645348072052
amber,tulu,0.6499168872833252,0.6265599727630615
amber,zephyr,0.6854596138000488,0.6926190853118896
deepseek-7b,llama,0.6842116117477417,0.6853842735290527
deepseek-7b,olmo,0.6825783252716064,0.6881547570228577
deepseek-7b,olmo-tiny,0.6806105375289917,0.68442702293396
deepseek-7b,pythia,0.6625052690505981,0.6596760749816895
deepseek-7b,qwen,0.685172975063324,0.6878781318664551
deepseek-7b,qwen-tiny,0.6459999680519104,0.6346418261528015
deepseek-7b,smol,0.6492207050323486,0.653647243976593
deepseek-7b,tulu,0.6842116117477417,0.6911097764968872
deepseek-7b,zephyr,0.6188029050827026,0.6358921527862549
llama,olmo,0.050606682896614075,0.191475510597229
llama,olmo-tiny,0.09507019072771072,0.19348226487636566
llama,pythia,0.6856169104576111,0.6876236200332642
llama,qwen,0.6885030269622803,0.6908522248268127
llama,qwen-tiny,0.6801530122756958,0.6822687387466431
llama,smol,0.6843805909156799,0.6869953274726868
llama,tulu,0.0,0.023473942652344704
llama,zephyr,0.651171088218689,0.6244055032730103
olmo,olmo-tiny,0.05391831696033478,0.1036272943019867
olmo,pythia,0.6748512387275696,0.6764630079269409
olmo,qwen,0.6861956119537354,0.6907565593719482
olmo,qwen-tiny,0.67598557472229,0.6872634887695312
olmo,smol,0.6726697087287903,0.6746742725372314
olmo,tulu,0.050606682896614075,0.19342517852783203
olmo,zephyr,0.6411072015762329,0.6006532907485962
olmo-tiny,pythia,0.6711589097976685,0.6643903851509094
olmo-tiny,qwen,0.6874041557312012,0.6899397373199463
olmo-tiny,qwen-tiny,0.6745743751525879,0.6830806732177734
olmo-tiny,smol,0.6716338396072388,0.6637507677078247
olmo-tiny,tulu,0.09507019072771072,0.21652230620384216
olmo-tiny,zephyr,0.6468353271484375,0.5927155613899231
pythia,qwen,0.6792424917221069,0.6874738931655884
pythia,qwen-tiny,0.6683793067932129,0.6708334684371948
pythia,smol,0.6857209205627441,0.6885212659835815
pythia,tulu,0.6856169104576111,0.6911269426345825
pythia,zephyr,0.6804195642471313,0.6845446825027466
qwen,qwen-tiny,0.483176052570343,0.579938530921936
qwen,smol,0.6776060461997986,0.6867799758911133
qwen,tulu,0.6885030269622803,0.6920864582061768
qwen,zephyr,0.6343168616294861,0.6523674726486206
qwen-tiny,smol,0.6608182191848755,0.6667462587356567
qwen-tiny,tulu,0.6801530122756958,0.6898082494735718
qwen-tiny,zephyr,0.6378836631774902,0.6482059359550476
smol,tulu,0.6843805909156799,0.6908810138702393
smol,zephyr,0.6639925241470337,0.664420485496521
tulu,zephyr,0.651171088218689,0.6263812780380249
