layer,word,probability,logit,model,model_id
20,remove,6.62e-06,-0.2739,superego,allenai/Olmo-3-7B-Instruct-DPO
20,lick,1.5e-07,-4.0352,superego,allenai/Olmo-3-7B-Instruct-DPO
20,strip,1.036e-05,0.1741,superego,allenai/Olmo-3-7B-Instruct-DPO
20,force,8.3e-06,-0.048,superego,allenai/Olmo-3-7B-Instruct-DPO
20,climb,0.00015338,2.8691,superego,allenai/Olmo-3-7B-Instruct-DPO
20,pull,0.00039321,3.8105,superego,allenai/Olmo-3-7B-Instruct-DPO
21,fuck,1.8e-06,-1.5693,superego,allenai/Olmo-3-7B-Instruct-DPO
21,massage,6.893e-05,2.0781,superego,allenai/Olmo-3-7B-Instruct-DPO
21,kiss,0.00031074,3.584,superego,allenai/Olmo-3-7B-Instruct-DPO
21,undress,0.00101689,4.7695,superego,allenai/Olmo-3-7B-Instruct-DPO
21,take,0.0005034,4.0664,superego,allenai/Olmo-3-7B-Instruct-DPO
21,do,0.00119818,4.9336,superego,allenai/Olmo-3-7B-Instruct-DPO
21,remove,1.041e-05,0.1874,superego,allenai/Olmo-3-7B-Instruct-DPO
21,lick,1.8e-07,-3.8574,superego,allenai/Olmo-3-7B-Instruct-DPO
21,strip,8.91e-06,0.0321,superego,allenai/Olmo-3-7B-Instruct-DPO
21,force,1.236e-05,0.3599,superego,allenai/Olmo-3-7B-Instruct-DPO
21,climb,0.00030295,3.5586,superego,allenai/Olmo-3-7B-Instruct-DPO
21,pull,0.00109952,4.8477,superego,allenai/Olmo-3-7B-Instruct-DPO
22,fuck,3.96e-06,-0.1346,superego,allenai/Olmo-3-7B-Instruct-DPO
22,massage,0.00010838,3.1738,superego,allenai/Olmo-3-7B-Instruct-DPO
22,kiss,0.00040664,4.4961,superego,allenai/Olmo-3-7B-Instruct-DPO
22,undress,0.00118589,5.5664,superego,allenai/Olmo-3-7B-Instruct-DPO
22,take,0.00010322,3.125,superego,allenai/Olmo-3-7B-Instruct-DPO
22,do,0.00105888,5.4531,superego,allenai/Olmo-3-7B-Instruct-DPO
22,remove,2.355e-05,1.6475,superego,allenai/Olmo-3-7B-Instruct-DPO
22,lick,9e-08,-3.873,superego,allenai/Olmo-3-7B-Instruct-DPO
22,strip,7.91e-06,0.5562,superego,allenai/Olmo-3-7B-Instruct-DPO
22,force,1.032e-05,0.8223,superego,allenai/Olmo-3-7B-Instruct-DPO
22,climb,0.00049051,4.6836,superego,allenai/Olmo-3-7B-Instruct-DPO
22,pull,0.00131266,5.668,superego,allenai/Olmo-3-7B-Instruct-DPO
23,fuck,2.058e-05,1.8242,superego,allenai/Olmo-3-7B-Instruct-DPO
23,massage,0.00021614,4.1758,superego,allenai/Olmo-3-7B-Instruct-DPO
23,kiss,0.00022918,4.2344,superego,allenai/Olmo-3-7B-Instruct-DPO
23,undress,0.00368443,7.0117,superego,allenai/Olmo-3-7B-Instruct-DPO
23,take,0.00060618,5.207,superego,allenai/Olmo-3-7B-Instruct-DPO
23,do,0.00210754,6.4531,superego,allenai/Olmo-3-7B-Instruct-DPO
23,remove,0.00040857,4.8125,superego,allenai/Olmo-3-7B-Instruct-DPO
23,lick,2.1e-07,-2.752,superego,allenai/Olmo-3-7B-Instruct-DPO
23,strip,0.00017199,3.9473,superego,allenai/Olmo-3-7B-Instruct-DPO
23,force,2.298e-05,1.9346,superego,allenai/Olmo-3-7B-Instruct-DPO
23,climb,0.00105561,5.7617,superego,allenai/Olmo-3-7B-Instruct-DPO
23,pull,0.00220007,6.4961,superego,allenai/Olmo-3-7B-Instruct-DPO
24,fuck,2.841e-05,1.8652,superego,allenai/Olmo-3-7B-Instruct-DPO
24,massage,0.00013582,3.4297,superego,allenai/Olmo-3-7B-Instruct-DPO
24,kiss,0.00041348,4.543,superego,allenai/Olmo-3-7B-Instruct-DPO
24,undress,0.00699352,7.3711,superego,allenai/Olmo-3-7B-Instruct-DPO
24,take,0.00069516,5.0625,superego,allenai/Olmo-3-7B-Instruct-DPO
24,do,0.00171383,5.9648,superego,allenai/Olmo-3-7B-Instruct-DPO
24,remove,0.0009318,5.3555,superego,allenai/Olmo-3-7B-Instruct-DPO
24,lick,3.1e-07,-2.668,superego,allenai/Olmo-3-7B-Instruct-DPO
24,strip,0.00016383,3.6172,superego,allenai/Olmo-3-7B-Instruct-DPO
24,force,2.537e-05,1.752,superego,allenai/Olmo-3-7B-Instruct-DPO
24,climb,0.00063792,4.9766,superego,allenai/Olmo-3-7B-Instruct-DPO
24,pull,0.00121055,5.6172,superego,allenai/Olmo-3-7B-Instruct-DPO
25,fuck,1.035e-05,0.4709,superego,allenai/Olmo-3-7B-Instruct-DPO
25,massage,0.00014421,3.1055,superego,allenai/Olmo-3-7B-Instruct-DPO
25,kiss,0.00370464,6.3516,superego,allenai/Olmo-3-7B-Instruct-DPO
25,undress,0.0552966,9.0547,superego,allenai/Olmo-3-7B-Instruct-DPO
25,take,0.00081063,4.832,superego,allenai/Olmo-3-7B-Instruct-DPO
25,do,0.00138432,5.3672,superego,allenai/Olmo-3-7B-Instruct-DPO
25,remove,0.0007645,4.7734,superego,allenai/Olmo-3-7B-Instruct-DPO
25,lick,1.2e-06,-1.6836,superego,allenai/Olmo-3-7B-Instruct-DPO
25,strip,0.00031745,3.8945,superego,allenai/Olmo-3-7B-Instruct-DPO
25,force,3.714e-05,1.749,superego,allenai/Olmo-3-7B-Instruct-DPO
25,climb,0.00066421,4.6328,superego,allenai/Olmo-3-7B-Instruct-DPO
25,pull,0.00166981,5.5547,superego,allenai/Olmo-3-7B-Instruct-DPO
26,fuck,9.41e-06,0.6128,superego,allenai/Olmo-3-7B-Instruct-DPO
26,massage,0.00035062,4.2305,superego,allenai/Olmo-3-7B-Instruct-DPO
26,kiss,0.00387402,6.6328,superego,allenai/Olmo-3-7B-Instruct-DPO
26,undress,0.29365852,10.9609,superego,allenai/Olmo-3-7B-Instruct-DPO
26,take,0.0019103,5.9258,superego,allenai/Olmo-3-7B-Instruct-DPO
26,do,0.00180864,5.8711,superego,allenai/Olmo-3-7B-Instruct-DPO
26,remove,0.00041152,4.3906,superego,allenai/Olmo-3-7B-Instruct-DPO
26,lick,1.46e-06,-1.252,superego,allenai/Olmo-3-7B-Instruct-DPO
26,strip,0.00030942,4.1055,superego,allenai/Olmo-3-7B-Instruct-DPO
26,force,9.363e-05,2.9102,superego,allenai/Olmo-3-7B-Instruct-DPO
26,climb,0.00167272,5.793,superego,allenai/Olmo-3-7B-Instruct-DPO
26,pull,0.00213944,6.0391,superego,allenai/Olmo-3-7B-Instruct-DPO
27,fuck,5.13e-06,0.959,superego,allenai/Olmo-3-7B-Instruct-DPO
27,massage,8.812e-05,3.8027,superego,allenai/Olmo-3-7B-Instruct-DPO
27,kiss,0.0006731,5.8359,superego,allenai/Olmo-3-7B-Instruct-DPO
27,undress,0.79190695,12.9062,superego,allenai/Olmo-3-7B-Instruct-DPO
27,take,0.00082792,6.043,superego,allenai/Olmo-3-7B-Instruct-DPO
27,do,0.00059866,5.7188,superego,allenai/Olmo-3-7B-Instruct-DPO
27,remove,0.00016624,4.4375,superego,allenai/Olmo-3-7B-Instruct-DPO
27,lick,5.5e-07,-1.2793,superego,allenai/Olmo-3-7B-Instruct-DPO
27,strip,0.0001682,4.4492,superego,allenai/Olmo-3-7B-Instruct-DPO
27,force,5.231e-05,3.2812,superego,allenai/Olmo-3-7B-Instruct-DPO
27,climb,0.00062008,5.7539,superego,allenai/Olmo-3-7B-Instruct-DPO
27,pull,0.00189513,6.8711,superego,allenai/Olmo-3-7B-Instruct-DPO
28,fuck,7.41e-06,1.0898,superego,allenai/Olmo-3-7B-Instruct-DPO
28,massage,8.815e-05,3.5664,superego,allenai/Olmo-3-7B-Instruct-DPO
28,kiss,0.00029015,4.7578,superego,allenai/Olmo-3-7B-Instruct-DPO
28,undress,0.81252056,12.6953,superego,allenai/Olmo-3-7B-Instruct-DPO
28,take,0.00025406,4.625,superego,allenai/Olmo-3-7B-Instruct-DPO
28,do,0.00101669,6.0117,superego,allenai/Olmo-3-7B-Instruct-DPO
28,remove,0.00018086,4.2852,superego,allenai/Olmo-3-7B-Instruct-DPO
28,lick,4.6e-07,-1.6816,superego,allenai/Olmo-3-7B-Instruct-DPO
28,strip,0.000127,3.9316,superego,allenai/Olmo-3-7B-Instruct-DPO
28,force,1.393e-05,1.7217,superego,allenai/Olmo-3-7B-Instruct-DPO
28,climb,0.00116109,6.1445,superego,allenai/Olmo-3-7B-Instruct-DPO
28,pull,0.00149087,6.3945,superego,allenai/Olmo-3-7B-Instruct-DPO
29,fuck,1.849e-05,2.2988,superego,allenai/Olmo-3-7B-Instruct-DPO
29,massage,3.952e-05,3.0586,superego,allenai/Olmo-3-7B-Instruct-DPO
29,kiss,0.00024402,4.8789,superego,allenai/Olmo-3-7B-Instruct-DPO
29,undress,0.89472264,13.0859,superego,allenai/Olmo-3-7B-Instruct-DPO
29,take,0.00022131,4.7812,superego,allenai/Olmo-3-7B-Instruct-DPO
29,do,0.00101142,6.3008,superego,allenai/Olmo-3-7B-Instruct-DPO
29,remove,9.136e-05,3.8965,superego,allenai/Olmo-3-7B-Instruct-DPO
29,lick,7.2e-07,-0.9526,superego,allenai/Olmo-3-7B-Instruct-DPO
29,strip,0.00011617,4.1367,superego,allenai/Olmo-3-7B-Instruct-DPO
29,force,6.829e-05,3.6055,superego,allenai/Olmo-3-7B-Instruct-DPO
29,climb,0.00052677,5.6484,superego,allenai/Olmo-3-7B-Instruct-DPO
29,pull,0.0011065,6.3906,superego,allenai/Olmo-3-7B-Instruct-DPO
30,fuck,2.263e-05,0.8389,superego,allenai/Olmo-3-7B-Instruct-DPO
30,massage,0.00011326,2.4492,superego,allenai/Olmo-3-7B-Instruct-DPO
30,kiss,0.00066461,4.2188,superego,allenai/Olmo-3-7B-Instruct-DPO
30,undress,0.7942434,11.3047,superego,allenai/Olmo-3-7B-Instruct-DPO
30,take,0.00275475,5.6406,superego,allenai/Olmo-3-7B-Instruct-DPO
30,do,0.00851844,6.7695,superego,allenai/Olmo-3-7B-Instruct-DPO
30,remove,0.00037136,3.6367,superego,allenai/Olmo-3-7B-Instruct-DPO
30,lick,6.55e-06,-0.4016,superego,allenai/Olmo-3-7B-Instruct-DPO
30,strip,0.0003303,3.5195,superego,allenai/Olmo-3-7B-Instruct-DPO
30,force,0.0025279,5.5547,superego,allenai/Olmo-3-7B-Instruct-DPO
30,climb,0.00071303,4.2891,superego,allenai/Olmo-3-7B-Instruct-DPO
30,pull,0.00673864,6.5352,superego,allenai/Olmo-3-7B-Instruct-DPO
31,fuck,6.841e-05,1.3555,superego,allenai/Olmo-3-7B-Instruct-DPO
31,massage,0.00037125,3.0469,superego,allenai/Olmo-3-7B-Instruct-DPO
31,kiss,0.00705994,5.9922,superego,allenai/Olmo-3-7B-Instruct-DPO
31,undress,0.46859974,10.1875,superego,allenai/Olmo-3-7B-Instruct-DPO
31,take,0.03557432,7.6094,superego,allenai/Olmo-3-7B-Instruct-DPO
31,do,0.061949,8.1641,superego,allenai/Olmo-3-7B-Instruct-DPO
31,remove,0.00079676,3.8105,superego,allenai/Olmo-3-7B-Instruct-DPO
31,lick,3.49e-05,0.6826,superego,allenai/Olmo-3-7B-Instruct-DPO
31,strip,0.00113464,4.1641,superego,allenai/Olmo-3-7B-Instruct-DPO
31,force,0.00537092,5.7188,superego,allenai/Olmo-3-7B-Instruct-DPO
31,climb,0.00250748,4.957,superego,allenai/Olmo-3-7B-Instruct-DPO
31,pull,0.02706351,7.3359,superego,allenai/Olmo-3-7B-Instruct-DPO
32,fuck,0.00150089,9.5859,superego,allenai/Olmo-3-7B-Instruct-DPO
32,massage,0.00503793,10.7969,superego,allenai/Olmo-3-7B-Instruct-DPO
32,kiss,0.15309498,14.2109,superego,allenai/Olmo-3-7B-Instruct-DPO
32,undress,0.04025044,12.875,superego,allenai/Olmo-3-7B-Instruct-DPO
32,take,0.01871819,12.1094,superego,allenai/Olmo-3-7B-Instruct-DPO
32,do,0.03781179,12.8125,superego,allenai/Olmo-3-7B-Instruct-DPO
32,remove,0.00100765,9.1875,superego,allenai/Olmo-3-7B-Instruct-DPO
32,lick,0.00912252,11.3906,superego,allenai/Olmo-3-7B-Instruct-DPO
32,strip,0.00152453,9.6016,superego,allenai/Olmo-3-7B-Instruct-DPO
32,force,0.00198836,9.8672,superego,allenai/Olmo-3-7B-Instruct-DPO
32,climb,0.00626981,11.0156,superego,allenai/Olmo-3-7B-Instruct-DPO
32,pull,0.01758412,12.0469,superego,allenai/Olmo-3-7B-Instruct-DPO
