family,pair,layer,prompt,pole1_mass,pole2_mass,blend_mass,in_frame,remainder
tulu,obey/rebel,dpo,B,0.17051292627044634,0.2019204677023096,0.09192574887720181,0.4643591428499577,0.5356408571500423
tulu,obey/rebel,dpo,AB,0.30579065309600606,0.12059366004744801,0.09983924002477818,0.5262235531682322,0.4737764468317678
tulu,obey/rebel,rlvr,A,0.5312509483555301,0.007826765058273963,0.07941166951559388,0.6184893829293979,0.3815106170706021
tulu,obey/rebel,rlvr,B,0.1603913536269574,0.20170821185327645,0.09353697516853016,0.45563654064876397,0.5443634593512361
tulu,obey/rebel,rlvr,AB,0.2818242290832046,0.12338925131053988,0.10443715728910877,0.5096506376828532,0.49034936231714676
tulu,pleasure/pain,base,A,0.13632612195000285,0.0737648152978185,0.16643385373899433,0.3765247909868157,0.6234752090131843
tulu,pleasure/pain,base,B,0.020578971582486862,0.41281713884079857,0.0977807570146556,0.531176867437941,0.468823132562059
tulu,pleasure/pain,base,AB,0.09110890563456568,0.14203059622320444,0.18670876489350724,0.41984826675127734,0.5801517332487227
tulu,pleasure/pain,sft,A,0.13347866406957984,0.03763161767334405,0.14892350753352457,0.32003378927644843,0.6799662107235516
tulu,pleasure/pain,sft,B,0.011013139417397608,0.35571803966286186,0.09278027623568975,0.4595114553159492,0.5404885446840508
tulu,pleasure/pain,sft,AB,0.06574166805356398,0.1611382655024144,0.1483182067282545,0.3751981402842328,0.6248018597157672
tulu,pleasure/pain,dpo,A,0.1776899100576469,0.039187699727105174,0.15368658893585688,0.370564198720609,0.629435801279391
tulu,pleasure/pain,dpo,B,0.007660393676131986,0.3967635634467563,0.09504181030786406,0.4994657674307523,0.5005342325692477
tulu,pleasure/pain,dpo,AB,0.08784870328349047,0.17911180222138653,0.1559417489181053,0.4229022544229823,0.5770977455770177
tulu,pleasure/pain,rlvr,A,0.17269255392622251,0.03486291462583299,0.14338026760668554,0.3509357361587411,0.6490642638412589
