category,delta,edges_pos,n_edges,lo,hi,mde,p,bonferroni,labeling,cell,coverage,scen,pov,context
ECON,-0.00038636819404754875,3,38,-0.0035074761461275318,0.0027347397580324345,0.004458725645828547,0.809630239707418,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
EMOT,-0.0009153798646517126,2,38,-0.0026242609101081883,0.0007935011808047633,0.002441258636366394,0.30057614568593793,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
EndsLw,0.005894924375216028,22,38,-0.0022628776988862405,0.014052726449318296,0.011654002963003241,0.16504638899966506,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
EnlOth,0.023696014846747257,26,38,0.013978821070212399,0.03341320862328211,0.013881705395049796,2.7815100560117986e-05,True,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
FREQ,-0.013093368072422812,2,38,-0.02213058424241416,-0.004056151902431462,0.012910308814273356,0.0072953576815066,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Fail,0.005766620071607726,13,38,0.0007521996864709663,0.010781040456744485,0.007163457693052513,0.030206027376104522,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Finish,-0.03324827601931429,4,38,-0.05050863250153431,-0.01598791953709428,0.024657652117457164,0.0005612405692603112,True,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Hostile,0.001636972266008353,5,38,-3.7304125247659406e-05,0.0033112486572643655,0.0023918234160800176,0.06307271057995553,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
IAV,0.03271677879497142,28,38,0.010800625648115927,0.054632931941826904,0.031308790209793554,0.005838727162929198,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
If,0.003970915879471481,10,38,-0.0013553714665040474,0.009297203225447009,0.007608981922822182,0.15239022442298444,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Intrj,0.0030366129116255977,7,38,0.000826242962679326,0.00524698286057187,0.003157671355637531,0.010586261108147943,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Legal,0.014739032877934152,21,38,-0.0006591729439310978,0.030137238699799403,0.021997436888378925,0.0685479052316667,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Negate,-0.01331848263581291,15,38,-0.032181232389294934,0.005544267117669114,0.026946785362117177,0.17467994407731083,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Ought,-0.002759054009451391,7,38,-0.007764330988352658,0.0022462229694498767,0.0071503956841446675,0.28695242278658784,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Ovrst,-0.025391715173264908,4,38,-0.04335917054876519,-0.007424259797764631,0.025667793393571826,0.008716603197242998,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Positiv,-0.00478846429269905,1,38,-0.013565366059048485,0.0039884374736503855,0.012538431094784905,0.2918485046065921,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
PowOth,-0.004012813263201859,2,38,-0.00795297377361492,-7.265275278879688e-05,0.005628800729161517,0.05331782265631666,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
Quan,-0.01446974623315664,12,38,-0.02805882385874963,-0.0008806686075636515,0.019412968036561413,0.0438317197370841,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
SV,0.017128315573520247,22,38,-0.009410398311770055,0.04366702945881055,0.03791244840755757,0.2137804082601831,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
TimeSpc,-0.006192813909495654,1,38,-0.010596033582969438,-0.0017895942360218716,0.006290313819248261,0.009014623332128767,False,gi_primary,C1_inst,0.9221114167812929,C1,inst,labor
abstraction,0.045123419301705575,22,37,-0.0019920638023776735,0.09223890240578883,0.0673078330058332,0.06862261581494586,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
affection,-0.011340348058405546,2,37,-0.01978726838311693,-0.0028934277336941597,0.01206702903530198,0.012440837250034231,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
aggression,0.003158880660791071,14,37,-0.020354247316351333,0.026672008637933474,0.03359018282448914,0.7938075869384382,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
anxiety,0.005157490746054155,8,37,0.0018238371987073106,0.008491144293400999,0.004762362210495492,0.00448060885551753,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
defensive_symbolization,-0.004064508094073979,15,37,-0.025447362331010425,0.017318346142862467,0.030546934624194923,0.7116590432731206,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
icarian_imagery,-0.04362043112793843,8,37,-0.07126961842089874,-0.01597124383497812,0.039498838989943295,0.003825216087394065,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
instrumental_behavior,-0.1419014803764594,11,37,-0.2178832209581013,-0.06591973979481745,0.10854534368805989,0.000801494340546806,True,rid,C1_inst,0.46612792297111416,C1,inst,labor
moral_imperative,-0.008024937678878283,2,37,-0.015872402233977713,-0.00017747312377885266,0.011210663650142042,0.05260234021185679,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
order,-0.002935271747308812,5,37,-0.010663900830228204,0.004793357335610579,0.011040898689884844,0.46147088482931364,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
positive_affect,-0.001722216765074843,2,37,-0.007418202949388897,0.0039737694192392104,0.008137123120448647,0.557141178936008,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
regressive_cognition,-0.01567678823520185,11,37,-0.04004745746544418,0.008693880995040475,0.03481524175748904,0.21549170083265026,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
restraint,0.01694840140795196,18,37,-0.02403147888167738,0.057928281697581296,0.058542686128041914,0.42291399406934826,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
sensation,0.05550257399981854,26,37,0.029391583056584434,0.08161356494305265,0.03730141563319157,0.0001850571246273157,True,rid,C1_inst,0.46612792297111416,C1,inst,labor
social_behavior,0.10889241955774574,26,37,0.03667014886128006,0.18111469025421142,0.10317467242352239,0.005482182187352859,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
temporal_references,-0.007299005392527786,8,37,-0.02193282223021487,0.007334811445159296,0.02090545262526726,0.3347952247054124,False,rid,C1_inst,0.46612792297111416,C1,inst,labor
A1.1.1,0.046076859218368134,28,39,0.02757222658652921,0.06458149185020706,0.026435189474055605,1.9274580182598608e-05,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A1.5.1,-0.003511445036212728,3,39,-0.00881238292641318,0.001789492853987724,0.007572768414572073,0.2019944533832046,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A1.7,0.0016754742860415788,4,39,-0.000737688358768361,0.004088636930851519,0.003447375206871342,0.18158086571833792,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A1.8,0.0027666138891935753,6,39,0.00022564664348754529,0.005307581134899606,0.0036299532081514718,0.03935177934268253,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A1.9,0.0019579821909223804,6,39,-0.0006543282429442832,0.0045702926247890435,0.0037318720483809475,0.15004673768164353,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A10,-0.010447055648361563,11,39,-0.019774384495419788,-0.0011197268013033376,0.013324755495797464,0.03432163562991837,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A11.1,0.0017020310776379593,5,39,0.00013784819390817975,0.003266213961367739,0.0022345469767568278,0.03946737549321677,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A13.3,-0.012010313285551825,5,39,-0.018666641337045847,-0.005353985234057804,0.009509040073562887,0.0010865218837839549,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A14,-0.027390203059845637,8,39,-0.04216222207855457,-0.012618184041136703,0.021102884312441336,0.0008219540413291963,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A2.1,-0.012456935086660577,6,39,-0.021110927033198293,-0.0038029431401228626,0.01236284563791102,0.007563935799297703,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A2.2,0.0010248097506096484,3,39,-0.00013235896630078695,0.0021819784675200836,0.0016530981670149075,0.09070055794247131,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A3,-0.0037386938362701217,13,39,-0.01613370700766892,0.008656319335128677,0.017707161673426855,0.5578919344916206,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A4.2,0.0039680144062466845,5,39,-0.0004885342019810106,0.00842456301447438,0.00636649801175385,0.08904322124468489,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A5.1,0.001050595608044756,3,39,-0.00017554444476011537,0.002276735660849627,0.0017516286468641019,0.10128137350125105,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A5.3,0.004380520656474198,15,39,-0.002507226934352213,0.011268268247300608,0.009839639415466301,0.22019752785606048,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A6.1,-0.008660397696355036,9,39,-0.019103851387786842,0.0017830559950767714,0.014919219559188296,0.11235216252553827,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A6.2,-0.0006959891575276191,1,39,-0.0021611382476117084,0.0007691599325564701,0.0020930701286915564,0.3577013089573,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A7,0.03864732947376162,34,39,0.02686113912316585,0.05043351982435739,0.01683741478656538,1.4808329627932452e-07,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A8,-0.0018539889239295433,8,39,-0.005341090375184844,0.0016331125273257574,0.004981573501793286,0.30396199894164994,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
A9,-0.06160432647076728,10,39,-0.09169563575574906,-0.0315130171857855,0.042987584692831114,0.000272020652921828,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
E2,-0.0038399323776550486,3,39,-0.007288634725683675,-0.0003912300296264222,0.004926717640040895,0.03533475529734024,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
E3,0.00013039323384150968,2,39,-0.0006818341844486751,0.0009426206521316944,0.0011603248832716925,0.7547454947872233,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
E5,0.0002219400837848623,2,39,-0.0004997398033321567,0.0009436199709018813,0.001030971267310027,0.5502463747036838,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
E6,0.0016396182661689272,4,39,-0.0004528376182152628,0.003732074150553117,0.0029892226919774143,0.1328660027207589,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
G2.1,-0.010597270626643947,4,39,-0.027861390533293937,0.006666849280006042,0.024663028438071413,0.236375783016253,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
I1.1,0.0006842774396879242,5,39,-0.0007360032536954293,0.0021045581330712774,0.0020289724191190762,0.35097754572929174,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
I1.2,0.0028798938661163975,5,39,-0.0016369384782660306,0.007396726210498826,0.006452617634832041,0.21905903889888434,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
I2.2,-0.0003615271832053933,3,39,-0.0026798505836611065,0.0019567962172503204,0.0033118905720795904,0.7615400574140012,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
I3.1,-0.02162653228046505,8,39,-0.03234087158949144,-0.010912192971438662,0.015306199012894841,0.0003215149750103249,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
M1,-0.016652289008771148,11,39,-0.02795569702730348,-0.005348880990238817,0.016147725740760472,0.0063751438510388034,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
M2,-0.007445186378874375,18,39,-0.02654810372906497,0.01165773097131622,0.02728988192884371,0.4496489211054882,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
M6,7.011740559303873e-05,9,39,-0.003933206797736902,0.00407344160892298,0.00571903457618563,0.9727944944989186,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
M8,-0.003051723017130825,2,39,-0.00530166607363265,-0.0008017799606289998,0.0032142043664311784,0.011423214867799618,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
N3.2,0.002866374728506122,8,39,0.00010626034046688987,0.005626489116545353,0.003943020554341759,0.04882213058077068,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
N4,0.00022944202510765982,3,39,-0.0022005861177606385,0.002659470167975958,0.0034714687755261404,0.8541644601019528,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
N5,-0.01792400765605224,10,39,-0.029754011151740218,-0.00609400416036426,0.01690000499383997,0.005142137155100312,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
N5.1,-0.009444924566233845,4,39,-0.015125291531395668,-0.003764557601072022,0.008114809950231176,0.00236038751600642,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
N6,-0.008040626373815755,8,39,-0.014633296115502997,-0.001447956632128512,0.009418099630981775,0.021887621351028026,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q1.1,0.0015376132001442176,3,39,-0.00022026534935537393,0.003295491749643809,0.002511255070713702,0.09460027225940536,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q1.2,0.0468372526657998,28,39,0.02880249431123643,0.06487201102036316,0.025763940506519097,1.0012359903208883e-05,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q1.3,-0.0001588976848350371,3,39,-0.0019096256711470172,0.001591830301476943,0.0025010399804456856,0.8597531936909303,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q2.1,0.09711753421074773,32,39,0.06500679691628733,0.12922827150520813,0.04587248184922913,7.148156000883283e-07,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q2.2,-0.005781088839947671,17,39,-0.03441266034232579,0.02285048266243045,0.04090224500339731,0.6945029787761002,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q3,-0.003245267439214883,3,39,-0.008869053061618285,0.0023785181831885186,0.008033979460576287,0.2651263301415839,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Q4,-0.0037099391609791035,0,39,-0.007722301257170321,0.00030242293521211315,0.005731945851701737,0.07785189490357386,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S1.1.2,0.00405415198839689,15,39,-0.0018232830174878907,0.00993158699428167,0.008396335722692544,0.18437623025441222,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S1.1.3,0.002075283171318717,5,39,-0.00014908592404838444,0.0042996522666858186,0.003177670136238716,0.07531178243648425,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S1.2.4,-0.005057635987775939,5,39,-0.01004025397027708,-7.501800527479844e-05,0.0071180256892873425,0.05387775019164067,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S3.1,0.0013365703619061004,8,39,-0.0009924705286522273,0.003665611252464428,0.0033272012722261827,0.2677335303051612,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S6,0.005672473255510622,18,39,-0.0004057197857923016,0.011750666296813546,0.008683132916147035,0.07522967055545073,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S7.1,-0.00044583456530486047,2,39,-0.002206730309784546,0.0013150611791748253,0.002515565349256694,0.622579949722754,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S7.2,0.0032070118500018875,5,39,0.00013882385215653993,0.0062751998478472355,0.0043831257112076395,0.04744586482745245,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S7.4,-0.0008880076700586652,14,39,-0.006618640938455815,0.004842625598338484,0.00818661895485307,0.7629997566494858,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S8,-3.70528039482396e-05,8,39,-0.0032889654762442615,0.003214859868347782,0.00464558953185146,0.982299545536681,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
S9,0.000694585082719013,4,39,-0.00010803944451660613,0.0014972096099546322,0.0011466064674794559,0.09803289496059374,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
T1,-0.014905960648063417,4,39,-0.021066651822786556,-0.008745269473340277,0.008800987392461629,2.9598192740954304e-05,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
T1.1.1,0.0002803172796727521,2,39,-0.0007360613485678702,0.0012966959079133745,0.0014519694689151747,0.5919599554093757,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
T2,-0.036531187381205484,9,39,-0.051660815736934214,-0.021401559025476753,0.021613754793898186,3.0506489251044594e-05,True,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
T3,0.0028448241005721016,9,39,-0.0005661530016716379,0.006255801202815841,0.00487282443177677,0.11037471512019402,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X2.1,0.017178476323504496,25,39,-0.0006070750931693805,0.03496402774017837,0.025407930595248394,0.06597884789744131,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X2.2,-0.007604658004310221,15,39,-0.016634522801394096,0.001425206792773654,0.012899806852976963,0.10705282225201863,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X2.3,-0.0030541903003678894,0,39,-0.005246515962946317,-0.0008618646377894618,0.003131893803683468,0.009532601071527237,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X2.4,0.01197533199980893,20,39,0.005276366830078969,0.018674297169538893,0.009569950242471372,0.0011922466488880918,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X2.5,0.0031704073411149025,12,39,0.0005130088358305542,0.005827805846399251,0.0037962835789776403,0.024730450268944527,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X2.6,-0.003060816676986965,2,39,-0.006397552227055342,0.0002759188730814123,0.004766765071526253,0.08013781483653071,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X3.4,-0.001972638238687982,8,39,-0.007348409832776034,0.00340313335540007,0.007679673705840074,0.47640441978396975,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X4.1,0.0031447640996321237,10,39,-0.0006581083828429753,0.006947636582107223,0.005432674974964426,0.11332808525736084,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X5.1,0.006073902986063719,10,39,0.0015338843231242393,0.0106139216490032,0.006485740947056399,0.012499887757855547,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X7,0.007555032670857025,23,39,0.0028370162362721585,0.012273049105441892,0.00674002347797838,0.0032765547885551896,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
X8,-0.008477050177962374,8,39,-0.014105890578570462,-0.002848209777354286,0.008041200572297269,0.0053898425348433456,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Z1m,0.00276278162383225,8,39,-0.0003858398428260657,0.0059114030904905655,0.004498030666654736,0.09360190854372574,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Z3c,0.0008083290252680178,3,39,-0.0009695645273917445,0.0025862225779277803,0.002539847932371089,0.37847010521263436,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Z5,0.000794547237675467,17,39,-0.005886775641940343,0.007475870117291276,0.009544746970879727,0.8169468072415141,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Z6,-0.0032349101766611633,17,39,-0.012046692617383262,0.005576872264060935,0.012588260629602995,0.47621095644751943,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Z8,0.002656202782262612,7,39,3.7202385159570105e-05,0.005275203179365654,0.0037414291387186313,0.05406956022192465,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
Z8mf,0.0008421613307598224,5,39,-0.0009061272632473151,0.00259044992476696,0.0024975551342959106,0.3510607266045072,False,usas,C2_indiv,0.9768413059984814,C2,indiv,labor
admire,0.010199862532076984,23,39,0.0008598375616845431,0.019539887502469426,0.013342892814846342,0.03879878642770341,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
admit,0.003914860163755924,6,39,8.432210857311443e-05,0.007745398218938733,0.005472197221689727,0.05233192512772055,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
advise,0.010968837553155539,11,39,-0.0027056305027050778,0.024643305609016154,0.019534954365515167,0.12419578977341084,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
amalgamate,0.0015916901521718162,3,39,-0.0008330881386296989,0.004016468442973331,0.003463968986859307,0.2060180413180016,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
amuse,-0.023603875453621203,5,39,-0.03452337502367416,-0.012684375883568244,0.015599285100075655,0.000139013453321246,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
animal_sounds,-0.016433821828124577,6,39,-0.027751813259515985,-0.005115830396733169,0.01616855918770201,0.007099268325713132,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
appear,5.453327777852058e-05,6,39,-0.00327234027925653,0.003381406834813571,0.004752676510050072,0.9745382707440443,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
appoint,0.01233801917092956,24,39,0.006355613902834146,0.018320424439024974,0.008546293240136305,0.00024905051159391617,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
approve,0.005972646625761515,13,39,0.0014283006911027423,0.01051699256042029,0.006491922763798247,0.014006156027688182,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
assessment,0.004018612064809783,7,39,0.0005772924553755017,0.007459931674244065,0.004916170870620401,0.027740149419520486,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
assuming_position,-0.0010803338991348269,2,39,-0.003310051643918006,0.0011493838456483523,0.0031853110639759705,0.3482904456289211,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
avoid,0.003022173722524814,6,39,-0.000777945910319028,0.006822293355368656,0.005428742332634059,0.1273445783005789,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
battle,0.002634877957795292,10,39,-0.0028028933842645883,0.008072649299855173,0.007768244774371258,0.34825594426588863,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
begin,0.0028860706641156315,11,39,-0.005456373144376825,0.011228514472608088,0.011917776869274936,0.5018403410057726,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
braid,0.004463864512516663,17,39,-0.00555577212336568,0.014483501148399008,0.014313766622689064,0.3880373221698116,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
bring,0.03959079172083191,28,39,0.019897168202960697,0.05928441523870312,0.02813374788267316,0.00033701702130799584,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
build,-0.00973135654897403,8,39,-0.019305876290495523,-0.00015683680745253413,0.013677885345030708,0.05358039381529629,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
care,-0.0010230328993121463,3,39,-0.0033661977419369524,0.0013201319433126595,0.003347378346606865,0.39750439044877456,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
carry,0.0009259194569963242,2,39,-0.0015865236635800588,0.0034383625775727075,0.003589204457966261,0.47451634041706936,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
characterize,-0.005725427143941986,15,39,-0.022076366366997505,0.010625512079113535,0.023358484604365033,0.49668335367618766,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
chase,0.003890970140950494,8,39,-0.00013998303260526028,0.007921923314506248,0.0057585045336510775,0.06613818420051801,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
complain,-0.01905068817015678,4,39,-0.027371660912218414,-0.010729715428095147,0.011887103917230905,6.489182245371386e-05,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
complete,-0.027986097997563374,3,39,-0.03615604867449645,-0.0198161473206303,0.011671358109904393,6.010910169645971e-08,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
confess,0.002852787430071053,10,39,-0.007878366312986333,0.013583941173128437,0.015330219632939122,0.6053555937840805,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
confine,-0.019803587941257743,6,39,-0.03928689544983317,-0.00032028043268231624,0.02783329644082204,0.05356739268373244,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
conjecture,0.016368174107019014,26,39,-0.00920320914780259,0.041939557361840615,0.036530547506888,0.21728935161953697,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
consider,0.011333066233462105,23,39,-0.0007966460534444345,0.023462778520368644,0.017328160409866487,0.07490872248297689,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
conspire,0.004430248269863259,7,39,-2.0518521964086288e-05,0.008881015061690603,0.0063582382740390644,0.05846345162797991,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
consume,0.0009439608371644454,6,39,-0.009834850608920752,0.011722772283249644,0.015398302065835997,0.8646249760217444,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
contiguous_location,0.0024583086575980994,8,39,-0.001015021614422549,0.005931638929618748,0.004961900388600926,0.17345668126005087,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
contribute,-0.003657851853322128,10,39,-0.013135690805443571,0.005819987098799315,0.013539769931602058,0.4540515103608856,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
convert,-0.04808062848942443,6,39,-0.06741549581991779,-0.028745761158931064,0.027621239043561955,1.966473601874511e-05,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
cooperate,-0.013010383828135371,7,39,-0.020995887941570916,-0.0050248797146998266,0.011407863019193634,0.0028243990560300448,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
correspond,0.0016838769727874144,4,39,-0.0025459264645505066,0.005913680410125336,0.006042576339054172,0.4400640248964887,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
crane,0.00896802417327517,13,39,0.00035691467276066646,0.017579133673789674,0.012301585000735004,0.048216287806355576,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
create,-0.004531400586629804,5,39,-0.011386746798109668,0.0023239456248500597,0.00979335173068552,0.2029405546130975,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
declare,-0.00772192399574037,7,39,-0.01630750640828445,0.0008636584168037103,0.012265117732205826,0.08596969978611828,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
defend,0.0004267921641073826,6,39,-0.0031917166621255244,0.00404530099034029,0.005169298323189867,0.8184182799376402,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
discover,-0.011169252741009139,1,39,-0.02038661414906357,-0.0019518913329547062,0.013167659154363475,0.022696726153365196,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
dress,-0.018532873146311746,3,39,-0.03008539557904276,-0.006980350713580734,0.016503603475330017,0.003226399326913077,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
escape,-0.03040902096078071,9,39,-0.04482891251252428,-0.015989129409037142,0.02059984507391938,0.0001897654729125508,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
exist,-0.0028694142141682762,1,39,-0.0053708044098783984,-0.0003680240184581545,0.0035734145653001734,0.030432883724816572,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
ferret,0.009257971177985215,14,39,0.003463050458522859,0.015052891897447572,0.008278458170660509,0.0033416045818358544,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
focus,0.006621447131819663,7,39,0.0008863249983848227,0.012356569265254504,0.00819303161919263,0.029438972969906656,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
forbid,-0.02096165356908597,8,39,-0.03449021240411766,-0.007433094734054279,0.01932651262147384,0.004303636022414856,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
force,0.055267195951430564,29,39,0.034521212047132085,0.07601317985572904,0.029637119863283542,6.6352873129679795e-06,True,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
fulfilling,0.004080615233747016,14,39,-0.006962126091600525,0.015123356559094556,0.015775344750496488,0.47333148785520396,False,verbnet,C2_indiv,0.6862819539357125,C2,indiv,labor
