lineage,group,depth,ratio_base,ratio_aligned,d
ibm-granite/granite-3.0-8b-base,f11_trust,0.375,6.958175,1.000249,-5.957926
ibm-granite/granite-3.0-8b-base,f11_trust,0.5,2.803833,8.626353,5.822519
ibm-granite/granite-3.0-8b-base,f11_trust,0.625,1.173057,1.069378,-0.103680
ibm-granite/granite-3.0-8b-base,f11_trust,0.75,1.000218,0.999990,-0.000228
ibm-granite/granite-3.0-8b-base,f11_trust,0.875,1.019243,1.000013,-0.019230
ibm-granite/granite-3.0-8b-base,f11_trust,1.0,17.535990,1.352315,-16.183675
internlm/internlm2-base-7b,f11_beauty,0.125,0.400847,0.476863,0.076016
internlm/internlm2-base-7b,f11_beauty,0.25,0.853874,0.736181,-0.117692
internlm/internlm2-base-7b,f11_beauty,0.375,1.470113,1.258748,-0.211365
internlm/internlm2-base-7b,f11_beauty,0.5,1.045265,1.009837,-0.035428
internlm/internlm2-base-7b,f11_beauty,0.625,0.961297,1.000687,0.039390
internlm/internlm2-base-7b,f11_beauty,0.75,1.057605,0.626908,-0.430697
internlm/internlm2-base-7b,f11_beauty,0.875,1.102548,0.632335,-0.470213
internlm/internlm2-base-7b,f11_beauty,1.0,0.957098,0.884208,-0.072890
internlm/internlm2-base-7b,f11_beauty_ugly,0.125,0.405921,0.672769,0.266848
internlm/internlm2-base-7b,f11_beauty_ugly,0.25,0.741501,0.646665,-0.094837
internlm/internlm2-base-7b,f11_beauty_ugly,0.375,1.128414,1.212208,0.083794
internlm/internlm2-base-7b,f11_beauty_ugly,0.5,0.812436,0.699802,-0.112634
internlm/internlm2-base-7b,f11_beauty_ugly,0.625,1.142914,1.040018,-0.102896
internlm/internlm2-base-7b,f11_beauty_ugly,0.75,0.789575,0.772238,-0.017336
internlm/internlm2-base-7b,f11_beauty_ugly,0.875,1.144690,0.889408,-0.255282
internlm/internlm2-base-7b,f11_beauty_ugly,1.0,1.189815,1.208686,0.018871
internlm/internlm2-base-7b,f11_captive,0.125,0.875079,0.989688,0.114610
internlm/internlm2-base-7b,f11_captive,0.25,1.011643,1.339158,0.327515
internlm/internlm2-base-7b,f11_captive,0.375,0.618305,0.736584,0.118278
internlm/internlm2-base-7b,f11_captive,0.5,0.790333,0.851308,0.060975
internlm/internlm2-base-7b,f11_captive,0.625,0.967271,1.018483,0.051211
internlm/internlm2-base-7b,f11_captive,0.75,0.978598,1.047010,0.068411
internlm/internlm2-base-7b,f11_captive,0.875,0.914615,1.087091,0.172476
internlm/internlm2-base-7b,f11_captive,1.0,0.990681,0.894851,-0.095829
internlm/internlm2-base-7b,f11_captive_b,0.125,1.079475,1.116003,0.036528
internlm/internlm2-base-7b,f11_captive_b,0.25,0.746918,0.925344,0.178426
internlm/internlm2-base-7b,f11_captive_b,0.375,0.784898,1.105245,0.320347
internlm/internlm2-base-7b,f11_captive_b,0.5,1.093862,0.904456,-0.189406
internlm/internlm2-base-7b,f11_captive_b,0.625,0.955683,1.040835,0.085152
internlm/internlm2-base-7b,f11_captive_b,0.75,0.917412,1.382263,0.464851
internlm/internlm2-base-7b,f11_captive_b,0.875,0.923672,1.390893,0.467221
internlm/internlm2-base-7b,f11_captive_b,1.0,0.820230,1.193846,0.373617
internlm/internlm2-base-7b,f11_class,0.125,0.914979,0.758616,-0.156362
internlm/internlm2-base-7b,f11_class,0.25,0.831102,0.842938,0.011835
internlm/internlm2-base-7b,f11_class,0.375,0.833620,0.861909,0.028289
internlm/internlm2-base-7b,f11_class,0.5,0.933581,0.697975,-0.235606
internlm/internlm2-base-7b,f11_class,0.625,0.866159,0.722314,-0.143844
internlm/internlm2-base-7b,f11_class,0.75,0.853544,0.853092,-0.000452
internlm/internlm2-base-7b,f11_class,0.875,0.968343,0.856088,-0.112255
internlm/internlm2-base-7b,f11_class,1.0,0.508913,0.584903,0.075991
internlm/internlm2-base-7b,f11_create,0.125,1.145713,1.087306,-0.058408
internlm/internlm2-base-7b,f11_create,0.25,0.958806,0.997324,0.038519
internlm/internlm2-base-7b,f11_create,0.375,0.959125,0.797848,-0.161277
internlm/internlm2-base-7b,f11_create,0.5,0.887100,0.996130,0.109030
internlm/internlm2-base-7b,f11_create,0.625,1.049726,0.715353,-0.334372
internlm/internlm2-base-7b,f11_create,0.75,1.580892,1.738738,0.157846
internlm/internlm2-base-7b,f11_create,0.875,1.095587,1.193604,0.098017
internlm/internlm2-base-7b,f11_create,1.0,1.174416,0.985952,-0.188465
internlm/internlm2-base-7b,f11_desire,0.125,0.840844,0.752034,-0.088810
internlm/internlm2-base-7b,f11_desire,0.25,0.749549,0.689011,-0.060539
internlm/internlm2-base-7b,f11_desire,0.375,0.955438,0.976833,0.021394
internlm/internlm2-base-7b,f11_desire,0.5,0.991382,0.982946,-0.008436
internlm/internlm2-base-7b,f11_desire,0.625,0.891809,0.932498,0.040688
internlm/internlm2-base-7b,f11_desire,0.75,1.360804,0.865555,-0.495249
internlm/internlm2-base-7b,f11_desire,0.875,1.372893,0.543832,-0.829061
internlm/internlm2-base-7b,f11_desire,1.0,1.437068,1.187320,-0.249748
internlm/internlm2-base-7b,f11_faithful,0.125,0.601383,0.866420,0.265037
internlm/internlm2-base-7b,f11_faithful,0.25,0.750703,0.723835,-0.026867
internlm/internlm2-base-7b,f11_faithful,0.375,2.299023,1.913003,-0.386020
internlm/internlm2-base-7b,f11_faithful,0.5,1.131766,0.850879,-0.280887
internlm/internlm2-base-7b,f11_faithful,0.625,0.749826,0.895850,0.146024
internlm/internlm2-base-7b,f11_faithful,0.75,1.092752,1.552873,0.460121
internlm/internlm2-base-7b,f11_faithful,0.875,1.016880,0.977086,-0.039793
internlm/internlm2-base-7b,f11_faithful,1.0,0.752216,0.977082,0.224866
internlm/internlm2-base-7b,f11_gender,0.125,0.878596,0.901045,0.022449
internlm/internlm2-base-7b,f11_gender,0.25,1.012042,0.974660,-0.037382
internlm/internlm2-base-7b,f11_gender,0.375,0.777824,1.027801,0.249977
internlm/internlm2-base-7b,f11_gender,0.5,0.907611,0.931097,0.023486
internlm/internlm2-base-7b,f11_gender,0.625,1.009460,0.970303,-0.039157
internlm/internlm2-base-7b,f11_gender,0.75,1.119677,1.005204,-0.114473
internlm/internlm2-base-7b,f11_gender,0.875,0.937318,1.060840,0.123522
internlm/internlm2-base-7b,f11_gender,1.0,0.904078,1.078994,0.174915
internlm/internlm2-base-7b,f11_gender_he,0.125,1.596568,0.995753,-0.600815
internlm/internlm2-base-7b,f11_gender_he,0.25,0.872098,0.748954,-0.123144
internlm/internlm2-base-7b,f11_gender_he,0.375,0.800033,0.927685,0.127653
internlm/internlm2-base-7b,f11_gender_he,0.5,0.956770,0.815523,-0.141247
internlm/internlm2-base-7b,f11_gender_he,0.625,1.179174,0.858575,-0.320599
internlm/internlm2-base-7b,f11_gender_he,0.75,0.986048,0.988784,0.002737
internlm/internlm2-base-7b,f11_gender_he,0.875,0.873274,1.068560,0.195286
internlm/internlm2-base-7b,f11_gender_he,1.0,0.880369,0.789915,-0.090454
internlm/internlm2-base-7b,f11_gender_she,0.125,1.203454,0.892245,-0.311210
internlm/internlm2-base-7b,f11_gender_she,0.25,0.923892,0.911065,-0.012827
internlm/internlm2-base-7b,f11_gender_she,0.375,0.981591,0.970122,-0.011469
internlm/internlm2-base-7b,f11_gender_she,0.5,1.274441,1.181820,-0.092621
internlm/internlm2-base-7b,f11_gender_she,0.625,0.991907,1.070549,0.078643
internlm/internlm2-base-7b,f11_gender_she,0.75,1.074777,1.038881,-0.035896
internlm/internlm2-base-7b,f11_gender_she,0.875,1.684848,1.375169,-0.309678
internlm/internlm2-base-7b,f11_gender_she,1.0,1.780907,1.350046,-0.430861
internlm/internlm2-base-7b,f11_guilt,0.125,3.445578,3.111900,-0.333678
internlm/internlm2-base-7b,f11_guilt,0.25,0.728445,0.506305,-0.222140
internlm/internlm2-base-7b,f11_guilt,0.375,0.736191,0.833704,0.097514
internlm/internlm2-base-7b,f11_guilt,0.5,0.883265,0.879109,-0.004156
internlm/internlm2-base-7b,f11_guilt,0.625,0.967932,0.901378,-0.066553
internlm/internlm2-base-7b,f11_guilt,0.75,0.909120,1.042922,0.133802
internlm/internlm2-base-7b,f11_guilt,0.875,0.965855,1.025205,0.059349
internlm/internlm2-base-7b,f11_guilt,1.0,1.238742,1.014291,-0.224451
internlm/internlm2-base-7b,f11_holy,0.125,0.957330,1.242120,0.284791
internlm/internlm2-base-7b,f11_holy,0.25,0.937901,0.853418,-0.084483
internlm/internlm2-base-7b,f11_holy,0.375,1.015548,1.004556,-0.010993
internlm/internlm2-base-7b,f11_holy,0.5,0.938024,0.925305,-0.012719
internlm/internlm2-base-7b,f11_holy,0.625,0.773698,0.717924,-0.055774
internlm/internlm2-base-7b,f11_holy,0.75,1.031886,1.314490,0.282604
internlm/internlm2-base-7b,f11_holy,0.875,1.039453,1.119374,0.079921
internlm/internlm2-base-7b,f11_holy,1.0,0.745751,0.724279,-0.021472
internlm/internlm2-base-7b,f11_holy_b,0.125,0.895940,0.951322,0.055382
internlm/internlm2-base-7b,f11_holy_b,0.25,0.961093,1.400209,0.439117
internlm/internlm2-base-7b,f11_holy_b,0.375,0.915244,1.031160,0.115917
internlm/internlm2-base-7b,f11_holy_b,0.5,0.912914,0.941005,0.028091
internlm/internlm2-base-7b,f11_holy_b,0.625,1.092425,0.930200,-0.162225
internlm/internlm2-base-7b,f11_holy_b,0.75,1.144746,0.705112,-0.439633
internlm/internlm2-base-7b,f11_holy_b,0.875,0.915262,0.882495,-0.032767
internlm/internlm2-base-7b,f11_holy_b,1.0,0.904194,0.667709,-0.236484
internlm/internlm2-base-7b,f11_love,0.125,1.103993,0.921210,-0.182783
internlm/internlm2-base-7b,f11_love,0.25,0.931592,1.165776,0.234185
internlm/internlm2-base-7b,f11_love,0.375,1.989426,1.667935,-0.321491
internlm/internlm2-base-7b,f11_love,0.5,1.143434,1.145415,0.001981
internlm/internlm2-base-7b,f11_love,0.625,0.883811,0.924014,0.040203
internlm/internlm2-base-7b,f11_love,0.75,1.214530,1.183554,-0.030976
internlm/internlm2-base-7b,f11_love,0.875,0.889800,0.842283,-0.047517
internlm/internlm2-base-7b,f11_love,1.0,0.849920,0.866111,0.016191
internlm/internlm2-base-7b,f11_love_he,0.125,1.048826,0.843921,-0.204904
internlm/internlm2-base-7b,f11_love_he,0.25,0.940899,1.207741,0.266842
internlm/internlm2-base-7b,f11_love_he,0.375,1.624518,1.459372,-0.165146
internlm/internlm2-base-7b,f11_love_he,0.5,1.057226,1.093390,0.036164
internlm/internlm2-base-7b,f11_love_he,0.625,0.843217,0.960779,0.117562
internlm/internlm2-base-7b,f11_love_he,0.75,1.207640,1.121691,-0.085949
internlm/internlm2-base-7b,f11_love_he,0.875,0.909853,0.964911,0.055058
internlm/internlm2-base-7b,f11_love_he,1.0,0.723651,0.923380,0.199729
internlm/internlm2-base-7b,f11_loyal,0.125,1.117324,1.352480,0.235155
internlm/internlm2-base-7b,f11_loyal,0.25,0.785102,0.761391,-0.023712
internlm/internlm2-base-7b,f11_loyal,0.375,0.886098,0.899499,0.013402
internlm/internlm2-base-7b,f11_loyal,0.5,0.667752,0.578419,-0.089333
internlm/internlm2-base-7b,f11_loyal,0.625,1.014920,0.739662,-0.275258
internlm/internlm2-base-7b,f11_loyal,0.75,0.774944,0.680330,-0.094613
internlm/internlm2-base-7b,f11_loyal,0.875,1.367598,1.057960,-0.309638
internlm/internlm2-base-7b,f11_loyal,1.0,0.626020,0.479303,-0.146717
internlm/internlm2-base-7b,f11_parent,0.125,0.939493,0.891854,-0.047639
internlm/internlm2-base-7b,f11_parent,0.25,0.941927,0.941445,-0.000482
internlm/internlm2-base-7b,f11_parent,0.375,0.850928,0.906055,0.055127
internlm/internlm2-base-7b,f11_parent,0.5,0.867554,0.940470,0.072916
internlm/internlm2-base-7b,f11_parent,0.625,0.952249,0.986174,0.033925
internlm/internlm2-base-7b,f11_parent,0.75,0.823580,0.816406,-0.007174
internlm/internlm2-base-7b,f11_parent,0.875,0.847654,0.926386,0.078733
internlm/internlm2-base-7b,f11_parent,1.0,0.782942,0.924041,0.141099
internlm/internlm2-base-7b,f11_sensation,0.125,1.175950,1.260893,0.084943
internlm/internlm2-base-7b,f11_sensation,0.25,1.342621,0.945454,-0.397167
internlm/internlm2-base-7b,f11_sensation,0.375,0.446664,0.356009,-0.090655
internlm/internlm2-base-7b,f11_sensation,0.5,0.809491,0.692743,-0.116747
internlm/internlm2-base-7b,f11_sensation,0.625,0.764627,0.682532,-0.082095
internlm/internlm2-base-7b,f11_sensation,0.75,0.675966,1.133438,0.457471
internlm/internlm2-base-7b,f11_sensation,0.875,0.697668,1.168960,0.471292
internlm/internlm2-base-7b,f11_sensation,1.0,0.538920,0.527645,-0.011275
internlm/internlm2-base-7b,f11_species,0.125,1.441476,0.880219,-0.561257
internlm/internlm2-base-7b,f11_species,0.25,0.753366,0.761275,0.007909
internlm/internlm2-base-7b,f11_species,0.375,0.706022,0.600008,-0.106014
internlm/internlm2-base-7b,f11_species,0.5,0.696470,0.949645,0.253175
internlm/internlm2-base-7b,f11_species,0.625,3.501520,1.908434,-1.593086
internlm/internlm2-base-7b,f11_species,0.75,1.291279,0.938263,-0.353015
internlm/internlm2-base-7b,f11_species,0.875,0.711618,1.324244,0.612626
internlm/internlm2-base-7b,f11_species,1.0,1.018173,0.945785,-0.072388
internlm/internlm2-base-7b,f11_trust,0.125,0.737305,1.118232,0.380928
internlm/internlm2-base-7b,f11_trust,0.25,0.864749,0.820639,-0.044110
internlm/internlm2-base-7b,f11_trust,0.375,0.560169,0.481707,-0.078462
internlm/internlm2-base-7b,f11_trust,0.5,1.667594,1.539527,-0.128068
internlm/internlm2-base-7b,f11_trust,0.625,0.734355,0.724652,-0.009703
internlm/internlm2-base-7b,f11_trust,0.75,1.173050,1.066663,-0.106386
internlm/internlm2-base-7b,f11_trust,0.875,0.721250,0.770578,0.049329
internlm/internlm2-base-7b,f11_trust,1.0,0.395341,0.419444,0.024103
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.125,0.923621,0.880675,-0.042946
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.25,0.687790,0.808281,0.120491
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.375,0.800037,1.080441,0.280404
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.5,0.800669,1.187500,0.386830
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.625,0.721776,1.000652,0.278876
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.75,1.050403,0.806758,-0.243645
kakaocorp/kanana-1.5-8b-base,f11_beauty,0.875,2.088909,0.994662,-1.094246
kakaocorp/kanana-1.5-8b-base,f11_beauty,1.0,0.897322,0.828647,-0.068675
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.125,1.000844,0.917940,-0.082904
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.25,0.752655,0.943769,0.191114
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.375,0.754463,0.919367,0.164903
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.5,0.792870,1.011043,0.218173
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.625,0.856951,0.930429,0.073478
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.75,0.958123,0.899534,-0.058590
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,0.875,0.853358,1.000429,0.147071
kakaocorp/kanana-1.5-8b-base,f11_beauty_ugly,1.0,1.032052,0.867925,-0.164127
kakaocorp/kanana-1.5-8b-base,f11_captive,0.125,0.942183,0.962192,0.020010
kakaocorp/kanana-1.5-8b-base,f11_captive,0.25,1.103126,1.150314,0.047188
kakaocorp/kanana-1.5-8b-base,f11_captive,0.375,0.642640,0.661525,0.018885
kakaocorp/kanana-1.5-8b-base,f11_captive,0.5,0.747844,0.768538,0.020693
kakaocorp/kanana-1.5-8b-base,f11_captive,0.625,0.795548,0.821285,0.025737
kakaocorp/kanana-1.5-8b-base,f11_captive,0.75,1.129974,0.385711,-0.744263
kakaocorp/kanana-1.5-8b-base,f11_captive,0.875,0.979724,1.144464,0.164740
kakaocorp/kanana-1.5-8b-base,f11_captive,1.0,0.941472,0.984566,0.043094
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.125,1.045565,0.947905,-0.097660
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.25,1.069747,0.978644,-0.091103
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.375,0.691415,0.826568,0.135152
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.5,0.713958,0.806773,0.092815
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.625,0.772831,0.796660,0.023829
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.75,0.844142,0.887860,0.043718
kakaocorp/kanana-1.5-8b-base,f11_captive_b,0.875,1.831956,1.303901,-0.528055
kakaocorp/kanana-1.5-8b-base,f11_captive_b,1.0,0.859289,0.790408,-0.068881
kakaocorp/kanana-1.5-8b-base,f11_class,0.125,0.939473,0.949421,0.009948
kakaocorp/kanana-1.5-8b-base,f11_class,0.25,0.784920,0.841406,0.056486
kakaocorp/kanana-1.5-8b-base,f11_class,0.375,0.791573,0.823361,0.031788
kakaocorp/kanana-1.5-8b-base,f11_class,0.5,0.797818,0.797377,-0.000441
kakaocorp/kanana-1.5-8b-base,f11_class,0.625,0.868203,0.872767,0.004564
kakaocorp/kanana-1.5-8b-base,f11_class,0.75,0.818327,0.792981,-0.025346
kakaocorp/kanana-1.5-8b-base,f11_class,0.875,0.868522,0.858732,-0.009789
kakaocorp/kanana-1.5-8b-base,f11_class,1.0,0.781251,0.658559,-0.122691
kakaocorp/kanana-1.5-8b-base,f11_create,0.125,0.932271,0.954750,0.022479
kakaocorp/kanana-1.5-8b-base,f11_create,0.25,0.849783,0.870560,0.020776
kakaocorp/kanana-1.5-8b-base,f11_create,0.375,0.851271,0.934235,0.082963
kakaocorp/kanana-1.5-8b-base,f11_create,0.5,0.866865,0.902202,0.035337
kakaocorp/kanana-1.5-8b-base,f11_create,0.625,0.847483,0.909559,0.062076
kakaocorp/kanana-1.5-8b-base,f11_create,0.75,0.821268,0.987813,0.166545
kakaocorp/kanana-1.5-8b-base,f11_create,0.875,1.226983,2.042444,0.815461
kakaocorp/kanana-1.5-8b-base,f11_create,1.0,0.549165,1.034096,0.484931
kakaocorp/kanana-1.5-8b-base,f11_desire,0.125,0.930331,0.967649,0.037319
kakaocorp/kanana-1.5-8b-base,f11_desire,0.25,0.841757,0.880466,0.038709
kakaocorp/kanana-1.5-8b-base,f11_desire,0.375,0.769787,0.753797,-0.015990
kakaocorp/kanana-1.5-8b-base,f11_desire,0.5,0.857062,0.767634,-0.089428
kakaocorp/kanana-1.5-8b-base,f11_desire,0.625,0.724814,0.697785,-0.027029
kakaocorp/kanana-1.5-8b-base,f11_desire,0.75,0.711876,0.724616,0.012739
kakaocorp/kanana-1.5-8b-base,f11_desire,0.875,0.769541,0.757346,-0.012194
kakaocorp/kanana-1.5-8b-base,f11_desire,1.0,0.581195,0.736820,0.155625
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.125,1.042697,1.168844,0.126147
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.25,0.758099,0.697687,-0.060411
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.375,0.677427,0.670382,-0.007045
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.5,0.803553,0.667885,-0.135667
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.625,0.803290,0.726997,-0.076293
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.75,0.615022,0.691336,0.076314
kakaocorp/kanana-1.5-8b-base,f11_faithful,0.875,0.863704,1.211347,0.347643
kakaocorp/kanana-1.5-8b-base,f11_faithful,1.0,0.565194,0.729728,0.164533
kakaocorp/kanana-1.5-8b-base,f11_gender,0.125,0.965672,0.970610,0.004938
kakaocorp/kanana-1.5-8b-base,f11_gender,0.25,0.872711,0.973263,0.100551
kakaocorp/kanana-1.5-8b-base,f11_gender,0.375,0.805239,0.955229,0.149990
kakaocorp/kanana-1.5-8b-base,f11_gender,0.5,0.776254,0.868593,0.092339
kakaocorp/kanana-1.5-8b-base,f11_gender,0.625,0.827594,0.893533,0.065939
kakaocorp/kanana-1.5-8b-base,f11_gender,0.75,0.949155,0.910604,-0.038551
kakaocorp/kanana-1.5-8b-base,f11_gender,0.875,1.120262,0.981643,-0.138619
kakaocorp/kanana-1.5-8b-base,f11_gender,1.0,1.024727,0.999499,-0.025227
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.125,0.954194,0.959559,0.005366
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.25,0.843504,0.834509,-0.008995
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.375,0.896176,0.902278,0.006102
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.5,0.773809,0.989875,0.216065
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.625,1.053881,0.961169,-0.092713
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.75,1.063779,0.845516,-0.218264
kakaocorp/kanana-1.5-8b-base,f11_gender_he,0.875,0.777685,0.956043,0.178358
kakaocorp/kanana-1.5-8b-base,f11_gender_he,1.0,0.997368,0.991732,-0.005636
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.125,0.953907,0.973215,0.019308
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.25,0.868537,0.933365,0.064829
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.375,0.978506,0.916787,-0.061719
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.5,0.776296,0.868285,0.091989
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.625,0.995131,0.844892,-0.150238
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.75,1.053661,0.854207,-0.199455
kakaocorp/kanana-1.5-8b-base,f11_gender_she,0.875,0.826067,1.282932,0.456865
kakaocorp/kanana-1.5-8b-base,f11_gender_she,1.0,0.869124,1.155293,0.286170
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.125,0.924498,0.982469,0.057971
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.25,0.873009,0.898311,0.025303
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.375,0.816184,0.868574,0.052390
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.5,0.811769,0.730486,-0.081283
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.625,0.865075,0.843083,-0.021992
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.75,0.927924,0.857211,-0.070712
kakaocorp/kanana-1.5-8b-base,f11_guilt,0.875,1.325458,1.885112,0.559654
kakaocorp/kanana-1.5-8b-base,f11_guilt,1.0,1.429880,1.487414,0.057535
kakaocorp/kanana-1.5-8b-base,f11_holy,0.125,0.947867,1.001290,0.053423
kakaocorp/kanana-1.5-8b-base,f11_holy,0.25,1.231305,1.018213,-0.213091
kakaocorp/kanana-1.5-8b-base,f11_holy,0.375,0.972884,1.023744,0.050861
kakaocorp/kanana-1.5-8b-base,f11_holy,0.5,0.986501,1.040272,0.053771
kakaocorp/kanana-1.5-8b-base,f11_holy,0.625,0.753296,0.878780,0.125484
kakaocorp/kanana-1.5-8b-base,f11_holy,0.75,0.669632,0.823681,0.154050
kakaocorp/kanana-1.5-8b-base,f11_holy,0.875,0.766623,0.888678,0.122055
kakaocorp/kanana-1.5-8b-base,f11_holy,1.0,0.665127,0.877952,0.212825
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.125,1.000053,1.021589,0.021536
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.25,0.896269,1.021897,0.125628
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.375,0.858938,0.898636,0.039698
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.5,0.842888,0.881513,0.038625
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.625,1.055162,0.907730,-0.147433
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.75,1.457153,1.141734,-0.315419
kakaocorp/kanana-1.5-8b-base,f11_holy_b,0.875,1.432817,1.072462,-0.360356
kakaocorp/kanana-1.5-8b-base,f11_holy_b,1.0,1.603875,1.023404,-0.580470
kakaocorp/kanana-1.5-8b-base,f11_love,0.125,1.019864,1.032019,0.012155
kakaocorp/kanana-1.5-8b-base,f11_love,0.25,0.861198,0.980649,0.119451
kakaocorp/kanana-1.5-8b-base,f11_love,0.375,0.983269,1.075123,0.091854
kakaocorp/kanana-1.5-8b-base,f11_love,0.5,0.996686,1.052229,0.055543
kakaocorp/kanana-1.5-8b-base,f11_love,0.625,0.939089,0.959737,0.020648
kakaocorp/kanana-1.5-8b-base,f11_love,0.75,0.809399,0.852453,0.043054
kakaocorp/kanana-1.5-8b-base,f11_love,0.875,0.686174,0.841062,0.154887
kakaocorp/kanana-1.5-8b-base,f11_love,1.0,0.672714,0.851480,0.178766
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.125,0.975711,1.009357,0.033647
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.25,0.850508,0.959793,0.109285
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.375,1.028865,1.116653,0.087788
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.5,1.170129,1.251999,0.081870
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.625,0.989469,1.047730,0.058261
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.75,0.811353,0.847309,0.035956
kakaocorp/kanana-1.5-8b-base,f11_love_he,0.875,0.630033,0.866075,0.236042
kakaocorp/kanana-1.5-8b-base,f11_love_he,1.0,0.576467,0.749844,0.173377
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.125,1.139883,1.302248,0.162365
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.25,0.881644,1.072947,0.191303
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.375,0.691591,0.728189,0.036598
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.5,0.757026,0.764190,0.007165
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.625,0.700927,0.830517,0.129591
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.75,0.886160,0.755891,-0.130269
kakaocorp/kanana-1.5-8b-base,f11_loyal,0.875,0.878396,2.890285,2.011889
kakaocorp/kanana-1.5-8b-base,f11_loyal,1.0,0.495726,0.598873,0.103146
kakaocorp/kanana-1.5-8b-base,f11_parent,0.125,1.005342,1.030434,0.025092
kakaocorp/kanana-1.5-8b-base,f11_parent,0.25,0.942608,0.961359,0.018751
kakaocorp/kanana-1.5-8b-base,f11_parent,0.375,0.915353,0.929951,0.014598
kakaocorp/kanana-1.5-8b-base,f11_parent,0.5,0.932373,0.911068,-0.021305
kakaocorp/kanana-1.5-8b-base,f11_parent,0.625,0.865661,0.969591,0.103929
kakaocorp/kanana-1.5-8b-base,f11_parent,0.75,0.879116,1.026451,0.147334
kakaocorp/kanana-1.5-8b-base,f11_parent,0.875,0.897931,1.582075,0.684145
kakaocorp/kanana-1.5-8b-base,f11_parent,1.0,0.863015,1.498772,0.635758
kakaocorp/kanana-1.5-8b-base,f11_sensation,0.125,0.925175,0.956486,0.031311
kakaocorp/kanana-1.5-8b-base,f11_sensation,0.25,0.791055,0.822576,0.031521
kakaocorp/kanana-1.5-8b-base,f11_sensation,0.375,0.668271,0.676448,0.008177
kakaocorp/kanana-1.5-8b-base,f11_sensation,0.5,0.689099,0.659130,-0.029969
kakaocorp/kanana-1.5-8b-base,f11_sensation,0.625,0.585505,0.653961,0.068456
kakaocorp/kanana-1.5-8b-base,f11_sensation,0.75,0.566089,0.710218,0.144128
